scenario,year,indicator,value,unit,foresight_type,evidence_label,confidence,source_ids,notes
S-BASE,2030,prod_aq_whiteleg_kt,1069.8,kt live weight,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2030; scenario, not forecast."
S-BASE,2030,prod_aq_othershrimp_kt,416.7,kt live weight,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2030; scenario, not forecast."
S-BASE,2030,prod_aq_otherfish_kt,2255.1,kt live weight,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2030; scenario, not forecast."
S-BASE,2030,prod_aq_nonfed_kt,753.2,kt live weight,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2030; scenario, not forecast."
S-BASE,2030,prod_aquaculture_kt,6580.5,kt live weight,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2030; scenario, not forecast."
S-BASE,2030,aquaculture_exports_kt_lwe,3381.0,kt live-weight equivalent,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2030; scenario, not forecast."
S-BASE,2030,aquaculture_export_share,0.5138,share,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2030; scenario, not forecast."
S-BASE,2030,pc_farmed_aquatic_domestic_kg,30.69,kg live weight per person,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2030; scenario, not forecast."
S-BASE,2030,feed_pig_mt,14.493,Mt compound feed,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2030; scenario, not forecast."
S-BASE,2030,feed_poultry_mt,10.986,Mt compound feed,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2030; scenario, not forecast."
S-BASE,2030,feed_other_livestock_mt,0.9494,Mt compound feed,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2030; scenario, not forecast."
S-BASE,2030,feed_pangasius_mt,3.076,Mt compound feed,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2030; scenario, not forecast."
S-BASE,2030,feed_whiteleg_mt,1.367,Mt compound feed,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2030; scenario, not forecast."
S-BASE,2030,feed_othershrimp_mt,0.215,Mt compound feed,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2030; scenario, not forecast."
S-BASE,2030,feed_otherfish_mt,2.42,Mt compound feed,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2030; scenario, not forecast."
S-BASE,2030,feed_livestock_mt,26.428,"Mt compound feed (pigs, poultry, other livestock)",estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2030; scenario, not forecast."
S-BASE,2030,feed_aquafeed_mt,7.077,Mt compound feed,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2030; scenario, not forecast."
S-BASE,2030,feed_total_mt,33.506,Mt compound feed,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2030; scenario, not forecast."
S-BASE,2030,compound_share_pig,0.88,share,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2030; scenario, not forecast."
S-BASE,2030,sbm_demand_mt,8.456,Mt soybean meal,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2030; scenario, not forecast."
S-BASE,2030,sbm_import_need_mt,8.456,"Mt soybean meal (as meal, or as beans crushed in Vietnam)",estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2030; scenario, not forecast."
S-BASE,2030,sbm_import_need_bean_eq_mt,10.841,Mt soybeans equivalent,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2030; scenario, not forecast."
S-BASE,2030,fishmeal_demand_kt,264.5,kt fishmeal,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2030; scenario, not forecast."
S-BASE,2030,other_meals_sbmeq_mt,2.859,Mt soybean-meal equivalent,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2030; scenario, not forecast."
S-BASE,2030,protein_meal_demand_sbmeq_mt,11.689,Mt soybean-meal equivalent (46% CP),estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2030; scenario, not forecast."
S-BASE,2030,sbm_intensity_kg_per_t_feed,252.4,kg soybean meal per t compound feed,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2030; scenario, not forecast."
S-BASE,2030,maize_compound_feed_mt,13.086,Mt maize,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2030; scenario, not forecast."
S-BASE,2030,maize_total_use_mt,17.062,Mt maize,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2030; scenario, not forecast."
S-BASE,2030,maize_production_mt,4.1,Mt maize,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2030; scenario, not forecast."
S-BASE,2030,maize_import_need_mt,12.962,Mt maize,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2030; scenario, not forecast."
S-BASE,2030,soy_land_abroad_mha,2.664,million ha (mass allocation to meal),estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2030; scenario, not forecast."
S-BASE,2030,maize_land_abroad_mha,1.754,million ha,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2030; scenario, not forecast."
S-BASE,2035,population,106.5,million,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
S-BASE,2035,pc_pork_demand_kg_cwe,43.909,"kg per person, carcass weight",estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
S-BASE,2035,prod_pork_kt_lw,6217.5,kt live weight,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
S-BASE,2035,prod_pork_kt_cwe,4495.2,kt carcass weight,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
S-BASE,2035,pc_poultry_demand_kg_cwe,31.043,"kg per person, carcass weight",estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
S-BASE,2035,prod_poultry_kt_lw,4133.7,kt live weight,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
S-BASE,2035,prod_poultry_kt_cwe,2893.6,kt carcass weight,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
S-BASE,2035,pc_ruminant_demand_kg_cwe,6.983,"kg per person, carcass weight",estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
S-BASE,2035,prod_ruminant_kt_lw,754.0,kt live weight,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
S-BASE,2035,prod_ruminant_kt_cwe,388.3,kt carcass weight,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
S-BASE,2035,pc_meat_demand_kg_cwe,81.934,"kg per person, carcass weight",estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
S-BASE,2035,meat_consumption_animal_kt_cwe,8728.5,kt carcass weight (after S-ALT substitution),estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
S-BASE,2035,meat_production_kt_cwe,7777.1,kt carcass weight,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
S-BASE,2035,pc_eggs_number,247.5,eggs per person,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
S-BASE,2035,prod_eggs_bn,26.365,billion eggs,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
S-BASE,2035,prod_milk_kt,1947.9,kt fresh milk,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
S-BASE,2035,pc_milk_domestic_kg,18.285,kg domestic fresh milk per person,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
S-BASE,2035,prod_aq_pangasius_kt,2325.6,kt live weight,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
S-BASE,2035,prod_aq_whiteleg_kt,1192.8,kt live weight,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
S-BASE,2035,prod_aq_othershrimp_kt,464.6,kt live weight,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
S-BASE,2035,prod_aq_otherfish_kt,2514.4,kt live weight,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
S-BASE,2035,prod_aq_nonfed_kt,839.8,kt live weight,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
S-BASE,2035,prod_aquaculture_kt,7337.1,kt live weight,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
S-BASE,2035,aquaculture_exports_kt_lwe,3769.7,kt live-weight equivalent,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
S-BASE,2035,aquaculture_export_share,0.5138,share,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
S-BASE,2035,pc_farmed_aquatic_domestic_kg,33.487,kg live weight per person,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
S-BASE,2035,feed_pig_mt,15.22,Mt compound feed,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
S-BASE,2035,feed_poultry_mt,12.94,Mt compound feed,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
S-BASE,2035,feed_other_livestock_mt,1.098,Mt compound feed,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
S-BASE,2035,feed_pangasius_mt,3.378,Mt compound feed,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
S-BASE,2035,feed_whiteleg_mt,1.502,Mt compound feed,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
S-BASE,2035,feed_othershrimp_mt,0.2699,Mt compound feed,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
S-BASE,2035,feed_otherfish_mt,2.782,Mt compound feed,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
S-BASE,2035,feed_livestock_mt,29.258,"Mt compound feed (pigs, poultry, other livestock)",estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
S-BASE,2035,feed_aquafeed_mt,7.932,Mt compound feed,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
S-BASE,2035,feed_total_mt,37.189,Mt compound feed,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
S-BASE,2035,compound_share_pig,0.91,share,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
S-BASE,2035,sbm_demand_mt,9.467,Mt soybean meal,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
S-BASE,2035,sbm_import_need_mt,9.467,"Mt soybean meal (as meal, or as beans crushed in Vietnam)",estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
S-BASE,2035,sbm_import_need_bean_eq_mt,12.137,Mt soybeans equivalent,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
S-BASE,2035,fishmeal_demand_kt,274.4,kt fishmeal,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
S-BASE,2035,other_meals_sbmeq_mt,3.173,Mt soybean-meal equivalent,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
S-BASE,2035,protein_meal_demand_sbmeq_mt,13.028,Mt soybean-meal equivalent (46% CP),estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
S-BASE,2035,sbm_intensity_kg_per_t_feed,254.6,kg soybean meal per t compound feed,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
S-BASE,2035,maize_compound_feed_mt,14.54,Mt maize,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
S-BASE,2035,maize_total_use_mt,17.952,Mt maize,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
S-BASE,2035,maize_production_mt,4.1,Mt maize,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
S-BASE,2035,maize_import_need_mt,13.852,Mt maize,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
S-BASE,2035,soy_land_abroad_mha,2.894,million ha (mass allocation to meal),estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
S-BASE,2035,maize_land_abroad_mha,1.847,million ha,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
S-BASE,2040,population,108.4,million,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2040; scenario, not forecast."
S-BASE,2040,pc_pork_demand_kg_cwe,44.348,"kg per person, carcass weight",estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2040; scenario, not forecast."
S-BASE,2040,prod_pork_kt_lw,6392.2,kt live weight,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2040; scenario, not forecast."
S-BASE,2040,prod_pork_kt_cwe,4621.6,kt carcass weight,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2040; scenario, not forecast."
S-BASE,2040,pc_poultry_demand_kg_cwe,32.626,"kg per person, carcass weight",estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2040; scenario, not forecast."
S-BASE,2040,prod_poultry_kt_lw,4422.5,kt live weight,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2040; scenario, not forecast."
S-BASE,2040,prod_poultry_kt_cwe,3095.7,kt carcass weight,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2040; scenario, not forecast."
S-BASE,2040,pc_ruminant_demand_kg_cwe,7.339,"kg per person, carcass weight",estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2040; scenario, not forecast."
S-BASE,2040,prod_ruminant_kt_lw,806.7,kt live weight,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2040; scenario, not forecast."
