record_id,product_name_vi,category,chay_product,retail_price_vnd,ingredient_list_published,lists_soy_protein,lists_wheat_gluten_or_wheat_protein,lists_milk_protein,lists_egg_white_powder,lists_fibre,ingredient_list_excerpt_vi,url,source_ids,evidence_label,confidence,demand_evidence_type,notes
VLA-022,CHẢ CHIÊN 250G,gio and cha (meat loaf and paste),no,49500,yes,yes,yes,no,yes,yes,"Nạc heo, thịt gà, mỡ heo, nước, chất ổn định (1414), đường, chất điều vị (621, 627, 631), nước mắm, muối, chất điều chỉnh độ acid (325, 262i), chất làm dày (tinh bột bắp, 407, 508), chất xơ từ lúa mì, đạm đậu nành, đạm lúa mì, bột lòng trắng trứng, chất làm ẩm (450iii), tiêu, chất chống oxy hóa (316",https://vissanmart.com/ch-chi-n-250g.html,BUY-05,VN-direct,High,revealed,"Vissanmart online shop, read 24 Sep 2026. Pack sizes of the same formulation appear as separate rows. Presence on label only; inclusion level not disclosed."
VLA-023,Giò lụa đặc biệt 500g,gio and cha (meat loaf and paste),no,112900,no,n/a,n/a,n/a,n/a,n/a,,https://vissanmart.com/gio-l-a-d-c-bi-t-500g.html,BUY-05,VN-direct,High,revealed,"Vissanmart online shop, read 24 Sep 2026. Pack sizes of the same formulation appear as separate rows. Presence on label only; inclusion level not disclosed."
VLA-024,CHẢ CHIÊN 500G,gio and cha (meat loaf and paste),no,98000,yes,yes,yes,no,yes,yes,"Nạc heo, thịt gà, mỡ heo, nước, chất ổn định (1414), đường, chất điều vị (621, 627, 631), nước mắm, muối, chất điều chỉnh độ acid (325, 262i), chất làm dày (tinh bột bắp, 407, 508), chất xơ từ lúa mì, đạm đậu nành, đạm lúa mì, bột lòng trắng trứng, chất làm ẩm (450iii), tiêu, chất chống oxy hóa (316",https://vissanmart.com/ch-chi-n-500g.html,BUY-05,VN-direct,High,revealed,"Vissanmart online shop, read 24 Sep 2026. Pack sizes of the same formulation appear as separate rows. Presence on label only; inclusion level not disclosed."
VLA-025,GIÒ BÌ ỚT XIÊM 450g,gio and cha (meat loaf and paste),no,103000,yes,no,yes,no,no,yes,"Nạc heo, bì heo (20%), thịt gà, mỡ heo, ớt xiêm xanh (3%), nước, chất ổn định (1422), đường, chất điều vị (621, 627, 631), nước mắm, muối, chất điều chỉnh độ acid (325, 262i), chất xơ từ lúa mì, đạm lúa mì, chất làm ẩm (451i, 450i, 450ii, 450iii). Hướng dẫn sử dụng: Dùng ngay hoặc có thể chế biến th",https://vissanmart.com/gio-bi-t-xi-m-450g.html,BUY-05,VN-direct,High,revealed,"Vissanmart online shop, read 24 Sep 2026. Pack sizes of the same formulation appear as separate rows. Presence on label only; inclusion level not disclosed."
VLA-026,CHẢ LỤA THỦ QUE VISSAN 40G*2,gio and cha (meat loaf and paste),no,9000,no,n/a,n/a,n/a,n/a,n/a,,https://vissanmart.com/ch-l-a-th-que-vissan-40g-2.html,BUY-05,VN-direct,High,revealed,"Vissanmart online shop, read 24 Sep 2026. Pack sizes of the same formulation appear as separate rows. Presence on label only; inclusion level not disclosed."
VLA-027,CHẢ BÒ BÌ QUE VISSAN 40G*2,gio and cha (meat loaf and paste),no,10500,no,n/a,n/a,n/a,n/a,n/a,,https://vissanmart.com/ch-bo-bi-que-vissan-40g-2.html,BUY-05,VN-direct,High,revealed,"Vissanmart online shop, read 24 Sep 2026. Pack sizes of the same formulation appear as separate rows. Presence on label only; inclusion level not disclosed."
VLA-028,CHẢ BÒ QUE VISSAN 40G*2,gio and cha (meat loaf and paste),no,10500,no,n/a,n/a,n/a,n/a,n/a,,https://vissanmart.com/ch-bo-que-vissan-40g-2.html,BUY-05,VN-direct,High,revealed,"Vissanmart online shop, read 24 Sep 2026. Pack sizes of the same formulation appear as separate rows. Presence on label only; inclusion level not disclosed."
VLA-029,CHẢ LỤA BÌ ỚT XIÊM VISSAN 40G*2,gio and cha (meat loaf and paste),no,9000,no,n/a,n/a,n/a,n/a,n/a,,https://vissanmart.com/cha-lua-bi-ot-xiem-vissan-40g.html,BUY-05,VN-direct,High,revealed,"Vissanmart online shop, read 24 Sep 2026. Pack sizes of the same formulation appear as separate rows. Presence on label only; inclusion level not disclosed."
VLA-030,Giò Sụn Ớt Xiêm Xanh 500g,gio and cha (meat loaf and paste),no,113500,no,n/a,n/a,n/a,n/a,n/a,,https://vissanmart.com/gio-s-n-t-xi-m-xanh-500g.html,BUY-05,VN-direct,High,revealed,"Vissanmart online shop, read 24 Sep 2026. Pack sizes of the same formulation appear as separate rows. Presence on label only; inclusion level not disclosed."
VLA-031,Giò hoa 500g,gio and cha (meat loaf and paste),no,111000,yes,no,no,no,no,no,"Da heo, nạc heo, lòng đỏ trứng muối, cà rốt, đậu Hà Lan, tỏi, mỡ heo, nước, nấm mèo, rượu trắng, dầu đậu nành, đường, muối i-ốt, tiêu, nước mắm, chất điều vị (621), chất điều chỉnh độ acid (262i, 325), chất giữ ẩm (450(iii)), chất bảo quản (249), chất chống oxy hóa (316), chất ổn định (407), hương t",https://vissanmart.com/gio-hoa-500g.html,BUY-05,VN-direct,High,revealed,"Vissanmart online shop, read 24 Sep 2026. Pack sizes of the same formulation appear as separate rows. Presence on label only; inclusion level not disclosed."
VLA-032,Chả bò hương vị Đà Nẵng 500g,gio and cha (meat loaf and paste),no,157100,yes,no,no,no,no,yes,"Nạc đùi bò Úc (65%), mỡ heo, nước, tỏi, đường (5%), chất điều chỉnh độ acid (262i, 365), chất ổn định (1422), chất điều vị (621), nước mắm, tiêu đen, chất xơ, chất giữ ẩm (450iii), muối i-ốt, chất bảo quản (249).",https://vissanmart.com/cha-bo-huong-vi-da-nang-500g.html,BUY-05,VN-direct,High,revealed,"Vissanmart online shop, read 24 Sep 2026. Pack sizes of the same formulation appear as separate rows. Presence on label only; inclusion level not disclosed."
VLA-033,Giò bò 500g,gio and cha (meat loaf and paste),no,111400,yes,yes,no,yes,no,no,"Nạc bò (60%), mỡ heo, nước, muối i-ốt, chất giữ ẩm (451i, 452i), chất ổn định (1422), protein đậu nành, protein sữa, đường, chất điều vị (621), chất chống oxy hóa (316), tiêu, nước mắm, thì là, chất điều chỉnh độ acid (262i, 325).",https://vissanmart.com/gio-bo-500g.html,BUY-05,VN-direct,High,revealed,"Vissanmart online shop, read 24 Sep 2026. Pack sizes of the same formulation appear as separate rows. Presence on label only; inclusion level not disclosed."
VLA-034,Giò bò 250g,gio and cha (meat loaf and paste),no,56200,yes,yes,no,yes,no,no,"Nạc bò (60%), mỡ heo, nước, muối i-ốt, chất giữ ẩm (451i, 452i), chất ổn định (1422), protein đậu nành, protein sữa, đường, chất điều vị (621), chất chống oxy hóa (316), tiêu, nước mắm, thì là, chất điều chỉnh độ acid (262i, 325).",https://vissanmart.com/gio-bo-250g.html,BUY-05,VN-direct,High,revealed,"Vissanmart online shop, read 24 Sep 2026. Pack sizes of the same formulation appear as separate rows. Presence on label only; inclusion level not disclosed."
VLA-035,Giò lụa Hương Việt 500g,gio and cha (meat loaf and paste),no,89200,yes,no,no,no,no,no,"Nạc heo, nạc gà, mỡ heo, nước, chất ổn định (1412, 1422), nước mắm, đường, chất điều chỉnh độ acid (262i, 325), chất điều vị (621), chất giữ ẩm (450iii), muối i-ốt, hương thịt tổng hợp",https://vissanmart.com/gio-lua-huong-viet-500g.html,BUY-05,VN-direct,High,revealed,"Vissanmart online shop, read 24 Sep 2026. Pack sizes of the same formulation appear as separate rows. Presence on label only; inclusion level not disclosed."
VLA-036,Giò lụa Hương Quê 500g,gio and cha (meat loaf and paste),no,62100,yes,no,no,no,no,no,"Nạc heo, nạc gà, mỡ heo, nước, chất ổn định (1412, 1422), nước mắm, đường, chất điều chỉnh độ acid (262i, 325), chất điều vị (621), chất giữ ẩm (450iii), muối i-ốt, hương thịt tổng hợp.",https://vissanmart.com/gio-lua-huong-que-500g.html,BUY-05,VN-direct,High,revealed,"Vissanmart online shop, read 24 Sep 2026. Pack sizes of the same formulation appear as separate rows. Presence on label only; inclusion level not disclosed."
VLA-037,Giò thủ 500g,gio and cha (meat loaf and paste),no,85000,yes,no,no,yes,no,no,"Thịt đầu heo (55%), nạc heo, da heo, tỏi, nấm mèo, muối i-ốt, chất bảo quản (249), chất giữ ẩm (451i, 452i), đường, chất điều vị (621), tiêu, protein sữa, bột ngũ vị hương, nước mắm, chất điều chỉnh độ acid (262i, 325)",https://vissanmart.com/gio-thu-500g.html,BUY-05,VN-direct,High,revealed,"Vissanmart online shop, read 24 Sep 2026. Pack sizes of the same formulation appear as separate rows. Presence on label only; inclusion level not disclosed."
VLA-038,Giò thủ 250g,gio and cha (meat loaf and paste),no,42500,yes,no,no,yes,no,no,"Thịt đầu heo (55%), nạc heo, da heo, tỏi, nấm mèo, muối i-ốt, chất bảo quản (249), chất giữ ẩm (451i, 452i), đường, chất điều vị (621), tiêu, protein sữa, bột ngũ vị hương, nước mắm, chất điều chỉnh độ acid (262i, 325)",https://vissanmart.com/gio-thu-250g.html,BUY-05,VN-direct,High,revealed,"Vissanmart online shop, read 24 Sep 2026. Pack sizes of the same formulation appear as separate rows. Presence on label only; inclusion level not disclosed."
VLA-039,Giò lụa thủ 500g,gio and cha (meat loaf and paste),no,92800,yes,yes,no,yes,no,no,"Nạc heo, thịt đầu heo (25%), mỡ heo, nước, muối i-ốt, chất giữ ẩm (451i, 452i), protein đậu nành, protein sữa, đường, chất điều vị (621), chất chống oxy hóa (316), tiêu, tỏi, nước mắm, chất điều chỉnh độ acid (262i, 325).",https://vissanmart.com/gio-lua-thu-500g.html,BUY-05,VN-direct,High,revealed,"Vissanmart online shop, read 24 Sep 2026. Pack sizes of the same formulation appear as separate rows. Presence on label only; inclusion level not disclosed."
VLA-040,Giò lụa thủ 250g,gio and cha (meat loaf and paste),no,46400,yes,yes,no,yes,no,no,"Nạc heo, thịt đầu heo (25%), mỡ heo, nước, muối i-ốt, chất giữ ẩm (451i, 452i), protein đậu nành, protein sữa, đường, chất điều vị (621), chất chống oxy hóa (316), tiêu, tỏi, nước mắm, chất điều chỉnh độ acid (262i, 325).",https://vissanmart.com/gio-lua-thu-250g.html,BUY-05,VN-direct,High,revealed,"Vissanmart online shop, read 24 Sep 2026. Pack sizes of the same formulation appear as separate rows. Presence on label only; inclusion level not disclosed."
VLA-041,Giò lụa bì 500g,gio and cha (meat loaf and paste),no,92800,yes,yes,no,yes,no,no,"Nạc heo, da heo (18%), mỡ heo, nước, muối i-ốt, chất giữ ẩm (451i, 452i), protein đậu nành, protein sữa, đường, chất điều vị (621), chất chống oxy hóa (316), tiêu, tỏi, nước mắm, chất điều chỉnh độ acid (262i, 325).",https://vissanmart.com/gio-lua-bi-500g.html,BUY-05,VN-direct,High,revealed,"Vissanmart online shop, read 24 Sep 2026. Pack sizes of the same formulation appear as separate rows. Presence on label only; inclusion level not disclosed."
VLA-042,Giò lụa bì 250g,gio and cha (meat loaf and paste),no,46400,yes,yes,no,yes,no,no,"Nạc heo, da heo (18%), mỡ heo, nước, muối i-ốt, chất giữ ẩm (451i, 452i), protein đậu nành, protein sữa, đường, chất điều vị (621), chất chống oxy hóa (316), tiêu, tỏi, nước mắm, chất điều chỉnh độ acid (262i, 325).",https://vissanmart.com/gio-lua-bi-250g.html,BUY-05,VN-direct,High,revealed,"Vissanmart online shop, read 24 Sep 2026. Pack sizes of the same formulation appear as separate rows. Presence on label only; inclusion level not disclosed."
VLA-043,Giò lụa 500g,gio and cha (meat loaf and paste),no,103100,no,n/a,n/a,n/a,n/a,n/a,,https://vissanmart.com/gio-lua-500g.html,BUY-05,VN-direct,High,revealed,"Vissanmart online shop, read 24 Sep 2026. Pack sizes of the same formulation appear as separate rows. Presence on label only; inclusion level not disclosed."
VLA-044,Giò lụa 250g,gio and cha (meat loaf and paste),no,52600,no,n/a,n/a,n/a,n/a,n/a,,https://vissanmart.com/gio-lua-250g.html,BUY-05,VN-direct,High,revealed,"Vissanmart online shop, read 24 Sep 2026. Pack sizes of the same formulation appear as separate rows. Presence on label only; inclusion level not disclosed."
VLA-045,Giò lụa lá chuối 500g,gio and cha (meat loaf and paste),no,108000,no,n/a,n/a,n/a,n/a,n/a,,https://vissanmart.com/gio-lua-la-chuoi-500g.html,BUY-05,VN-direct,High,revealed,"Vissanmart online shop, read 24 Sep 2026. Pack sizes of the same formulation appear as separate rows. Presence on label only; inclusion level not disclosed."
VLA-046,PATE GAN GÀ 150G (MUA 1 NHẬN 2),"canned meat, fish and pate",no,20000,no,n/a,n/a,n/a,n/a,n/a,,https://vissanmart.com/pate-gan-ga-150g.html,BUY-05,VN-direct,High,revealed,"Vissanmart online shop, read 24 Sep 2026. Pack sizes of the same formulation appear as separate rows. Presence on label only; inclusion level not disclosed."
VLA-047,Cá xốt cà 170g,"canned meat, fish and pate",no,15700,yes,no,no,no,no,no,"Cá nục (55%), nước, dầu đậu nành, bột cà chua (2,7%), hành, tỏi, đường, muối i-ốt, chất ổn định (1422), chất điều vị (621).",https://vissanmart.com/ca-x-t-ca-170g.html,BUY-05,VN-direct,High,revealed,"Vissanmart online shop, read 24 Sep 2026. Pack sizes of the same formulation appear as separate rows. Presence on label only; inclusion level not disclosed."
VLA-048,CÁ NGỪ XỐT CAY 170G  - (MUA 2 NHẬN 3),"canned meat, fish and pate",no,45000,yes,no,no,no,no,no,"Cá ngừ (60%), nước, ớt tươi, đường, muối, chất điều vị (621, 627, 631, 635), dầu đậu nành, nước tương, bột hành, bột tỏi, chất ổn định (1422), chất làm dày (415), chiết xuất ớt.",https://vissanmart.com/ca-ng-x-t-cay-170g.html,BUY-05,VN-direct,High,revealed,"Vissanmart online shop, read 24 Sep 2026. Pack sizes of the same formulation appear as separate rows. Presence on label only; inclusion level not disclosed."
VLA-049,Pate Gan 3 Bông Mai 150g  (MUA 2 NHẬN 3),"canned meat, fish and pate",no,17500,yes,no,no,no,no,no,"Gan heo, mỡ heo, nạc heo, hành, tiêu, bột tỏi ngũ vị hương, chất điều vị (621, 627, 631, 635), chất ổn định (1422, 471)",https://vissanmart.com/pate-gan-3-bong-mai-150g.html,BUY-05,VN-direct,High,revealed,"Vissanmart online shop, read 24 Sep 2026. Pack sizes of the same formulation appear as separate rows. Presence on label only; inclusion level not disclosed."
VLA-050,MẮM CHƯNG TRỨNG VỊT MUỐI 150G  - (MUA 2 NHẬN 3),"canned meat, fish and pate",no,32500,no,n/a,n/a,n/a,n/a,n/a,,https://vissanmart.com/m-m-chung-tr-ng-v-t-mu-i-150g.html,BUY-05,VN-direct,High,revealed,"Vissanmart online shop, read 24 Sep 2026. Pack sizes of the same formulation appear as separate rows. Presence on label only; inclusion level not disclosed."
VLA-051,CHẢ ĐÙM 150G --- (MUA 2 NHẬN 3),"canned meat, fish and pate",no,32500,no,n/a,n/a,n/a,n/a,n/a,,https://vissanmart.com/ch-dum-150g.html,BUY-05,VN-direct,High,revealed,"Vissanmart online shop, read 24 Sep 2026. Pack sizes of the same formulation appear as separate rows. Presence on label only; inclusion level not disclosed."
VLA-052,XÍU MẠI XỐT CÀ 150G,"canned meat, fish and pate",no,25500,no,n/a,n/a,n/a,n/a,n/a,,https://vissanmart.com/xiu-m-i-x-t-ca-150g.html,BUY-05,VN-direct,High,revealed,"Vissanmart online shop, read 24 Sep 2026. Pack sizes of the same formulation appear as separate rows. Presence on label only; inclusion level not disclosed."
VLA-053,SƯỜN NẤU ĐẬU 170G (LON IN),"canned meat, fish and pate",no,26500,no,n/a,n/a,n/a,n/a,n/a,,https://vissanmart.com/su-n-n-u-d-u-170g.html,BUY-05,VN-direct,High,revealed,"Vissanmart online shop, read 24 Sep 2026. Pack sizes of the same formulation appear as separate rows. Presence on label only; inclusion level not disclosed."
VLA-054,HEO 2 LÁT VISSAN 150G,"canned meat, fish and pate",no,26500,no,n/a,n/a,n/a,n/a,n/a,,https://vissanmart.com/heo-2-lat.html,BUY-05,VN-direct,High,revealed,"Vissanmart online shop, read 24 Sep 2026. Pack sizes of the same formulation appear as separate rows. Presence on label only; inclusion level not disclosed."
VLA-055,Patê thịt đặc biệt 170g,"canned meat, fish and pate",no,30900,no,n/a,n/a,n/a,n/a,n/a,,https://vissanmart.com/pate-th-t-heo-d-c-bi-t-170g.html,BUY-05,VN-direct,High,revealed,"Vissanmart online shop, read 24 Sep 2026. Pack sizes of the same formulation appear as separate rows. Presence on label only; inclusion level not disclosed."
VLA-056,Nước xương hầm 820ml (MUA 1 NHẬN 2),"canned meat, fish and pate",no,39300,yes,no,no,no,no,no,"Nước xương hầm 98% (nước, xương heo), hành tím, hành tây, chất điều vị )621, 631, 627), bột gia vị thịt heo.",https://vissanmart.com/nuoc-xuong-ham-820ml.html,BUY-05,VN-direct,High,revealed,"Vissanmart online shop, read 24 Sep 2026. Pack sizes of the same formulation appear as separate rows. Presence on label only; inclusion level not disclosed."
