source_id,citation,title,author_or_publisher,date,url,doi,source_type,accessed,notes
AFN-38,Green Queen. Sustainability NGO gets 175+ food companies in Asia to commit to responsible sourcing (Lever Foundation). 14 February 2025.,Sustainability NGO Gets 175+ Food Companies in Asia to Commit to Responsible Sourcing,Green Queen,2025-02-14,https://www.greenqueen.com.hk/asia-pacific-lever-foundation-sustainable-sourcing-plant-based-cage-free/,,press,2026-09-25,IHG Greater China 30% plant-based menus by 2025; Orange Hotels 70%; 29 million corporate meals shifted (Lever claim).
AFN-39,Green Queen. Exclusive: Lever Foundation expands plant-based policy work to India and Thailand. 3 July 2026 (updated 9 July 2026).,Exclusive: Lever Foundation Expands Plant-Based Policy Work to India & Thailand,Green Queen,2026-07-03,https://www.greenqueen.com.hk/lever-foundation-plant-based-food-policy-india-thailand-hospitality/,,press,2026-09-25,Protein procurement ratios with hospitality and foodservice; Vietnam not named.
AFN-40,Accor. Accor Group Good Food Policy. November 2024.,Accor Group Good Food Policy,Accor,2024-11,https://assets.group.accor.com/yrj0orc8tx24/35ryUIojDdJROxAsi39C3B/4ab48da52a5e291be8b9e1e644015fa7/Accor-Good-Food-Policy.pdf,,company,2026-09-25,Commitment 1 by 2030: 50% vegetarian or plant-based dishes in menus; covers all managed and franchised hotels.
AFN-41,Travel Daily News Asia. Accor expands in Vietnam with new Mercure Nha Trang opening. 16 October 2024.,Accor Expands in Vietnam with New Mercure Nha Trang Opening,Travel Daily News Asia,2024-10-16,https://www.traveldailynews.asia/hotels-lodging/accor-expands-in-vietnam-with-new-mercure-nha-trang-opening/,,press,2026-09-25,"Accor had 43 hotels (10,662 keys) operating in Vietnam and 65+ in the pipeline; Mercure Nha Trang (124 rooms) due late 2025."
AFN-42,"Kim, S.-Y. and Kim, M. (2025). Nutritional quality evaluation of plant-based elementary school meals in Seoul. Nutrition Research and Practice 19(3): 453.",Nutritional quality evaluation of plant-based elementary school meals in Seoul,Kim and Kim,2025,https://doi.org/10.4162/nrp.2025.19.3.453,10.4162/nrp.2025.19.3.453,peer-reviewed,2026-09-25,Full text read. All 17 Korean education offices recommend plant-based meals once or twice a month (2024); June 2023 menus from 313 schools; protein 26.7 g plant-based vs 29.9 g regular (standard 13.8 g).
AFN-43,Tempo. Spesialis gizi ingatkan Makan Bergizi Gratis utamakan protein hewani (nutrition specialist urges free nutritious meals to prioritise animal protein). January 2025.,Spesialis Gizi Ingatkan Makan Bergizi Gratis Utamakan Protein Hewani,Tempo,2025-01,https://www.tempo.co/gaya-hidup/spesialis-gizi-ingatkan-makan-bergizi-gratis-utamakan-protein-hewani-1191072,,press,2026-09-25,Indonesian press; clinical nutritionist quoted; National Nutrition Agency head gives no protein-source guidance.
AFN-44,Thu Vien Phap Luat. Chuong trinh Suc khoe hoc duong giai doan 2026-2035 theo Quyet dinh 973/QD-TTg (School Health Programme 2026 to 2035 under Decision 973/QĐ-TTg of 1 June 2026). Accessed 25 September 2026.,Chương trình Sức khỏe học đường giai đoạn 2026-2035 theo Quyết định 973/QĐ-TTg,Thư Viện Pháp Luật,2026-06,https://thuvienphapluat.vn/phap-luat/ho-tro-phap-luat/chuong-trinh-suc-khoe-hoc-duong-giai-doan-2026-2035-theo-quyet-dinh-973qdttg-chi-tiet-the-nao-272903.html,,database,2026-09-25,Legal database summary of the Prime Minister's decision; school meal model scale-up; 2030 targets for food safety and nutrition management.
AFN-45,Suc khoe va Doi song. Nhan rong mo hinh bua an hoc duong: mat xich quan trong trong Chuong trinh Suc khoe hoc duong 2026-2035. 25 June 2026.,Nhân rộng mô hình bữa ăn học đường: Mắt xích quan trọng trong Chương trình Sức khỏe học đường 2026-2035,Sức khỏe và Đời sống (Ministry of Health newspaper),2026-06-25,https://suckhoedoisong.vn/nhan-rong-mo-hinh-bua-an-hoc-duong-mat-xich-quan-trong-trong-chuong-trinh-suc-khoe-hoc-duong-20262035-169260625121625432.htm,,press,2026-09-25,"Model built by MOET, NIN and TH Group: 400 menus, one carton of fresh milk a day; piloted in 10 provinces 2020 to 2021."
AFN-46,"Bua an hoc duong project website (Ajinomoto Vietnam, National Institute of Nutrition, Ministry of Education and Training). Page updated 25 September 2026.",Dự án Bữa ăn học đường,Ajinomoto Việt Nam; Viện Dinh dưỡng Quốc gia; Bộ Giáo dục và Đào tạo,2026-09-25,http://buaanhocduong.com.vn/,,company,2026-09-25,120+ balanced menus and 360+ dishes; school count not shown on the page read.
AFN-47,Scaling Up Nutrition. Viet Nam reduces child stunting to 18.2% with increased nutrition investment. Undated news page.,Viet Nam reduces child stunting to 18.2% with increased nutrition investment,Scaling Up Nutrition Movement,undated,https://scalingupnutrition.org/news/viet-nam-reduces-child-stunting-182-increased-nutrition-investment,,intergovernmental,2026-09-25,Stunting 18.2% nationally and 26.4% in targeted areas (year not stated in the sentence read; extraction suggested 2023); USD 6 billion ethnic minority and USD 3.2 billion poverty national targeted programmes.
AFN-48,ProVeg Incubator. Home page. Accessed 25 September 2026.,ProVeg Incubator,ProVeg International,undated,https://provegincubator.com/,,other,2026-09-25,"Up to USD 300,000 incl. USD 75,000 in kind; no Asia programme or Vietnamese company found. Same site as package CAP-59."
AFN-49,GAIN (Global Alliance for Improved Nutrition). Workforce Nutrition programme page. Accessed 25 September 2026.,Workforce Nutrition,GAIN,undated,https://www.gainhealth.org/impact/programmes/workforce-nutrition,,other,2026-09-25,"Countries listed: Bangladesh, Ethiopia, India, Uganda, Nigeria (garment work also Pakistan); Vietnam not listed (clean negative for factory-canteen nutrition programmes)."
AFN-50,GFI APAC. Food policy page. Accessed 25 September 2026.,Food policy,GFI APAC,undated,https://gfi-apac.org/policy/,,advocacy,2026-09-25,"Policy priorities: research funding, regulatory pathways; Singapore and Malaysia named; no mention of Vietnam, public procurement, institutional meals or dietary guidelines."
