record_id,school_week_id,province,school_en,week_start,menu_author,days,days_with_plant_protein,meets_plant_twice_weekly,days_with_fish_or_seafood,meets_fish_2_to_3_weekly,days_with_minced_or_processed_meat_or_fish,price_per_meal_vnd,source_ids,evidence_label,confidence,demand_evidence_type,notes
SMW-037,HN-NTR-0406,Hanoi,Nguyen Trai Primary (Hanoi),2026-04-06,Ngoi Sao Xanh food company (Bac Ha group),5,2,yes,1,no,4,35000,PMR-26,VN-direct,High,revealed,"rules tested against Decision 3958/QĐ-BYT (AIB-39); plant days count tofu, legumes, peanuts or sesame in the protein dishes, not soups"
SMW-038,HN-NTR-0420,Hanoi,Nguyen Trai Primary (Hanoi),2026-04-20,Ngoi Sao Xanh food company (Bac Ha group),5,2,yes,1,no,2,35000,PMR-26,VN-direct,High,revealed,"rules tested against Decision 3958/QĐ-BYT (AIB-39); plant days count tofu, legumes, peanuts or sesame in the protein dishes, not soups"
SMW-039,HN-NTR-0511,Hanoi,Nguyen Trai Primary (Hanoi),2026-05-11,Ngoi Sao Xanh food company (Bac Ha group),5,2,yes,1,no,2,35000,PMR-26,VN-direct,High,revealed,"rules tested against Decision 3958/QĐ-BYT (AIB-39); plant days count tofu, legumes, peanuts or sesame in the protein dishes, not soups"
SMW-040,HN-MD2-0330,Hanoi,My Dinh 2 Primary (Hanoi),2026-03-30,Quang Anh Chu catering,5,1,no,1,no,2,,PMR-27,VN-direct,High,revealed,"rules tested against Decision 3958/QĐ-BYT (AIB-39); plant days count tofu, legumes, peanuts or sesame in the protein dishes, not soups"
SMW-041,HN-MD2-0406,Hanoi,My Dinh 2 Primary (Hanoi),2026-04-06,Quang Anh Chu catering,5,1,no,2,yes,2,,PMR-27,VN-direct,High,revealed,"rules tested against Decision 3958/QĐ-BYT (AIB-39); plant days count tofu, legumes, peanuts or sesame in the protein dishes, not soups"
SMW-042,HP-NVT-W2,Hai Phong,Nguyen Van Troi Primary (Cat Hai special zone),2026-09-14,not stated,4,1,no,0,no,1,,PMR-28,VN-direct,High,revealed,"rules tested against Decision 3958/QĐ-BYT (AIB-39); plant days count tofu, legumes, peanuts or sesame in the protein dishes, not soups"
SMW-043,HP-NVT-W3,Hai Phong,Nguyen Van Troi Primary (Cat Hai special zone),2026-09-21,not stated,5,1,no,1,no,1,,PMR-28,VN-direct,High,revealed,"rules tested against Decision 3958/QĐ-BYT (AIB-39); plant days count tofu, legumes, peanuts or sesame in the protein dishes, not soups"
SMW-044,HP-ND-W4,Hai Phong,Nguyen Du Primary (Kien An ward),2026-09-21,school kitchen (principal approves),5,0,no,2,yes,1,,PMR-29,VN-direct,High,revealed,"rules tested against Decision 3958/QĐ-BYT (AIB-39); plant days count tofu, legumes, peanuts or sesame in the protein dishes, not soups"
SMW-045,HP-LVT-W1,Hai Phong,Le Van Tam Primary (Le Chan ward),2026-09-07,not stated,5,0,no,1,no,2,,PMR-30,VN-direct,High,revealed,"rules tested against Decision 3958/QĐ-BYT (AIB-39); plant days count tofu, legumes, peanuts or sesame in the protein dishes, not soups"
SMW-046,HP-LVT-W3,Hai Phong,Le Van Tam Primary (Le Chan ward),2026-09-21,not stated,5,1,no,1,no,1,,PMR-30,VN-direct,High,revealed,"rules tested against Decision 3958/QĐ-BYT (AIB-39); plant days count tofu, legumes, peanuts or sesame in the protein dishes, not soups"
SMW-047,HP-CB-W2,Hai Phong,Cat Bi Primary (Hai An ward),2026-09-14,not stated,5,3,yes,1,no,1,,PMR-31,VN-direct,High,revealed,"rules tested against Decision 3958/QĐ-BYT (AIB-39); plant days count tofu, legumes, peanuts or sesame in the protein dishes, not soups"
SMW-048,HP-CB-W3,Hai Phong,Cat Bi Primary (Hai An ward),2026-09-21,not stated,5,0,no,2,yes,2,,PMR-31,VN-direct,High,revealed,"rules tested against Decision 3958/QĐ-BYT (AIB-39); plant days count tofu, legumes, peanuts or sesame in the protein dishes, not soups"
