record_id,scenario,year,indicator,value,unit,foresight_type,evidence_label,confidence,source_ids,notes
BLO-0085,S-BASE,2030,feed_aquafeed_mt,7.077,Mt compound feed,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2030; scenario, not forecast."
BLO-0086,S-BASE,2030,feed_total_mt,33.506,Mt compound feed,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2030; scenario, not forecast."
BLO-0087,S-BASE,2030,compound_share_pig,0.88,share,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2030; scenario, not forecast."
BLO-0088,S-BASE,2030,sbm_demand_mt,8.456,Mt soybean meal,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2030; scenario, not forecast."
BLO-0089,S-BASE,2030,sbm_import_need_mt,8.456,"Mt soybean meal (as meal, or as beans crushed in Vietnam)",estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2030; scenario, not forecast."
BLO-0090,S-BASE,2030,sbm_import_need_bean_eq_mt,10.841,Mt soybeans equivalent,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2030; scenario, not forecast."
BLO-0091,S-BASE,2030,fishmeal_demand_kt,264.5,kt fishmeal,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2030; scenario, not forecast."
BLO-0092,S-BASE,2030,other_meals_sbmeq_mt,2.859,Mt soybean-meal equivalent,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2030; scenario, not forecast."
BLO-0093,S-BASE,2030,protein_meal_demand_sbmeq_mt,11.689,Mt soybean-meal equivalent (46% CP),estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2030; scenario, not forecast."
BLO-0094,S-BASE,2030,sbm_intensity_kg_per_t_feed,252.4,kg soybean meal per t compound feed,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2030; scenario, not forecast."
BLO-0095,S-BASE,2030,maize_compound_feed_mt,13.086,Mt maize,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2030; scenario, not forecast."
BLO-0096,S-BASE,2030,maize_total_use_mt,17.062,Mt maize,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2030; scenario, not forecast."
BLO-0097,S-BASE,2030,maize_production_mt,4.1,Mt maize,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2030; scenario, not forecast."
BLO-0098,S-BASE,2030,maize_import_need_mt,12.962,Mt maize,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2030; scenario, not forecast."
BLO-0099,S-BASE,2030,soy_land_abroad_mha,2.664,million ha (mass allocation to meal),estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2030; scenario, not forecast."
BLO-0100,S-BASE,2030,maize_land_abroad_mha,1.754,million ha,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2030; scenario, not forecast."
BLO-0101,S-BASE,2035,population,106.5,million,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
BLO-0102,S-BASE,2035,pc_pork_demand_kg_cwe,43.909,"kg per person, carcass weight",estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
BLO-0103,S-BASE,2035,prod_pork_kt_lw,6217.5,kt live weight,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
BLO-0104,S-BASE,2035,prod_pork_kt_cwe,4495.2,kt carcass weight,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
BLO-0105,S-BASE,2035,pc_poultry_demand_kg_cwe,31.043,"kg per person, carcass weight",estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
BLO-0106,S-BASE,2035,prod_poultry_kt_lw,4133.7,kt live weight,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
BLO-0107,S-BASE,2035,prod_poultry_kt_cwe,2893.6,kt carcass weight,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
BLO-0108,S-BASE,2035,pc_ruminant_demand_kg_cwe,6.983,"kg per person, carcass weight",estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
BLO-0109,S-BASE,2035,prod_ruminant_kt_lw,754.0,kt live weight,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
BLO-0110,S-BASE,2035,prod_ruminant_kt_cwe,388.3,kt carcass weight,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
BLO-0111,S-BASE,2035,pc_meat_demand_kg_cwe,81.934,"kg per person, carcass weight",estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
BLO-0112,S-BASE,2035,meat_consumption_animal_kt_cwe,8728.5,kt carcass weight (after S-ALT substitution),estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
BLO-0113,S-BASE,2035,meat_production_kt_cwe,7777.1,kt carcass weight,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
BLO-0114,S-BASE,2035,pc_eggs_number,247.5,eggs per person,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
BLO-0115,S-BASE,2035,prod_eggs_bn,26.365,billion eggs,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
BLO-0116,S-BASE,2035,prod_milk_kt,1947.9,kt fresh milk,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
BLO-0117,S-BASE,2035,pc_milk_domestic_kg,18.285,kg domestic fresh milk per person,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
BLO-0118,S-BASE,2035,prod_aq_pangasius_kt,2325.6,kt live weight,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
BLO-0119,S-BASE,2035,prod_aq_whiteleg_kt,1192.8,kt live weight,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
BLO-0120,S-BASE,2035,prod_aq_othershrimp_kt,464.6,kt live weight,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
BLO-0121,S-BASE,2035,prod_aq_otherfish_kt,2514.4,kt live weight,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
BLO-0122,S-BASE,2035,prod_aq_nonfed_kt,839.8,kt live weight,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
BLO-0123,S-BASE,2035,prod_aquaculture_kt,7337.1,kt live weight,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
BLO-0124,S-BASE,2035,aquaculture_exports_kt_lwe,3769.7,kt live-weight equivalent,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
BLO-0125,S-BASE,2035,aquaculture_export_share,0.5138,share,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
BLO-0126,S-BASE,2035,pc_farmed_aquatic_domestic_kg,33.487,kg live weight per person,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
BLO-0127,S-BASE,2035,feed_pig_mt,15.22,Mt compound feed,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
BLO-0128,S-BASE,2035,feed_poultry_mt,12.94,Mt compound feed,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
BLO-0129,S-BASE,2035,feed_other_livestock_mt,1.098,Mt compound feed,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
BLO-0130,S-BASE,2035,feed_pangasius_mt,3.378,Mt compound feed,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
BLO-0131,S-BASE,2035,feed_whiteleg_mt,1.502,Mt compound feed,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
BLO-0132,S-BASE,2035,feed_othershrimp_mt,0.2699,Mt compound feed,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
BLO-0133,S-BASE,2035,feed_otherfish_mt,2.782,Mt compound feed,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
BLO-0134,S-BASE,2035,feed_livestock_mt,29.258,"Mt compound feed (pigs, poultry, other livestock)",estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
BLO-0135,S-BASE,2035,feed_aquafeed_mt,7.932,Mt compound feed,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
BLO-0136,S-BASE,2035,feed_total_mt,37.189,Mt compound feed,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
BLO-0137,S-BASE,2035,compound_share_pig,0.91,share,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
BLO-0138,S-BASE,2035,sbm_demand_mt,9.467,Mt soybean meal,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
BLO-0139,S-BASE,2035,sbm_import_need_mt,9.467,"Mt soybean meal (as meal, or as beans crushed in Vietnam)",estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
BLO-0140,S-BASE,2035,sbm_import_need_bean_eq_mt,12.137,Mt soybeans equivalent,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
BLO-0141,S-BASE,2035,fishmeal_demand_kt,274.4,kt fishmeal,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
BLO-0142,S-BASE,2035,other_meals_sbmeq_mt,3.173,Mt soybean-meal equivalent,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
BLO-0143,S-BASE,2035,protein_meal_demand_sbmeq_mt,13.028,Mt soybean-meal equivalent (46% CP),estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
BLO-0144,S-BASE,2035,sbm_intensity_kg_per_t_feed,254.6,kg soybean meal per t compound feed,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
BLO-0145,S-BASE,2035,maize_compound_feed_mt,14.54,Mt maize,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
BLO-0146,S-BASE,2035,maize_total_use_mt,17.952,Mt maize,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
BLO-0147,S-BASE,2035,maize_production_mt,4.1,Mt maize,estimate,VN-direct,Low,QNT model (assumptions.csv),"Our estimate for horizon year 2035; scenario, not forecast."
