record_id,source,year,geography,population_group,food_group,value,unit,basis,measure_type,source_ids,evidence_label,confidence,demand_evidence_type,notes
DPI-014,FAOSTAT Food Balance Sheets (2010 to 2023 series),2010,Vietnam,whole population,Fish and seafood,9.12,g protein per person per day,food supply available for consumption (not intake; includes household waste),supply,DIE-07,VN-direct,High,revealed,"Protein supply quantity, element 674."
DPI-015,FAOSTAT Food Balance Sheets (2010 to 2023 series),2010,Vietnam,whole population,Fish and seafood,33.83,kg per person per year,"food supply, primary equivalent; meat in carcass weight, fish in live weight",supply,DIE-07,VN-direct,High,revealed,"Food supply quantity, element 645."
DPI-016,FAOSTAT Food Balance Sheets (2010 to 2023 series),2010,Vietnam,whole population,Eggs,0.96,g protein per person per day,food supply available for consumption (not intake; includes household waste),supply,DIE-07,VN-direct,High,revealed,"Protein supply quantity, element 674."
DPI-017,FAOSTAT Food Balance Sheets (2010 to 2023 series),2010,Vietnam,whole population,Eggs,3.07,kg per person per year,"food supply, primary equivalent; meat in carcass weight, fish in live weight",supply,DIE-07,VN-direct,High,revealed,"Food supply quantity, element 645."
DPI-018,FAOSTAT Food Balance Sheets (2010 to 2023 series),2010,Vietnam,whole population,Milk and dairy (excl. butter),1.37,g protein per person per day,food supply available for consumption (not intake; includes household waste),supply,DIE-07,VN-direct,High,revealed,"Protein supply quantity, element 674."
DPI-019,FAOSTAT Food Balance Sheets (2010 to 2023 series),2010,Vietnam,whole population,Milk and dairy (excl. butter),31.06,kg per person per year,"food supply, primary equivalent; meat in carcass weight, fish in live weight",supply,DIE-07,VN-direct,High,revealed,"Food supply quantity, element 645."
DPI-020,FAOSTAT Food Balance Sheets (2010 to 2023 series),2010,Vietnam,whole population,"Soybeans (as food, incl. tofu and soy milk equivalent)",2.91,g protein per person per day,food supply available for consumption (not intake; includes household waste),supply,DIE-07,VN-direct,High,revealed,"Protein supply quantity, element 674."
DPI-021,FAOSTAT Food Balance Sheets (2010 to 2023 series),2010,Vietnam,whole population,"Soybeans (as food, incl. tofu and soy milk equivalent)",3.12,kg per person per year,"food supply, primary equivalent; meat in carcass weight, fish in live weight",supply,DIE-07,VN-direct,High,revealed,"Food supply quantity, element 645."
DPI-022,FAOSTAT Food Balance Sheets (2010 to 2023 series),2010,Vietnam,whole population,Pulses (other legumes),1.67,g protein per person per day,food supply available for consumption (not intake; includes household waste),supply,DIE-07,VN-direct,High,revealed,"Protein supply quantity, element 674."
DPI-023,FAOSTAT Food Balance Sheets (2010 to 2023 series),2010,Vietnam,whole population,Pulses (other legumes),2.64,kg per person per year,"food supply, primary equivalent; meat in carcass weight, fish in live weight",supply,DIE-07,VN-direct,High,revealed,"Food supply quantity, element 645."
DPI-024,FAOSTAT Food Balance Sheets (2010 to 2023 series),2010,Vietnam,whole population,Groundnuts,1.44,g protein per person per day,food supply available for consumption (not intake; includes household waste),supply,DIE-07,VN-direct,High,revealed,"Protein supply quantity, element 674."
DPI-025,FAOSTAT Food Balance Sheets (2010 to 2023 series),2010,Vietnam,whole population,Groundnuts,2.84,kg per person per year,"food supply, primary equivalent; meat in carcass weight, fish in live weight",supply,DIE-07,VN-direct,High,revealed,"Food supply quantity, element 645."
DPI-026,FAOSTAT Food Balance Sheets (2010 to 2023 series),2010,Vietnam,whole population,Cereals,35.09,g protein per person per day,food supply available for consumption (not intake; includes household waste),supply,DIE-07,VN-direct,High,revealed,"Protein supply quantity, element 674."
DPI-027,FAOSTAT Food Balance Sheets (2010 to 2023 series),2010,Vietnam,whole population,Cereals,268.37,kg per person per year,"food supply, primary equivalent; meat in carcass weight, fish in live weight",supply,DIE-07,VN-direct,High,revealed,"Food supply quantity, element 645."
DPI-028,FAOSTAT Food Balance Sheets (2010 to 2023 series),2010,Vietnam,whole population,Rice,31.35,g protein per person per day,food supply available for consumption (not intake; includes household waste),supply,DIE-07,VN-direct,High,revealed,"Protein supply quantity, element 674."
DPI-029,FAOSTAT Food Balance Sheets (2010 to 2023 series),2010,Vietnam,whole population,Rice,249.66,kg per person per year,"food supply, primary equivalent; meat in carcass weight, fish in live weight",supply,DIE-07,VN-direct,High,revealed,"Food supply quantity, element 645."
DPI-030,FAOSTAT Food Balance Sheets (2010 to 2023 series),2010,Vietnam,whole population,Wheat,2.34,g protein per person per day,food supply available for consumption (not intake; includes household waste),supply,DIE-07,VN-direct,High,revealed,"Protein supply quantity, element 674."
DPI-031,FAOSTAT Food Balance Sheets (2010 to 2023 series),2010,Vietnam,whole population,Wheat,10.5,kg per person per year,"food supply, primary equivalent; meat in carcass weight, fish in live weight",supply,DIE-07,VN-direct,High,revealed,"Food supply quantity, element 645."
DPI-032,FAOSTAT Food Balance Sheets (2010 to 2023 series),2010,Vietnam,whole population,Vegetables,5.34,g protein per person per day,food supply available for consumption (not intake; includes household waste),supply,DIE-07,VN-direct,High,revealed,"Protein supply quantity, element 674."
DPI-033,FAOSTAT Food Balance Sheets (2010 to 2023 series),2010,Vietnam,whole population,Vegetables,90.82,kg per person per year,"food supply, primary equivalent; meat in carcass weight, fish in live weight",supply,DIE-07,VN-direct,High,revealed,"Food supply quantity, element 645."
DPI-034,FAOSTAT Food Balance Sheets (2010 to 2023 series),2015,Vietnam,whole population,All foods,86.03,g protein per person per day,food supply available for consumption (not intake; includes household waste),supply,DIE-07,VN-direct,High,revealed,"Protein supply quantity, element 674."
DPI-035,FAOSTAT Food Balance Sheets (2010 to 2023 series),2015,Vietnam,whole population,All animal foods,31.94,g protein per person per day,food supply available for consumption (not intake; includes household waste),supply,DIE-07,VN-direct,High,revealed,"Protein supply quantity, element 674."
DPI-036,FAOSTAT Food Balance Sheets (2010 to 2023 series),2015,Vietnam,whole population,All plant foods,54.08,g protein per person per day,food supply available for consumption (not intake; includes household waste),supply,DIE-07,VN-direct,High,revealed,"Protein supply quantity, element 674."
DPI-037,FAOSTAT Food Balance Sheets (2010 to 2023 series),2015,Vietnam,whole population,Meat (all),16.15,g protein per person per day,food supply available for consumption (not intake; includes household waste),supply,DIE-07,VN-direct,High,revealed,"Protein supply quantity, element 674."
DPI-038,FAOSTAT Food Balance Sheets (2010 to 2023 series),2015,Vietnam,whole population,Meat (all),39.84,kg per person per year,"food supply, primary equivalent; meat in carcass weight, fish in live weight",supply,DIE-07,VN-direct,High,revealed,"Food supply quantity, element 645."
DPI-039,FAOSTAT Food Balance Sheets (2010 to 2023 series),2015,Vietnam,whole population,Pork,10.6,g protein per person per day,food supply available for consumption (not intake; includes household waste),supply,DIE-07,VN-direct,High,revealed,"Protein supply quantity, element 674."
DPI-040,FAOSTAT Food Balance Sheets (2010 to 2023 series),2015,Vietnam,whole population,Pork,27.43,kg per person per year,"food supply, primary equivalent; meat in carcass weight, fish in live weight",supply,DIE-07,VN-direct,High,revealed,"Food supply quantity, element 645."
DPI-041,FAOSTAT Food Balance Sheets (2010 to 2023 series),2015,Vietnam,whole population,Poultry,4.14,g protein per person per day,food supply available for consumption (not intake; includes household waste),supply,DIE-07,VN-direct,High,revealed,"Protein supply quantity, element 674."
DPI-042,FAOSTAT Food Balance Sheets (2010 to 2023 series),2015,Vietnam,whole population,Poultry,9.26,kg per person per year,"food supply, primary equivalent; meat in carcass weight, fish in live weight",supply,DIE-07,VN-direct,High,revealed,"Food supply quantity, element 645."
DPI-043,FAOSTAT Food Balance Sheets (2010 to 2023 series),2015,Vietnam,whole population,Beef,1.17,g protein per person per day,food supply available for consumption (not intake; includes household waste),supply,DIE-07,VN-direct,High,revealed,"Protein supply quantity, element 674."
DPI-044,FAOSTAT Food Balance Sheets (2010 to 2023 series),2015,Vietnam,whole population,Beef,2.69,kg per person per year,"food supply, primary equivalent; meat in carcass weight, fish in live weight",supply,DIE-07,VN-direct,High,revealed,"Food supply quantity, element 645."
DPI-045,FAOSTAT Food Balance Sheets (2010 to 2023 series),2015,Vietnam,whole population,Offal,2.01,g protein per person per day,food supply available for consumption (not intake; includes household waste),supply,DIE-07,VN-direct,High,revealed,"Protein supply quantity, element 674."
DPI-046,FAOSTAT Food Balance Sheets (2010 to 2023 series),2015,Vietnam,whole population,Offal,4.78,kg per person per year,"food supply, primary equivalent; meat in carcass weight, fish in live weight",supply,DIE-07,VN-direct,High,revealed,"Food supply quantity, element 645."
DPI-047,FAOSTAT Food Balance Sheets (2010 to 2023 series),2015,Vietnam,whole population,Fish and seafood,9.79,g protein per person per day,food supply available for consumption (not intake; includes household waste),supply,DIE-07,VN-direct,High,revealed,"Protein supply quantity, element 674."
DPI-048,FAOSTAT Food Balance Sheets (2010 to 2023 series),2015,Vietnam,whole population,Fish and seafood,35.77,kg per person per year,"food supply, primary equivalent; meat in carcass weight, fish in live weight",supply,DIE-07,VN-direct,High,revealed,"Food supply quantity, element 645."
DPI-049,FAOSTAT Food Balance Sheets (2010 to 2023 series),2015,Vietnam,whole population,Eggs,1.27,g protein per person per day,food supply available for consumption (not intake; includes household waste),supply,DIE-07,VN-direct,High,revealed,"Protein supply quantity, element 674."
DPI-050,FAOSTAT Food Balance Sheets (2010 to 2023 series),2015,Vietnam,whole population,Eggs,4.05,kg per person per year,"food supply, primary equivalent; meat in carcass weight, fish in live weight",supply,DIE-07,VN-direct,High,revealed,"Food supply quantity, element 645."
DPI-051,FAOSTAT Food Balance Sheets (2010 to 2023 series),2015,Vietnam,whole population,Milk and dairy (excl. butter),2.38,g protein per person per day,food supply available for consumption (not intake; includes household waste),supply,DIE-07,VN-direct,High,revealed,"Protein supply quantity, element 674."
DPI-052,FAOSTAT Food Balance Sheets (2010 to 2023 series),2015,Vietnam,whole population,Milk and dairy (excl. butter),44.71,kg per person per year,"food supply, primary equivalent; meat in carcass weight, fish in live weight",supply,DIE-07,VN-direct,High,revealed,"Food supply quantity, element 645."
DPI-053,FAOSTAT Food Balance Sheets (2010 to 2023 series),2015,Vietnam,whole population,"Soybeans (as food, incl. tofu and soy milk equivalent)",3.32,g protein per person per day,food supply available for consumption (not intake; includes household waste),supply,DIE-07,VN-direct,High,revealed,"Protein supply quantity, element 674."
DPI-054,FAOSTAT Food Balance Sheets (2010 to 2023 series),2015,Vietnam,whole population,"Soybeans (as food, incl. tofu and soy milk equivalent)",3.57,kg per person per year,"food supply, primary equivalent; meat in carcass weight, fish in live weight",supply,DIE-07,VN-direct,High,revealed,"Food supply quantity, element 645."
DPI-055,FAOSTAT Food Balance Sheets (2010 to 2023 series),2015,Vietnam,whole population,Pulses (other legumes),1.88,g protein per person per day,food supply available for consumption (not intake; includes household waste),supply,DIE-07,VN-direct,High,revealed,"Protein supply quantity, element 674."
DPI-056,FAOSTAT Food Balance Sheets (2010 to 2023 series),2015,Vietnam,whole population,Pulses (other legumes),2.96,kg per person per year,"food supply, primary equivalent; meat in carcass weight, fish in live weight",supply,DIE-07,VN-direct,High,revealed,"Food supply quantity, element 645."
DPI-057,FAOSTAT Food Balance Sheets (2010 to 2023 series),2015,Vietnam,whole population,Groundnuts,1.33,g protein per person per day,food supply available for consumption (not intake; includes household waste),supply,DIE-07,VN-direct,High,revealed,"Protein supply quantity, element 674."
DPI-058,FAOSTAT Food Balance Sheets (2010 to 2023 series),2015,Vietnam,whole population,Groundnuts,2.62,kg per person per year,"food supply, primary equivalent; meat in carcass weight, fish in live weight",supply,DIE-07,VN-direct,High,revealed,"Food supply quantity, element 645."
DPI-059,FAOSTAT Food Balance Sheets (2010 to 2023 series),2015,Vietnam,whole population,Cereals,35.69,g protein per person per day,food supply available for consumption (not intake; includes household waste),supply,DIE-07,VN-direct,High,revealed,"Protein supply quantity, element 674."
DPI-060,FAOSTAT Food Balance Sheets (2010 to 2023 series),2015,Vietnam,whole population,Cereals,275.03,kg per person per year,"food supply, primary equivalent; meat in carcass weight, fish in live weight",supply,DIE-07,VN-direct,High,revealed,"Food supply quantity, element 645."
DPI-061,FAOSTAT Food Balance Sheets (2010 to 2023 series),2015,Vietnam,whole population,Rice,30.31,g protein per person per day,food supply available for consumption (not intake; includes household waste),supply,DIE-07,VN-direct,High,revealed,"Protein supply quantity, element 674."
DPI-062,FAOSTAT Food Balance Sheets (2010 to 2023 series),2015,Vietnam,whole population,Rice,247.04,kg per person per year,"food supply, primary equivalent; meat in carcass weight, fish in live weight",supply,DIE-07,VN-direct,High,revealed,"Food supply quantity, element 645."
DPI-063,FAOSTAT Food Balance Sheets (2010 to 2023 series),2015,Vietnam,whole population,Wheat,2.68,g protein per person per day,food supply available for consumption (not intake; includes household waste),supply,DIE-07,VN-direct,High,revealed,"Protein supply quantity, element 674."
DPI-064,FAOSTAT Food Balance Sheets (2010 to 2023 series),2015,Vietnam,whole population,Wheat,12.13,kg per person per year,"food supply, primary equivalent; meat in carcass weight, fish in live weight",supply,DIE-07,VN-direct,High,revealed,"Food supply quantity, element 645."
DPI-065,FAOSTAT Food Balance Sheets (2010 to 2023 series),2015,Vietnam,whole population,Vegetables,8.84,g protein per person per day,food supply available for consumption (not intake; includes household waste),supply,DIE-07,VN-direct,High,revealed,"Protein supply quantity, element 674."
DPI-066,FAOSTAT Food Balance Sheets (2010 to 2023 series),2015,Vietnam,whole population,Vegetables,154.23,kg per person per year,"food supply, primary equivalent; meat in carcass weight, fish in live weight",supply,DIE-07,VN-direct,High,revealed,"Food supply quantity, element 645."
DPI-067,FAOSTAT Food Balance Sheets (2010 to 2023 series),2019,Vietnam,whole population,All foods,92.13,g protein per person per day,food supply available for consumption (not intake; includes household waste),supply,DIE-07,VN-direct,High,revealed,"Protein supply quantity, element 674."
DPI-068,FAOSTAT Food Balance Sheets (2010 to 2023 series),2019,Vietnam,whole population,All animal foods,35.07,g protein per person per day,food supply available for consumption (not intake; includes household waste),supply,DIE-07,VN-direct,High,revealed,"Protein supply quantity, element 674."
DPI-069,FAOSTAT Food Balance Sheets (2010 to 2023 series),2019,Vietnam,whole population,All plant foods,57.07,g protein per person per day,food supply available for consumption (not intake; includes household waste),supply,DIE-07,VN-direct,High,revealed,"Protein supply quantity, element 674."
DPI-070,FAOSTAT Food Balance Sheets (2010 to 2023 series),2019,Vietnam,whole population,Meat (all),17.61,g protein per person per day,food supply available for consumption (not intake; includes household waste),supply,DIE-07,VN-direct,High,revealed,"Protein supply quantity, element 674."
DPI-071,FAOSTAT Food Balance Sheets (2010 to 2023 series),2019,Vietnam,whole population,Meat (all),42.89,kg per person per year,"food supply, primary equivalent; meat in carcass weight, fish in live weight",supply,DIE-07,VN-direct,High,revealed,"Food supply quantity, element 645."
DPI-072,FAOSTAT Food Balance Sheets (2010 to 2023 series),2019,Vietnam,whole population,Pork,9.72,g protein per person per day,food supply available for consumption (not intake; includes household waste),supply,DIE-07,VN-direct,High,revealed,"Protein supply quantity, element 674."
DPI-073,FAOSTAT Food Balance Sheets (2010 to 2023 series),2019,Vietnam,whole population,Pork,25.16,kg per person per year,"food supply, primary equivalent; meat in carcass weight, fish in live weight",supply,DIE-07,VN-direct,High,revealed,"Food supply quantity, element 645."
DPI-074,FAOSTAT Food Balance Sheets (2010 to 2023 series),2019,Vietnam,whole population,Poultry,6.13,g protein per person per day,food supply available for consumption (not intake; includes household waste),supply,DIE-07,VN-direct,High,revealed,"Protein supply quantity, element 674."
DPI-075,FAOSTAT Food Balance Sheets (2010 to 2023 series),2019,Vietnam,whole population,Poultry,13.7,kg per person per year,"food supply, primary equivalent; meat in carcass weight, fish in live weight",supply,DIE-07,VN-direct,High,revealed,"Food supply quantity, element 645."
DPI-076,FAOSTAT Food Balance Sheets (2010 to 2023 series),2019,Vietnam,whole population,Beef,1.53,g protein per person per day,food supply available for consumption (not intake; includes household waste),supply,DIE-07,VN-direct,High,revealed,"Protein supply quantity, element 674."
DPI-077,FAOSTAT Food Balance Sheets (2010 to 2023 series),2019,Vietnam,whole population,Beef,3.56,kg per person per year,"food supply, primary equivalent; meat in carcass weight, fish in live weight",supply,DIE-07,VN-direct,High,revealed,"Food supply quantity, element 645."
DPI-078,FAOSTAT Food Balance Sheets (2010 to 2023 series),2019,Vietnam,whole population,Offal,2.14,g protein per person per day,food supply available for consumption (not intake; includes household waste),supply,DIE-07,VN-direct,High,revealed,"Protein supply quantity, element 674."
DPI-079,FAOSTAT Food Balance Sheets (2010 to 2023 series),2019,Vietnam,whole population,Offal,5.11,kg per person per year,"food supply, primary equivalent; meat in carcass weight, fish in live weight",supply,DIE-07,VN-direct,High,revealed,"Food supply quantity, element 645."
DPI-080,FAOSTAT Food Balance Sheets (2010 to 2023 series),2019,Vietnam,whole population,Fish and seafood,11.07,g protein per person per day,food supply available for consumption (not intake; includes household waste),supply,DIE-07,VN-direct,High,revealed,"Protein supply quantity, element 674."
DPI-081,FAOSTAT Food Balance Sheets (2010 to 2023 series),2019,Vietnam,whole population,Fish and seafood,39.89,kg per person per year,"food supply, primary equivalent; meat in carcass weight, fish in live weight",supply,DIE-07,VN-direct,High,revealed,"Food supply quantity, element 645."
DPI-082,FAOSTAT Food Balance Sheets (2010 to 2023 series),2019,Vietnam,whole population,Eggs,1.12,g protein per person per day,food supply available for consumption (not intake; includes household waste),supply,DIE-07,VN-direct,High,revealed,"Protein supply quantity, element 674."
DPI-083,FAOSTAT Food Balance Sheets (2010 to 2023 series),2019,Vietnam,whole population,Eggs,3.58,kg per person per year,"food supply, primary equivalent; meat in carcass weight, fish in live weight",supply,DIE-07,VN-direct,High,revealed,"Food supply quantity, element 645."
DPI-084,FAOSTAT Food Balance Sheets (2010 to 2023 series),2019,Vietnam,whole population,Milk and dairy (excl. butter),2.78,g protein per person per day,food supply available for consumption (not intake; includes household waste),supply,DIE-07,VN-direct,High,revealed,"Protein supply quantity, element 674."
DPI-085,FAOSTAT Food Balance Sheets (2010 to 2023 series),2019,Vietnam,whole population,Milk and dairy (excl. butter),48.52,kg per person per year,"food supply, primary equivalent; meat in carcass weight, fish in live weight",supply,DIE-07,VN-direct,High,revealed,"Food supply quantity, element 645."
DPI-086,FAOSTAT Food Balance Sheets (2010 to 2023 series),2019,Vietnam,whole population,"Soybeans (as food, incl. tofu and soy milk equivalent)",4.96,g protein per person per day,food supply available for consumption (not intake; includes household waste),supply,DIE-07,VN-direct,High,revealed,"Protein supply quantity, element 674."
DPI-087,FAOSTAT Food Balance Sheets (2010 to 2023 series),2019,Vietnam,whole population,"Soybeans (as food, incl. tofu and soy milk equivalent)",5.34,kg per person per year,"food supply, primary equivalent; meat in carcass weight, fish in live weight",supply,DIE-07,VN-direct,High,revealed,"Food supply quantity, element 645."
DPI-088,FAOSTAT Food Balance Sheets (2010 to 2023 series),2019,Vietnam,whole population,Pulses (other legumes),1.97,g protein per person per day,food supply available for consumption (not intake; includes household waste),supply,DIE-07,VN-direct,High,revealed,"Protein supply quantity, element 674."
DPI-089,FAOSTAT Food Balance Sheets (2010 to 2023 series),2019,Vietnam,whole population,Pulses (other legumes),3.13,kg per person per year,"food supply, primary equivalent; meat in carcass weight, fish in live weight",supply,DIE-07,VN-direct,High,revealed,"Food supply quantity, element 645."
DPI-090,FAOSTAT Food Balance Sheets (2010 to 2023 series),2019,Vietnam,whole population,Groundnuts,1.54,g protein per person per day,food supply available for consumption (not intake; includes household waste),supply,DIE-07,VN-direct,High,revealed,"Protein supply quantity, element 674."
DPI-091,FAOSTAT Food Balance Sheets (2010 to 2023 series),2019,Vietnam,whole population,Groundnuts,3.04,kg per person per year,"food supply, primary equivalent; meat in carcass weight, fish in live weight",supply,DIE-07,VN-direct,High,revealed,"Food supply quantity, element 645."
DPI-092,FAOSTAT Food Balance Sheets (2010 to 2023 series),2019,Vietnam,whole population,Cereals,35.23,g protein per person per day,food supply available for consumption (not intake; includes household waste),supply,DIE-07,VN-direct,High,revealed,"Protein supply quantity, element 674."
DPI-093,FAOSTAT Food Balance Sheets (2010 to 2023 series),2019,Vietnam,whole population,Cereals,266.14,kg per person per year,"food supply, primary equivalent; meat in carcass weight, fish in live weight",supply,DIE-07,VN-direct,High,revealed,"Food supply quantity, element 645."
DPI-094,FAOSTAT Food Balance Sheets (2010 to 2023 series),2019,Vietnam,whole population,Rice,28.27,g protein per person per day,food supply available for consumption (not intake; includes household waste),supply,DIE-07,VN-direct,High,revealed,"Protein supply quantity, element 674."
DPI-095,FAOSTAT Food Balance Sheets (2010 to 2023 series),2019,Vietnam,whole population,Rice,230.67,kg per person per year,"food supply, primary equivalent; meat in carcass weight, fish in live weight",supply,DIE-07,VN-direct,High,revealed,"Food supply quantity, element 645."
DPI-096,FAOSTAT Food Balance Sheets (2010 to 2023 series),2019,Vietnam,whole population,Wheat,3.76,g protein per person per day,food supply available for consumption (not intake; includes household waste),supply,DIE-07,VN-direct,High,revealed,"Protein supply quantity, element 674."
DPI-097,FAOSTAT Food Balance Sheets (2010 to 2023 series),2019,Vietnam,whole population,Wheat,16.75,kg per person per year,"food supply, primary equivalent; meat in carcass weight, fish in live weight",supply,DIE-07,VN-direct,High,revealed,"Food supply quantity, element 645."
DPI-098,FAOSTAT Food Balance Sheets (2010 to 2023 series),2019,Vietnam,whole population,Vegetables,9.7,g protein per person per day,food supply available for consumption (not intake; includes household waste),supply,DIE-07,VN-direct,High,revealed,"Protein supply quantity, element 674."
DPI-099,FAOSTAT Food Balance Sheets (2010 to 2023 series),2019,Vietnam,whole population,Vegetables,169.56,kg per person per year,"food supply, primary equivalent; meat in carcass weight, fish in live weight",supply,DIE-07,VN-direct,High,revealed,"Food supply quantity, element 645."
DPI-100,FAOSTAT Food Balance Sheets (2010 to 2023 series),2020,Vietnam,whole population,All foods,93.4,g protein per person per day,food supply available for consumption (not intake; includes household waste),supply,DIE-07,VN-direct,High,revealed,"Protein supply quantity, element 674."
DPI-101,FAOSTAT Food Balance Sheets (2010 to 2023 series),2020,Vietnam,whole population,All animal foods,36.75,g protein per person per day,food supply available for consumption (not intake; includes household waste),supply,DIE-07,VN-direct,High,revealed,"Protein supply quantity, element 674."
DPI-102,FAOSTAT Food Balance Sheets (2010 to 2023 series),2020,Vietnam,whole population,All plant foods,56.64,g protein per person per day,food supply available for consumption (not intake; includes household waste),supply,DIE-07,VN-direct,High,revealed,"Protein supply quantity, element 674."
DPI-103,FAOSTAT Food Balance Sheets (2010 to 2023 series),2020,Vietnam,whole population,Meat (all),19.51,g protein per person per day,food supply available for consumption (not intake; includes household waste),supply,DIE-07,VN-direct,High,revealed,"Protein supply quantity, element 674."
DPI-104,FAOSTAT Food Balance Sheets (2010 to 2023 series),2020,Vietnam,whole population,Meat (all),47.48,kg per person per year,"food supply, primary equivalent; meat in carcass weight, fish in live weight",supply,DIE-07,VN-direct,High,revealed,"Food supply quantity, element 645."
DPI-105,FAOSTAT Food Balance Sheets (2010 to 2023 series),2020,Vietnam,whole population,Pork,10.34,g protein per person per day,food supply available for consumption (not intake; includes household waste),supply,DIE-07,VN-direct,High,revealed,"Protein supply quantity, element 674."
DPI-106,FAOSTAT Food Balance Sheets (2010 to 2023 series),2020,Vietnam,whole population,Pork,26.86,kg per person per year,"food supply, primary equivalent; meat in carcass weight, fish in live weight",supply,DIE-07,VN-direct,High,revealed,"Food supply quantity, element 645."
DPI-107,FAOSTAT Food Balance Sheets (2010 to 2023 series),2020,Vietnam,whole population,Poultry,7.23,g protein per person per day,food supply available for consumption (not intake; includes household waste),supply,DIE-07,VN-direct,High,revealed,"Protein supply quantity, element 674."
DPI-108,FAOSTAT Food Balance Sheets (2010 to 2023 series),2020,Vietnam,whole population,Poultry,16.17,kg per person per year,"food supply, primary equivalent; meat in carcass weight, fish in live weight",supply,DIE-07,VN-direct,High,revealed,"Food supply quantity, element 645."
DPI-109,FAOSTAT Food Balance Sheets (2010 to 2023 series),2020,Vietnam,whole population,Beef,1.68,g protein per person per day,food supply available for consumption (not intake; includes household waste),supply,DIE-07,VN-direct,High,revealed,"Protein supply quantity, element 674."
DPI-110,FAOSTAT Food Balance Sheets (2010 to 2023 series),2020,Vietnam,whole population,Beef,3.93,kg per person per year,"food supply, primary equivalent; meat in carcass weight, fish in live weight",supply,DIE-07,VN-direct,High,revealed,"Food supply quantity, element 645."
DPI-111,FAOSTAT Food Balance Sheets (2010 to 2023 series),2020,Vietnam,whole population,Offal,1.63,g protein per person per day,food supply available for consumption (not intake; includes household waste),supply,DIE-07,VN-direct,High,revealed,"Protein supply quantity, element 674."
DPI-112,FAOSTAT Food Balance Sheets (2010 to 2023 series),2020,Vietnam,whole population,Offal,3.88,kg per person per year,"food supply, primary equivalent; meat in carcass weight, fish in live weight",supply,DIE-07,VN-direct,High,revealed,"Food supply quantity, element 645."
