record_id,scenario,year,route,indicator,label,value,unit,foresight_type,evidence_label,confidence,source_ids,notes
DMO-0046,D-DRIFT,2030,R3,R3_displaced,Hybrid processed meat: meat protein displaced,0.0265,kt protein,estimate,VN-direct,Low,demand_assumptions.csv; balance_outputs.csv,"What-if scenario result, not a forecast."
DMO-0047,D-DRIFT,2030,R4,R4_meal_protein_pool_kt,Protein in canteen and school protein dishes,38.08,kt protein,estimate,VN-direct,Low,demand_assumptions.csv; balance_outputs.csv,"What-if scenario result, not a forecast."
DMO-0048,D-DRIFT,2030,R4,R4_delivered,Institutional meals: protein delivered by domestic or novel protein,0.0442,kt protein,estimate,VN-direct,Low,demand_assumptions.csv; balance_outputs.csv,"What-if scenario result, not a forecast."
DMO-0049,D-DRIFT,2030,R4,R4_displaced,Institutional meals: meat protein displaced,0.0353,kt protein,estimate,VN-direct,Low,demand_assumptions.csv; balance_outputs.csv,"What-if scenario result, not a forecast."
DMO-0050,D-DRIFT,2030,R5,R5_urban_population_m,Urban population (trend assumption),43.4,million people,estimate,VN-direct,Low,demand_assumptions.csv; balance_outputs.csv,"What-if scenario result, not a forecast."
DMO-0051,D-DRIFT,2030,R5,R5_regular_buyers_m,Regular (monthly) buyers of modern analogues,0.1302,million people,estimate,VN-direct,Low,demand_assumptions.csv; balance_outputs.csv,"What-if scenario result, not a forecast."
DMO-0052,D-DRIFT,2030,R5,R5_delivered,Household modern analogues: protein delivered by domestic or novel protein,0.0586,kt protein,estimate,VN-direct,Low,demand_assumptions.csv; balance_outputs.csv,"What-if scenario result, not a forecast."
DMO-0053,D-DRIFT,2030,R5,R5_displaced,Household modern analogues: meat protein displaced,0.0117,kt protein,estimate,VN-direct,Low,demand_assumptions.csv; balance_outputs.csv,"What-if scenario result, not a forecast."
DMO-0054,D-DRIFT,2030,R6,R6_plant_milk_ml,Plant milk volume,365.0,million litres,estimate,VN-direct,Low,demand_assumptions.csv; balance_outputs.csv,"What-if scenario result, not a forecast."
DMO-0055,D-DRIFT,2030,R6,R6_delivered,High-protein plant milks: protein delivered by domestic or novel protein,0.219,kt protein,estimate,VN-direct,Low,demand_assumptions.csv; balance_outputs.csv,"What-if scenario result, not a forecast."
DMO-0056,D-DRIFT,2030,R6,R6_displaced,High-protein plant milks: meat protein displaced,0.0,kt protein,estimate,VN-direct,Low,demand_assumptions.csv; balance_outputs.csv,"What-if scenario result, not a forecast."
DMO-0057,D-DRIFT,2030,R7,R7_delivered,Exports: protein delivered by domestic or novel protein,0.125,kt protein,estimate,VN-direct,Low,demand_assumptions.csv; balance_outputs.csv,"What-if scenario result, not a forecast."
DMO-0058,D-DRIFT,2030,R7,R7_displaced,Exports: meat protein displaced,0.0,kt protein,estimate,VN-direct,Low,demand_assumptions.csv; balance_outputs.csv,"What-if scenario result, not a forecast."
DMO-0059,D-DRIFT,2030,all,total_delivered,"Total protein delivered by domestic or novel protein, all routes",1.3,kt protein,estimate,VN-direct,Low,demand_assumptions.csv; balance_outputs.csv,"What-if scenario result, not a forecast."
DMO-0060,D-DRIFT,2030,all,domestic_delivered,Protein delivered in Vietnam (R1 to R6),1.17,kt protein,estimate,VN-direct,Low,demand_assumptions.csv; balance_outputs.csv,"What-if scenario result, not a forecast."
DMO-0061,D-DRIFT,2030,all,total_displaced,"Meat protein displaced, all routes",0.0736,kt protein,estimate,VN-direct,Low,demand_assumptions.csv; balance_outputs.csv,"What-if scenario result, not a forecast."
DMO-0062,D-DRIFT,2030,all,displaced_share_of_meat_protein,Meat protein displaced as a share of meat protein demand,0.0001,share,estimate,VN-direct,Low,demand_assumptions.csv; balance_outputs.csv,"What-if scenario result, not a forecast."
DMO-0063,D-DRIFT,2030,context,salt_food_requirement_kt,Part IV S-ALT: meat protein replaced by plant-based and fermented foods,11.79,kt protein,estimate,VN-direct,Low,demand_assumptions.csv; balance_outputs.csv,"What-if scenario result, not a forecast."
DMO-0064,D-DRIFT,2030,context,salt_feed_microbial_kt,Part IV S-ALT: microbial protein in feed (for comparison),55.84,kt protein,estimate,VN-direct,Low,demand_assumptions.csv; balance_outputs.csv,"What-if scenario result, not a forecast."
DMO-0065,D-DRIFT,2030,context,salt_share,Part IV S-ALT share of meat protein replaced,0.01,share,estimate,VN-direct,Low,demand_assumptions.csv; balance_outputs.csv,"What-if scenario result, not a forecast."
DMO-0066,D-DRIFT,2030,all,ingredient_value_usd_m,Ingredient value of protein delivered (order of magnitude),3.89,USD million,estimate,VN-direct,Low,demand_assumptions.csv; balance_outputs.csv,"What-if scenario result, not a forecast."
DMO-0067,D-DRIFT,2030,all,ingredient_product_kt_r1_r4,Ingredient product for R1 to R4 at 60% protein,1.49,kt product,estimate,VN-direct,Low,demand_assumptions.csv; balance_outputs.csv,"What-if scenario result, not a forecast."
DMO-0068,D-DRIFT,2030,all,line_equivalents_r1_r4,Equivalent 1 t/h textured-protein lines for R1 to R4,0.2128,lines,estimate,VN-direct,Low,demand_assumptions.csv; balance_outputs.csv,"What-if scenario result, not a forecast."
DMO-0069,D-DRIFT,2030,R3,req_R3_hybrid_adoption_at_30pct,S-ALT 2030 by hybrids alone: adoption needed at 30% replacement,0.7407,share of processed meat,estimate,VN-direct,Low,demand_assumptions.csv; balance_outputs.csv,"What-if scenario result, not a forecast."
DMO-0070,D-DRIFT,2030,R4,req_R4_share_of_all_meal_protein,S-ALT 2030 by institutional meals alone,0.387,share of canteen and school meal protein,estimate,VN-direct,Low,demand_assumptions.csv; balance_outputs.csv,"What-if scenario result, not a forecast."
DMO-0071,D-DRIFT,2030,R5,req_R5_regular_buyers_m,S-ALT 2030 by household analogues alone,130.99,million regular buyers,estimate,VN-direct,Low,demand_assumptions.csv; balance_outputs.csv,"What-if scenario result, not a forecast."
DMO-0072,D-DRIFT,2030,R2,req_R2_added_chay_days_per_person_month,S-ALT 2030 by added chay days alone (whole population),0.4345,extra chay days per person per month,estimate,VN-direct,Low,demand_assumptions.csv; balance_outputs.csv,"What-if scenario result, not a forecast."
DMO-0073,D-DRIFT,2035,context,meat_protein_kt,"Meat protein demand (S-BASE, carcass basis x 0.15)",1309.27,kt protein,estimate,VN-direct,Low,demand_assumptions.csv; balance_outputs.csv,"What-if scenario result, not a forecast."
DMO-0074,D-DRIFT,2035,context,meat_protein_g_per_person_day,Meat protein per person per day (supply basis),33.68,g per person per day,estimate,VN-direct,Low,demand_assumptions.csv; balance_outputs.csv,"What-if scenario result, not a forecast."
DMO-0075,D-DRIFT,2035,R1,R1_pool_protein_kt,Food plant-protein ingredient pool (imports today),38.49,kt protein,estimate,VN-direct,Low,demand_assumptions.csv; balance_outputs.csv,"What-if scenario result, not a forecast."
DMO-0076,D-DRIFT,2035,R1,R1_delivered,Ingredient import substitution: protein delivered by domestic or novel protein,1.92,kt protein,estimate,VN-direct,Low,demand_assumptions.csv; balance_outputs.csv,"What-if scenario result, not a forecast."
DMO-0077,D-DRIFT,2035,R1,R1_displaced,Ingredient import substitution: meat protein displaced,0.0,kt protein,estimate,VN-direct,Low,demand_assumptions.csv; balance_outputs.csv,"What-if scenario result, not a forecast."
DMO-0078,D-DRIFT,2035,R2,R2_chay_day_share,Chay days as a share of all person-days (assumption),0.0247,share of person-days,estimate,VN-direct,Low,demand_assumptions.csv; balance_outputs.csv,"What-if scenario result, not a forecast."
DMO-0079,D-DRIFT,2035,R2,R2_baseline_meat_avoided_kt,Meat protein already avoided by existing chay days (in the baseline),32.3,kt protein,estimate,VN-direct,Low,demand_assumptions.csv; balance_outputs.csv,"What-if scenario result, not a forecast."
DMO-0080,D-DRIFT,2035,R2,R2_delivered,Chay occasions: protein delivered by domestic or novel protein,0.3836,kt protein,estimate,VN-direct,Low,demand_assumptions.csv; balance_outputs.csv,"What-if scenario result, not a forecast."
DMO-0081,D-DRIFT,2035,R2,R2_displaced,Chay occasions: meat protein displaced,0.0,kt protein,estimate,VN-direct,Low,demand_assumptions.csv; balance_outputs.csv,"What-if scenario result, not a forecast."
DMO-0082,D-DRIFT,2035,R3,R3_processed_meat_protein_kt,Protein in processed meat products,65.46,kt protein,estimate,VN-direct,Low,demand_assumptions.csv; balance_outputs.csv,"What-if scenario result, not a forecast."
DMO-0083,D-DRIFT,2035,R3,R3_delivered,Hybrid processed meat: protein delivered by domestic or novel protein,0.0655,kt protein,estimate,VN-direct,Low,demand_assumptions.csv; balance_outputs.csv,"What-if scenario result, not a forecast."
DMO-0084,D-DRIFT,2035,R3,R3_displaced,Hybrid processed meat: meat protein displaced,0.0589,kt protein,estimate,VN-direct,Low,demand_assumptions.csv; balance_outputs.csv,"What-if scenario result, not a forecast."
DMO-0085,D-DRIFT,2035,R4,R4_meal_protein_pool_kt,Protein in canteen and school protein dishes,40.38,kt protein,estimate,VN-direct,Low,demand_assumptions.csv; balance_outputs.csv,"What-if scenario result, not a forecast."
DMO-0086,D-DRIFT,2035,R4,R4_delivered,Institutional meals: protein delivered by domestic or novel protein,0.1219,kt protein,estimate,VN-direct,Low,demand_assumptions.csv; balance_outputs.csv,"What-if scenario result, not a forecast."
DMO-0087,D-DRIFT,2035,R4,R4_displaced,Institutional meals: meat protein displaced,0.0975,kt protein,estimate,VN-direct,Low,demand_assumptions.csv; balance_outputs.csv,"What-if scenario result, not a forecast."
DMO-0088,D-DRIFT,2035,R5,R5_urban_population_m,Urban population (trend assumption),47.39,million people,estimate,VN-direct,Low,demand_assumptions.csv; balance_outputs.csv,"What-if scenario result, not a forecast."
DMO-0089,D-DRIFT,2035,R5,R5_regular_buyers_m,Regular (monthly) buyers of modern analogues,0.237,million people,estimate,VN-direct,Low,demand_assumptions.csv; balance_outputs.csv,"What-if scenario result, not a forecast."
DMO-0090,D-DRIFT,2035,R5,R5_delivered,Household modern analogues: protein delivered by domestic or novel protein,0.1066,kt protein,estimate,VN-direct,Low,demand_assumptions.csv; balance_outputs.csv,"What-if scenario result, not a forecast."
DMO-0091,D-DRIFT,2035,R5,R5_displaced,Household modern analogues: meat protein displaced,0.0213,kt protein,estimate,VN-direct,Low,demand_assumptions.csv; balance_outputs.csv,"What-if scenario result, not a forecast."
DMO-0092,D-DRIFT,2035,R6,R6_plant_milk_ml,Plant milk volume,444.07,million litres,estimate,VN-direct,Low,demand_assumptions.csv; balance_outputs.csv,"What-if scenario result, not a forecast."
DMO-0093,D-DRIFT,2035,R6,R6_delivered,High-protein plant milks: protein delivered by domestic or novel protein,0.3997,kt protein,estimate,VN-direct,Low,demand_assumptions.csv; balance_outputs.csv,"What-if scenario result, not a forecast."
DMO-0094,D-DRIFT,2035,R6,R6_displaced,High-protein plant milks: meat protein displaced,0.0,kt protein,estimate,VN-direct,Low,demand_assumptions.csv; balance_outputs.csv,"What-if scenario result, not a forecast."
DMO-0095,D-DRIFT,2035,R7,R7_delivered,Exports: protein delivered by domestic or novel protein,0.25,kt protein,estimate,VN-direct,Low,demand_assumptions.csv; balance_outputs.csv,"What-if scenario result, not a forecast."
DMO-0096,D-DRIFT,2035,R7,R7_displaced,Exports: meat protein displaced,0.0,kt protein,estimate,VN-direct,Low,demand_assumptions.csv; balance_outputs.csv,"What-if scenario result, not a forecast."
DMO-0097,D-DRIFT,2035,all,total_delivered,"Total protein delivered by domestic or novel protein, all routes",3.25,kt protein,estimate,VN-direct,Low,demand_assumptions.csv; balance_outputs.csv,"What-if scenario result, not a forecast."
DMO-0098,D-DRIFT,2035,all,domestic_delivered,Protein delivered in Vietnam (R1 to R6),3.0,kt protein,estimate,VN-direct,Low,demand_assumptions.csv; balance_outputs.csv,"What-if scenario result, not a forecast."
DMO-0099,D-DRIFT,2035,all,total_displaced,"Meat protein displaced, all routes",0.1778,kt protein,estimate,VN-direct,Low,demand_assumptions.csv; balance_outputs.csv,"What-if scenario result, not a forecast."
DMO-0100,D-DRIFT,2035,all,displaced_share_of_meat_protein,Meat protein displaced as a share of meat protein demand,0.0001,share,estimate,VN-direct,Low,demand_assumptions.csv; balance_outputs.csv,"What-if scenario result, not a forecast."
DMO-0101,D-DRIFT,2035,context,salt_food_requirement_kt,Part IV S-ALT: meat protein replaced by plant-based and fermented foods,39.28,kt protein,estimate,VN-direct,Low,demand_assumptions.csv; balance_outputs.csv,"What-if scenario result, not a forecast."
DMO-0102,D-DRIFT,2035,context,salt_feed_microbial_kt,Part IV S-ALT: microbial protein in feed (for comparison),160.2,kt protein,estimate,VN-direct,Low,demand_assumptions.csv; balance_outputs.csv,"What-if scenario result, not a forecast."
DMO-0103,D-DRIFT,2035,context,salt_share,Part IV S-ALT share of meat protein replaced,0.03,share,estimate,VN-direct,Low,demand_assumptions.csv; balance_outputs.csv,"What-if scenario result, not a forecast."
DMO-0104,D-DRIFT,2035,all,ingredient_value_usd_m,Ingredient value of protein delivered (order of magnitude),9.75,USD million,estimate,VN-direct,Low,demand_assumptions.csv; balance_outputs.csv,"What-if scenario result, not a forecast."
DMO-0105,D-DRIFT,2035,all,ingredient_product_kt_r1_r4,Ingredient product for R1 to R4 at 60% protein,4.16,kt product,estimate,VN-direct,Low,demand_assumptions.csv; balance_outputs.csv,"What-if scenario result, not a forecast."
DMO-0106,D-DRIFT,2035,all,line_equivalents_r1_r4,Equivalent 1 t/h textured-protein lines for R1 to R4,0.5941,lines,estimate,VN-direct,Low,demand_assumptions.csv; balance_outputs.csv,"What-if scenario result, not a forecast."
DMO-0107,D-DRIFT,2040,context,meat_protein_kt,"Meat protein demand (S-BASE, carcass basis x 0.15)",1371.45,kt protein,estimate,VN-direct,Low,demand_assumptions.csv; balance_outputs.csv,"What-if scenario result, not a forecast."
DMO-0108,D-DRIFT,2040,context,meat_protein_g_per_person_day,Meat protein per person per day (supply basis),34.66,g per person per day,estimate,VN-direct,Low,demand_assumptions.csv; balance_outputs.csv,"What-if scenario result, not a forecast."
DMO-0109,D-DRIFT,2040,R1,R1_pool_protein_kt,Food plant-protein ingredient pool (imports today),46.82,kt protein,estimate,VN-direct,Low,demand_assumptions.csv; balance_outputs.csv,"What-if scenario result, not a forecast."
DMO-0110,D-DRIFT,2040,R1,R1_delivered,Ingredient import substitution: protein delivered by domestic or novel protein,3.28,kt protein,estimate,VN-direct,Low,demand_assumptions.csv; balance_outputs.csv,"What-if scenario result, not a forecast."
DMO-0111,D-DRIFT,2040,R1,R1_displaced,Ingredient import substitution: meat protein displaced,0.0,kt protein,estimate,VN-direct,Low,demand_assumptions.csv; balance_outputs.csv,"What-if scenario result, not a forecast."
DMO-0112,D-DRIFT,2040,R2,R2_chay_day_share,Chay days as a share of all person-days (assumption),0.0247,share of person-days,estimate,VN-direct,Low,demand_assumptions.csv; balance_outputs.csv,"What-if scenario result, not a forecast."
DMO-0113,D-DRIFT,2040,R2,R2_baseline_meat_avoided_kt,Meat protein already avoided by existing chay days (in the baseline),33.84,kt protein,estimate,VN-direct,Low,demand_assumptions.csv; balance_outputs.csv,"What-if scenario result, not a forecast."
DMO-0114,D-DRIFT,2040,R2,R2_delivered,Chay occasions: protein delivered by domestic or novel protein,0.5857,kt protein,estimate,VN-direct,Low,demand_assumptions.csv; balance_outputs.csv,"What-if scenario result, not a forecast."
DMO-0115,D-DRIFT,2040,R2,R2_displaced,Chay occasions: meat protein displaced,0.0,kt protein,estimate,VN-direct,Low,demand_assumptions.csv; balance_outputs.csv,"What-if scenario result, not a forecast."
DMO-0116,D-DRIFT,2040,R3,R3_processed_meat_protein_kt,Protein in processed meat products,68.57,kt protein,estimate,VN-direct,Low,demand_assumptions.csv; balance_outputs.csv,"What-if scenario result, not a forecast."
DMO-0117,D-DRIFT,2040,R3,R3_delivered,Hybrid processed meat: protein delivered by domestic or novel protein,0.1029,kt protein,estimate,VN-direct,Low,demand_assumptions.csv; balance_outputs.csv,"What-if scenario result, not a forecast."
DMO-0118,D-DRIFT,2040,R3,R3_displaced,Hybrid processed meat: meat protein displaced,0.0926,kt protein,estimate,VN-direct,Low,demand_assumptions.csv; balance_outputs.csv,"What-if scenario result, not a forecast."
DMO-0119,D-DRIFT,2040,R4,R4_meal_protein_pool_kt,Protein in canteen and school protein dishes,42.92,kt protein,estimate,VN-direct,Low,demand_assumptions.csv; balance_outputs.csv,"What-if scenario result, not a forecast."
DMO-0120,D-DRIFT,2040,R4,R4_delivered,Institutional meals: protein delivered by domestic or novel protein,0.2204,kt protein,estimate,VN-direct,Low,demand_assumptions.csv; balance_outputs.csv,"What-if scenario result, not a forecast."
DMO-0121,D-DRIFT,2040,R4,R4_displaced,Institutional meals: meat protein displaced,0.1763,kt protein,estimate,VN-direct,Low,demand_assumptions.csv; balance_outputs.csv,"What-if scenario result, not a forecast."
DMO-0122,D-DRIFT,2040,R5,R5_urban_population_m,Urban population (trend assumption),51.33,million people,estimate,VN-direct,Low,demand_assumptions.csv; balance_outputs.csv,"What-if scenario result, not a forecast."
DMO-0123,D-DRIFT,2040,R5,R5_regular_buyers_m,Regular (monthly) buyers of modern analogues,0.3593,million people,estimate,VN-direct,Low,demand_assumptions.csv; balance_outputs.csv,"What-if scenario result, not a forecast."
DMO-0124,D-DRIFT,2040,R5,R5_delivered,Household modern analogues: protein delivered by domestic or novel protein,0.1617,kt protein,estimate,VN-direct,Low,demand_assumptions.csv; balance_outputs.csv,"What-if scenario result, not a forecast."
DMO-0125,D-DRIFT,2040,R5,R5_displaced,Household modern analogues: meat protein displaced,0.0323,kt protein,estimate,VN-direct,Low,demand_assumptions.csv; balance_outputs.csv,"What-if scenario result, not a forecast."
DMO-0126,D-DRIFT,2040,R6,R6_plant_milk_ml,Plant milk volume,540.28,million litres,estimate,VN-direct,Low,demand_assumptions.csv; balance_outputs.csv,"What-if scenario result, not a forecast."
