source_id,prefix,agent,citation,title,author_or_publisher,date,url,doi,source_type,accessed,notes,wave,from_note
PRC-12,PRC,PROLOGUE,"Mosa Meat. 'Submitting our first EU market authorisation request.' Company blog, January 2025. https://mosameat.com/blog/submitting-our-first-eu-market-authorisation-request",Submitting Our First EU Market Authorisation Request,Mosa Meat,Jan 2025,https://mosameat.com/blog/submitting-our-first-eu-market-authorisation-request,,company,2026-09-25,"Cultivated beef fat. Our page read returned the date 22 January 2024, but trade press on the same news is dated 22 January 2025 (FoodNavigator URL path 2025/01/22); treat 2025 as the date and recheck.",wave10,working-papers/wave10/prologue-C-international-landscape.md
PRC-13,PRC,PROLOGUE,FoodNavigator. 'Inside the success of the cell-cultivated sandbox.' 17 Jun 2025. https://www.foodnavigator.com/Article/2025/06/17/is-novel-food-sandbox-working-in-uk/,Inside the success of the cell-cultivated sandbox,FoodNavigator,17 Jun 2025,https://www.foodnavigator.com/Article/2025/06/17/is-novel-food-sandbox-working-in-uk/,,trade press,2026-09-25,"UK FSA sandbox: launch March 2025, GBP 1.6 million, eight companies, two assessments by 2027; Meatly pet food approval mid-2024.",wave10,working-papers/wave10/prologue-C-international-landscape.md
PRC-14,PRC,PROLOGUE,Food Manufacture. 'World's first cultivated meat dog treat goes on sale at Pets at Home.' 7 Feb 2025. https://www.foodmanufacture.co.uk/Article/2025/02/06/meatly-and-the-pack-launch-pet-treats-made-from-lab-grown-meat-into-pets-at-home/,World's first cultivated meat dog treat goes on sale at Pets at Home,Food Manufacture,7 Feb 2025,https://www.foodmanufacture.co.uk/Article/2025/02/06/meatly-and-the-pack-launch-pet-treats-made-from-lab-grown-meat-into-pets-at-home/,,trade press,2026-09-25,Meatly and THE PACK 'Chick Bites'; Pets at Home Brentford; UK approval July 2024. Share of cultivated chicken not stated.,wave10,working-papers/wave10/prologue-C-international-landscape.md
PRC-15,PRC,PROLOGUE,"Aleph Farms. 'Aleph Farms Submits Application to Swiss Regulators, Marking the First-ever Submission for Cultivated Meat in Europe.' 26 Jul 2023. https://aleph-farms.com/journals/aleph-farms-submits-application-to-swiss-regulators-marking-the-first-ever-submission-for-cultivated-meat-in-europe/","Aleph Farms Submits Application to Swiss Regulators, Marking the First-ever Submission for Cultivated Meat in Europe",Aleph Farms,26 Jul 2023,https://aleph-farms.com/journals/aleph-farms-submits-application-to-swiss-regulators-marking-the-first-ever-submission-for-cultivated-meat-in-europe/,,company,2026-09-25,FSVO application with Migros; exact submission date not stated.,wave10,working-papers/wave10/prologue-C-international-landscape.md
PRC-16,PRC,PROLOGUE,"CSG Midwest. 'Though not yet on grocery shelves, lab-grown meat is focus of new laws and legislation.' Updated 4 May 2026. https://csgmidwest.org/2026/05/04/though-not-yet-on-grocery-shelves-lab-grown-meat-is-focus-of-new-laws-and-legislation/",Updated: Cell-cultured meat remains focus of new laws and legislation across the Midwest,Council of State Governments Midwest,4 May 2026,https://csgmidwest.org/2026/05/04/though-not-yet-on-grocery-shelves-lab-grown-meat-is-focus-of-new-laws-and-legislation/,,intergovernmental,2026-09-25,Association of state legislatures. South Dakota SB 124 temporary prohibition 1 Jul 2026 to 30 Jun 2031; Nebraska and Indiana enactment dates.,wave10,working-papers/wave10/prologue-C-international-landscape.md
PRC-17,PRC,PROLOGUE,National Agricultural Law Center. 'Food Law in the States - 2026 Update.' 5 May 2026. https://nationalaglawcenter.org/food-law-in-the-states-2026-update/,Food Law in the States - 2026 Update,National Agricultural Law Center (University of Arkansas),5 May 2026,https://nationalaglawcenter.org/food-law-in-the-states-2026-update/,,gov/statistics,2026-09-25,USDA-funded legal research centre. South Dakota prohibition 1 Jul 2026 to 30 Jun 2030 (differs from PRC-16); Mississippi HB 1153 cultivated dairy ban from 1 Jul 2026.,wave10,working-papers/wave10/prologue-C-international-landscape.md
PRC-18,PRC,PROLOGUE,"Gazzetta Ufficiale della Repubblica Italiana. Legge 1 dicembre 2023, n. 172. GU Serie Generale n. 281, 1 Dec 2023. https://www.gazzettaufficiale.it/eli/id/2023/12/01/23G00188/sg","Legge 1 dicembre 2023, n. 172: divieto di produzione e di immissione sul mercato di alimenti e mangimi da colture cellulari; divieto della denominazione di carne per prodotti con proteine vegetali",Italian Republic (Gazzetta Ufficiale),1 Dec 2023,https://www.gazzettaufficiale.it/eli/id/2023/12/01/23G00188/sg,,gov/statistics,2026-09-25,Title and dates read; article text not retrieved. In force 16 Dec 2023.,wave10,working-papers/wave10/prologue-C-international-landscape.md
PRC-19,PRC,PROLOGUE,Just Food. 'Hungary bans cultivated meat.' 21 Nov 2025. https://www.just-food.com/news/hungary-bans-cultivated-meat/,Hungary bans cultivated meat,Just Food,21 Nov 2025,https://www.just-food.com/news/hungary-bans-cultivated-meat/,,trade press,2026-09-25,"Vote 140 for, 10 against, 18 abstentions; exact vote date and entry into force not stated.",wave10,working-papers/wave10/prologue-C-international-landscape.md
PRC-20,PRC,PROLOGUE,"Green Queen. 'EU Bans 31 Meat Names on Plant-Based Products, But Veggie Burger Saved.' 5 Mar 2026. https://www.greenqueen.com.hk/eu-veggie-burger-ban-plant-based-meat-names-vegan-labelling/","EU Bans 31 Meat Names on Plant-Based Products, But 'Veggie Burger' Saved",Green Queen,5 Mar 2026,https://www.greenqueen.com.hk/eu-veggie-burger-ban-plant-based-meat-names-vegan-labelling/,,trade press,2026-09-25,Trilogue agreement 5 Mar 2026; October 2025 Parliament vote 355 to 247; three-year transition; applies to cultivated meat.,wave10,working-papers/wave10/prologue-C-international-landscape.md
PRC-21,PRC,PROLOGUE,Food Ingredients First. 'EU veggie burger fight returns as MEPs seek wider naming ban.' 27 Aug 2026. https://www.foodingredientsfirst.com/news/eu-plant-based-burger-ban.html,EU 'veggie burger' fight returns as MEPs seek wider naming ban,Food Ingredients First,27 Aug 2026,https://www.foodingredientsfirst.com/news/eu-plant-based-burger-ban.html,,trade press,2026-09-25,"Regulation (EU) 2026/1739 published 29 Jul 2026, in force 18 Aug 2026, meat-designation provisions apply from 19 Aug 2029; new amendments in post-2027 CMO reform.",wave10,working-papers/wave10/prologue-C-international-landscape.md
PRC-22,PRC,PROLOGUE,European Vegetarian Union. 'European Parliament to vote on veggie burger ban for the third time.' 26 Aug 2026. https://www.euroveg.eu/veggie-burger-ban-third-time/,European Parliament to vote on 'veggie burger ban' for the third time,European Vegetarian Union,26 Aug 2026,https://www.euroveg.eu/veggie-burger-ban-third-time/,,advocacy,2026-09-25,Gives February 2026 for the provisional agreement and 19 Aug 2026 for entry into force (differs by one day from PRC-21); AGRI debate 2 Sep 2026.,wave10,working-papers/wave10/prologue-C-international-landscape.md
PRC-23,PRC,PROLOGUE,Nationaal Groeifonds. 'Cellulaire Agricultuur' project page. https://www.nationaalgroeifonds.nl/overzicht-lopende-projecten/thema-landbouw-voedsel-en-land-en-watergebruik/cellulaire-agricultuur,Cellulaire Agricultuur,Nationaal Groeifonds (Dutch government),undated,https://www.nationaalgroeifonds.nl/overzicht-lopende-projecten/thema-landbouw-voedsel-en-land-en-watergebruik/cellulaire-agricultuur,,gov/statistics,2026-09-25,"EUR 60 million, round 2, programme 2023 to 2031; aims (training, knowledge, scale-up facilities).",wave10,working-papers/wave10/prologue-C-international-landscape.md
PRC-24,PRC,PROLOGUE,TU Delft. 'National Growth Fund finances Cellular Agriculture.' 15 Apr 2022. https://www.tudelft.nl/en/2022/tnw/national-growth-fund-finances-cellular-agriculture,National Growth Fund finances Cellular Agriculture,Delft University of Technology,15 Apr 2022,https://www.tudelft.nl/en/2022/tnw/national-growth-fund-finances-cellular-agriculture,,press,2026-09-25,University news. Funding described as conditional in April 2022.,wave10,working-papers/wave10/prologue-C-international-landscape.md
PRC-25,PRC,PROLOGUE,UK Research and Innovation. 'National alternative protein innovation centre launches.' 28 Aug 2024. https://www.ukri.org/news/national-alternative-protein-innovation-centre-launches/,National alternative protein innovation centre launches,UK Research and Innovation,28 Aug 2024,https://www.ukri.org/news/national-alternative-protein-innovation-centre-launches/,,gov/statistics,2026-09-25,"NAPIC: GBP 15 million from UKRI (BBSRC and Innovate UK), led by University of Leeds, five years.",wave10,working-papers/wave10/prologue-C-international-landscape.md
PRC-26,PRC,PROLOGUE,"Imperial College London. 'Imperial co-launches UK centre for tasty, affordable meat alternatives.' Aug 2024. https://www.imperial.ac.uk/news/255699/imperial-co-launches-uk-centre-tasty-affordable/","Imperial co-launches UK centre for tasty, affordable meat alternatives",Imperial College London,Aug 2024,https://www.imperial.ac.uk/news/255699/imperial-co-launches-uk-centre-tasty-affordable/,,press,2026-09-25,University news. NAPIC: GBP 15 million UKRI plus GBP 19.3 million co-investment from over 100 stakeholders; trade press headline figure GBP 38 million.,wave10,working-papers/wave10/prologue-C-international-landscape.md
PRC-27,PRC,PROLOGUE,Imperial College London. 'Bezos Centre for Sustainable Protein launches at Imperial with \$30m funding.' 24 Jun 2024. https://www.imperial.ac.uk/news/254353/bezos-centre-sustainable-protein-launches-imperial/,Bezos Centre for Sustainable Protein launches at Imperial with \$30m funding,Imperial College London,24 Jun 2024,https://www.imperial.ac.uk/news/254353/bezos-centre-sustainable-protein-launches-imperial/,,press,2026-09-25,"University news. USD 30 million from the Bezos Earth Fund, part of a USD 100 million commitment; second Bezos centre after NC State.",wave10,working-papers/wave10/prologue-C-international-landscape.md
PRC-28,PRC,PROLOGUE,"Federal Register. 'Additional Rescissions of Harmful Executive Orders and Actions.' 90 FR 13037, 20 Mar 2025. https://www.federalregister.gov/documents/2025/03/20/2025-04866/additional-rescissions-of-harmful-executive-orders-and-actions",Additional Rescissions of Harmful Executive Orders and Actions,Executive Office of the President (Federal Register),20 Mar 2025,https://www.federalregister.gov/documents/2025/03/20/2025-04866/additional-rescissions-of-harmful-executive-orders-and-actions,,gov/statistics,2026-09-25,Section (k) revokes Executive Order 14081 of 12 Sep 2022 (bioeconomy).,wave10,working-papers/wave10/prologue-C-international-landscape.md
PRC-29,PRC,PROLOGUE,"CPC Central Committee and State Council. 中共中央 国务院关于进一步深化农村改革 扎实推进乡村全面振兴的意见 (2025 No. 1 Central Document), dated 1 Jan 2025, released 23 Feb 2025. Full text via 12371.gov.cn. https://m.12371.gov.cn/content/2025-02/23/content_484970.html",2025年中央一号文件 (Opinions on further deepening rural reform and advancing comprehensive rural revitalisation),CPC Central Committee; State Council of China,23 Feb 2025,https://m.12371.gov.cn/content/2025-02/23/content_484970.html,,gov/statistics,2026-09-25,Section (8) 构建多元化食物供给体系; sentence 培育发展生物农业，开拓新型食品资源.,wave10,working-papers/wave10/prologue-C-international-landscape.md
PRC-30,PRC,PROLOGUE,Chinese Academy of Sciences. '我国首次实现从一氧化碳到蛋白质的合成' (China achieves protein synthesis from carbon monoxide for the first time). 1 Nov 2021. https://www.cas.cn/kj/202111/t20211101_4811816.shtml,我国首次实现从一氧化碳到蛋白质的合成,Chinese Academy of Sciences,1 Nov 2021,https://www.cas.cn/kj/202111/t20211101_4811816.shtml,,gov/statistics,2026-09-25,"Clostridium autoethanogenum protein: MARA new feed certificate August 2021, No. (2021) 01; 10,000 t-level capacity.",wave10,working-papers/wave10/prologue-C-international-landscape.md
PRC-31,PRC,PROLOGUE,"Asia Food Journal. 'String Bio achieves GRAS status for novel microbial protein ingredient, PRO-DG.' 30 Jul 2024. https://asiafoodjournal.com/string-bio-achieves-gras-status-for-novel-microbial-protein-ingredient-pro-dg/","String Bio achieves GRAS status for novel microbial protein ingredient, PRO-DG",Asia Food Journal,30 Jul 2024,https://asiafoodjournal.com/string-bio-achieves-gras-status-for-novel-microbial-protein-ingredient-pro-dg/,,trade press,2026-09-25,Self-determined GRAS by an expert panel (not an FDA letter) for US crustacean feed; about 70% protein from methanotrophs. Company claim relayed.,wave10,working-papers/wave10/prologue-C-international-landscape.md
PRC-32,PRC,PROLOGUE,The Fish Site. 'String Bio's feed ingredient gets the nod from BioMar.' 13 Sep 2022. https://thefishsite.com/articles/string-bios-feed-ingredient-gets-the-nod-from-biomar,String Bio's feed ingredient gets the nod from BioMar,The Fish Site,13 Sep 2022,https://thefishsite.com/articles/string-bios-feed-ingredient-gets-the-nod-from-biomar,,trade press,2026-09-25,BioMar salmon trials validated PRO-DG as a feed ingredient; no capacity given.,wave10,working-papers/wave10/prologue-C-international-landscape.md
