source_id,citation,title,author_or_publisher,date,url,doi,source_type,accessed,notes
EXP-21,"Skadden, Arps, Slate, Meagher and Flom. US Trade Court Strikes Down Section 122 Tariffs, but Ruling's Fate Is Uncertain and Practical Impact Is Limited. 20 May 2026. https://www.skadden.com/insights/publications/2026/05/us-trade-court-strikes-down-section-122-tariffs",US Trade Court Strikes Down Section 122 Tariffs,"Skadden, Arps, Slate, Meagher and Flom LLP",2026-05-20,https://www.skadden.com/insights/publications/2026/05/us-trade-court-strikes-down-section-122-tariffs,,other,2026-09-24,IEEPA ruling 20 Feb 2026; Section 122 10% from 24 Feb 2026 to 24 Jul 2026; CIT ruling 7 May 2026.
EXP-22,"Office of the United States Trade Representative. Notice of Actions in Section 301 Investigations of Acts, Policies, and Practices of Various Economies Related to the Failure of Each Economy to Impose and Effectively Enforce a Prohibition on the Importation of Goods Produced with Forced Labor. Dockets USTR-2026-0265 and 0266, signed 23 Jul 2026. https://ustr.gov/sites/default/files/files/Press/Releases/2026/FLIP%20301%20Investigation%20Final%20Action%20FRN%207-23-26%20FINAL.pdf",Notice of Actions in Section 301 Investigations (forced labour import prohibitions),Office of the United States Trade Representative,2026-07-23,https://ustr.gov/sites/default/files/files/Press/Releases/2026/FLIP%20301%20Investigation%20Final%20Action%20FRN%207-23-26%20FINAL.pdf,,gov/statistics,2026-09-24,"Primary legal notice read in full text: Vietnam 12.5%; Malaysia, Indonesia, India 10%; Thailand 12.5%; Annex II Part A exempts 0801 coconuts and cashews; effective 24 Jul 2026."
EXP-23,"European Commission, DG TAXUD. TARIC measure information for goods of Vietnamese origin (area VN), reference date 24 Sep 2026, codes 2106102090, 2106909800 series, 2106909200 series, 2202991100 to 2202991900 series, 0801320000, 2008191200 series, 2008199300 series, 1108140000, 3504009000 series, 1902209100 series, 2103100000. https://ec.europa.eu/taxation_customs/dds2/taric/measures.jsp?Lang=en&SimDate=20260924&Area=VN&Taric=2106102000",TARIC measure information (origin Vietnam),"European Commission, DG Taxation and Customs Union",2026-09-23,https://ec.europa.eu/taxation_customs/dds2/taric/measures.jsp?Lang=en&SimDate=20260924&Area=VN&Taric=2106102000,,database,2026-09-24,Third-country duties and EVFTA preferences (regulation D0753/20). Last TARIC update 23 Sep 2026. EVFTA cassava starch quota not checked.
EXP-24,"UK Department for Business and Trade and HMRC. UK Integrated Online Tariff (Trade Tariff API v2), commodities 2106102020, 2106102040, 2106102090, 2106909285, 2106909830, 2202991199, 2202991599, 2202991999, 2008191280, 2008199280, 1902209920, 1902301020, 2103100000, 1602509590. https://www.trade-tariff.service.gov.uk/api/v2/commodities/2106102090",UK Trade Tariff: commodity measures,"UK Government (HMRC, Department for Business and Trade)",2026-09-24,https://www.trade-tariff.service.gov.uk/api/v2/commodities/2106102090,,database,2026-09-24,Third-country duty (UK Global Tariff) and tariff preference for Vietnam (UKVFTA).
EXP-25,"Holst, A. Timeline: What's going on with the EU labelling restrictions for plant-based foods? GFI Europe, published 11 Sep 2026 (modified 15 Sep 2026). https://gfieurope.org/blog/timeline-whats-going-on-with-the-eu-labelling-restrictions-for-plant-based-foods/",Timeline: What's going on with the EU labelling restrictions for plant-based foods?,GFI Europe,2026-09-11,https://gfieurope.org/blog/timeline-whats-going-on-with-the-eu-labelling-restrictions-for-plant-based-foods/,,advocacy,2026-09-24,March 2026 trilogue list of 32 restricted terms; effective 19 Aug 2026; new amendments; AGRI vote Dec 2026. Advocacy source with a stated position.
EXP-26,"EUR-Lex. Judgment of the Court (Seventh Chamber) of 14 June 2017, Verband Sozialer Wettbewerb eV v TofuTown.com GmbH, Case C-422/16, CELEX 62016CJ0422. https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:62016CJ0422",Case C-422/16 TofuTown,Court of Justice of the European Union (via EUR-Lex),2017-06-14,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:62016CJ0422,,gov/statistics,2026-09-24,Only the metadata page was retrieved (full text blocked); substance corroborated by EXP-25. Medium confidence.
EXP-27,"European Commission, DG Environment. Regulation on deforestation-free products. Web page, accessed 24 Sep 2026. https://environment.ec.europa.eu/topics/forests/deforestation/regulation-deforestation-free-products_en",Regulation on deforestation-free products,"European Commission, DG Environment",2026,https://environment.ec.europa.eu/topics/forests/deforestation/regulation-deforestation-free-products_en,,gov/statistics,2026-09-24,Commodities covered; application 30 Dec 2026 (large and medium) and 30 Jun 2027 (micro and small).
EXP-28,"European Commission, DG Environment. Commission updates product scope and tools to support EUDR. 13 Jul 2026. https://environment.ec.europa.eu/news/commission-updates-product-scope-and-tools-support-eudr-2026-07-13_en",Commission updates product scope and tools to support EUDR,"European Commission, DG Environment",2026-07-13,https://environment.ec.europa.eu/news/commission-updates-product-scope-and-tools-support-eudr-2026-07-13_en,,gov/statistics,2026-09-24,Delegated Regulation (EU) 2026/2102 scope changes; no soy-derived food preparations added. Same document as supply study GEO-08.
EXP-29,"Aquaculture Stewardship Council. ASC Feed Standard, version 1.1 (ASC-STD-002), issued 1 May 2025. https://programme-centre.asc-aqua.org/app/uploads/2025/04/ASC-STD-002-ASC-Feed-Standard-V1.1-May-2025.pdf",ASC Feed Standard v1.1,Aquaculture Stewardship Council,2025-05-01,https://programme-centre.asc-aqua.org/app/uploads/2025/04/ASC-STD-002-ASC-Feed-Standard-V1.1-May-2025.pdf,,industry report,2026-09-24,"Standard text read: indicators 1.21.4 and 1.21.5 (GHG), 3.4.5 (species-specific GHG disclosure), 4.1 (marine ingredients), 5.1.2 (DCF cutoff 31 Dec 2020). Superseded by v1.2."
EXP-30,"Aquaculture Stewardship Council. Feed Standard web page, accessed 24 Sep 2026. https://asc-aqua.org/our-standards/feed-standard/",ASC Feed Standard page,Aquaculture Stewardship Council,2026,https://asc-aqua.org/our-standards/feed-standard/,,industry report,2026-09-24,"States v1.1 did not take effect and was superseded by v1.2, released 19 Dec 2025, effective and mandatory 2 Feb 2026."
EXP-31,"VASEP. August 2026 seafood exports: growth slows, momentum continues to pivot to Asia. 15 Sep 2026. https://seafood.vasep.com.vn/total-seafood-trade/news/august-2026-seafood-exports-growth-slows-momentum-continues-to-pivot-to-asia-38177.html","August 2026 seafood exports: growth slows, momentum continues to pivot to Asia",Vietnam Association of Seafood Exporters and Producers (VASEP),2026-09-15,https://seafood.vasep.com.vn/total-seafood-trade/news/august-2026-seafood-exports-growth-slows-momentum-continues-to-pivot-to-asia-38177.html,,industry report,2026-09-24,Jan to Aug 2026 by product and market. Same document as supply study MAC-34.
EXP-32,"VASEP. VASEP and ASC update new standards, address practical challenges for seafood businesses. 22 to 23 Sep 2026. https://seafood.vasep.com.vn/why-buy-seafood/certifications/asc/vasep-and-asc-update-new-standards-address-practical-challenges-for-seafood-businesses-38280.html","VASEP and ASC update new standards, address practical challenges for seafood businesses",VASEP,2026-09-22,https://seafood.vasep.com.vn/why-buy-seafood/certifications/asc/vasep-and-asc-update-new-standards-address-practical-challenges-for-seafood-businesses-38280.html,,industry report,2026-09-24,"20 Vietnamese feed mills in ASC programme (13 certified); Vietnam largest ASC pangasius producer, third in ASC shrimp; 148 mills in 34 countries globally."
EXP-33,"UK Soy Manifesto. Home page and signatory progress, accessed 24 Sep 2026. https://www.uksoymanifesto.uk/",UK Soy Manifesto,UK Soy Manifesto (convened with Efeca and WWF-UK),2026,https://www.uksoymanifesto.uk/,,advocacy,2026-09-24,"Commitment to DCF soy (cutoff 2020 or earlier) by end 2025, covering soy embedded in animal and aquaculture feed; 51 signatories incl. major UK retailers and Seafresh, Lyons Seafoods. Progress date on page garbled."
EXP-34,"Singapore Food Agency. Novel food web page, last updated 27 Aug 2026. https://www.sfa.gov.sg/food-information/novel-food",Novel food,Singapore Food Agency,2026-08-27,https://www.sfa.gov.sg/food-information/novel-food,,gov/statistics,2026-09-24,Definition (less than 20 years history of safe use); pre-market assessment incl. cultivated meat and precision fermentation; approved list dated 14 Aug 2026.
EXP-35,Pew Research Center. Vietnamese in the U.S. Fact Sheet. 1 May 2025. https://www.pewresearch.org/social-trends/fact-sheet/asian-americans-vietnamese-in-the-u-s/,Vietnamese in the U.S. Fact Sheet,Pew Research Center,2025-05-01,https://www.pewresearch.org/social-trends/fact-sheet/asian-americans-vietnamese-in-the-u-s/,,other,2026-09-24,"2.3m Vietnamese Americans (2023 ACS), metro counts, 37% of Vietnamese-alone adults Buddhist. Nonpartisan research organisation."
EXP-36,"Australian Bureau of Statistics. Australia's Population by Country of Birth (latest release, reference date 30 June 2025). https://www.abs.gov.au/statistics/people/population/australias-population-country-birth/latest-release",Australia's Population by Country of Birth,Australian Bureau of Statistics,2026,https://www.abs.gov.au/statistics/people/population/australias-population-country-birth/latest-release,,gov/statistics,2026-09-24,"Vietnam-born estimated resident population 326,630 at 30 Jun 2025."
EXP-37,"Weee! (US online Asian grocer). Search results for vegetarian vietnamese and chay and product pages (3 Mien vegetarian net rolls; Saigon Gourmet vegan chicken jerky; Co Ba Mien Tay vegetarian soup; Happy Elephant vegetarian bao; Cholimex vegetarian oyster sauce; Acecook Hao Hao vegetarian noodles; Bong Mai fermented tofu; Quoc Viet vegetarian pho bases), accessed 24 Sep 2026. https://www.weee.com/en/search?keyword=vegetarian+vietnamese",Weee! product listings (vegetarian Vietnamese),Weee! (Sayweee Inc.),2026-09-24,https://www.weee.com/en/search?keyword=vegetarian+vietnamese,,retailer,2026-09-24,Origin field 'Product of' and prices read from product page data; retailer disclaims accuracy of origin information.
EXP-38,"Au Lac Vegan Food Trade and Manufacture Co., Ltd. About us. Company website, accessed 24 Sep 2026. https://aulac-vegan.com/en/about-us/",About us,Au Lac Vegan Food,undated,https://aulac-vegan.com/en/about-us/,,company,2026-09-24,"Claimed exports to USA, Canada, Australia, Germany, UK; halal, ISO, FSSC 22000. Same URL as supply study ECO-26."
EXP-39,"United Nations Statistics Division. UN Comtrade database, public preview API, reporter Vietnam (704), exports, 2023, HS codes 030617, 071239, 080111, 080119, 080132, 100630, 110290, 110814, 160529, 190230, 190590, 200390, 200819, 210210, 210220, 210390, 210610, 210690, 220299, 230120, 230990, 292241, 292242, 350400, queried 24 Sep 2026. https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&period=2023&cmdCode=210610&flowCode=X","UN Comtrade: Vietnam exports by HS 6-digit code, 2023",United Nations Statistics Division,2026-09-24,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&period=2023&cmdCode=210610&flowCode=X,,database,2026-09-24,Vietnam-reported values; net weights flagged as estimated by Comtrade. Vietnam 2024 data not yet available at HS6 when queried.
EXP-40,"United Nations Statistics Division. UN Comtrade database, public preview API: HS 210610 exports 2024 by China (156), Thailand (764), Malaysia (458), Indonesia (360); HS 210610 imports 2024 by partner for the US (842) and the EU (97, extra-EU), queried 24 Sep 2026. https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=842&period=2024&cmdCode=210610&flowCode=M","UN Comtrade: HS 2106.10 trade of competitors and importers, 2024",United Nations Statistics Division,2026-09-24,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=842&period=2024&cmdCode=210610&flowCode=M,,database,2026-09-24,Reporter-country data; mirror values for Vietnam differ from Vietnam-reported 2023 values (different year and reporter).
EXP-41,"Japan Customs. Japan's Tariff Schedule (Statistical Code for Import) as of April 1, 2026, chapters 20, 21 and 22. https://www.customs.go.jp/english/tariff/2026_04_01/data/e_21.htm","Japan's Tariff Schedule as of April 1, 2026","Japan Customs, Ministry of Finance",2026-04-01,https://www.customs.go.jp/english/tariff/2026_04_01/data/e_21.htm,,gov/statistics,2026-09-24,"Columns parsed programmatically: WTO, Thailand, Viet Nam, CPTPP, RCEP (ASEAN, China, Korea). Column alignment checked against header; treat line-level readings as Medium where rows are complex."
EXP-42,General Statistics Office (NSO) of Vietnam. Xuất khẩu nông sản: Thực trạng và triển vọng năm 2025 (Agricultural exports: status and outlook 2025). 10 Nov 2025. https://www.nso.gov.vn/du-lieu-va-so-lieu-thong-ke/2025/11/xuat-khau-nong-san-thuc-trang-va-trien-vong-nam-2025/,Xuất khẩu nông sản: Thực trạng và triển vọng năm 2025,National Statistics Office of Vietnam,2025-11-10,https://www.nso.gov.vn/du-lieu-va-so-lieu-thong-ke/2025/11/xuat-khau-nong-san-thuc-trang-va-trien-vong-nam-2025/,,gov/statistics,2026-09-24,"10-month 2025 values: seafood USD 9.3bn, fruit and vegetables USD 7.1bn, cashew USD 4.2bn, rice USD 3.7bn (-24.7%)."
EXP-43,"VnEconomy. Xuất khẩu nông lâm thủy sản vượt 64 tỷ USD, nhiều mặt hàng chủ lực lập kỷ lục mới (11-month 2025 exports). 4 Dec 2025. https://vneconomy.vn/xuat-khau-nong-lam-thuy-san-vuot-64-ty-usd-nhieu-mat-hang-chu-luc-lap-ky-luc-moi.htm","Xuất khẩu nông lâm thủy sản vượt 64 tỷ USD, nhiều mặt hàng chủ lực lập kỷ lục mới",VnEconomy (Ministry data),2025-12-04,https://vneconomy.vn/xuat-khau-nong-lam-thuy-san-vuot-64-ty-usd-nhieu-mat-hang-chu-luc-lap-ky-luc-moi.htm,,press,2026-09-24,"11-month 2025: rice 7.5 Mt, USD 3.83bn; cashew 698,100 t, USD 4.76bn; fruit and vegetables USD 7.91bn (China 64.1%); seafood USD 10.38bn."
EXP-44,"AgFunderNews. Plant-based meat by numbers: Grim reading for the US retail market, brighter spots in foodservice and globally. 16 May 2025. https://agfundernews.com/plant-based-meat-by-numbers-grim-reading-for-the-us-retail-market-brighter-spots-in-foodservice-and-globally",Plant-based meat by numbers,"AgFunderNews (citing SPINS, Circana, GFI, PBFA, Euromonitor)",2025-05-16,https://agfundernews.com/plant-based-meat-by-numbers-grim-reading-for-the-us-retail-market-brighter-spots-in-foodservice-and-globally,,press,2026-09-24,US 2024 plant-based meat USD 1.2bn (-7%); assortment 9.7 items per store (-31% since 2021); US foodservice 2024; global 2024 USD 6.1bn.
EXP-45,"US Food and Drug Administration. Generally Recognized as Safe (GRAS). Web page, updated 10 Aug 2026. https://www.fda.gov/food/food-ingredients-packaging/generally-recognized-safe-gras",Generally Recognized as Safe (GRAS),US Food and Drug Administration,2026-08-10,https://www.fda.gov/food/food-ingredients-packaging/generally-recognized-safe-gras,,gov/statistics,2026-09-24,Proposed rule on GRAS oversight 10 Aug 2026 (docket FDA-2025-N-3262).
EXP-46,"European Commission, DG SANTE. Novel food. Web page, accessed 24 Sep 2026. https://food.ec.europa.eu/food-safety/novel-food_en",Novel food,"European Commission, DG Health and Food Safety",2026,https://food.ec.europa.eu/food-safety/novel-food_en,,gov/statistics,2026-09-24,Definition (not consumed significantly before 15 May 1997); consultation procedure (Implementing Regulation 2018/456); Union list.
EXP-47,"European Commission, DG Trade. EU trade relations with Thailand. Web page, accessed 24 Sep 2026. https://policy.trade.ec.europa.eu/eu-trade-relationships-country-and-region/countries-and-regions/thailand_en",EU trade relations with Thailand,"European Commission, DG Trade",2026,https://policy.trade.ec.europa.eu/eu-trade-relationships-country-and-region/countries-and-regions/thailand_en,,gov/statistics,2026-09-24,"FTA negotiations relaunched March 2023, still being negotiated."
EXP-48,"European Commission, DG Trade. EU trade relations with Indonesia. Web page, accessed 24 Sep 2026. https://policy.trade.ec.europa.eu/eu-trade-relationships-country-and-region/countries-and-regions/indonesia_en",EU trade relations with Indonesia,"European Commission, DG Trade",2026,https://policy.trade.ec.europa.eu/eu-trade-relationships-country-and-region/countries-and-regions/indonesia_en,,gov/statistics,2026-09-24,CEPA negotiations finalised 23 Sep 2025; presented to Council 29 Jun 2026; not in force.
EXP-49,Vinh Hoan Corporation. Website pages: home page; VINH Wellness: Single-sourced collagen peptides and gelatin; Vinh Hoan's Two Newest Products Retailers Won't Want to Miss (9 Apr 2026); What we're bringing to Thaifex Anuga 2026 (29 Apr 2026). https://www.vinhhoan.com/,"Vinh Hoan website (products, Vinh Wellness, news)",Vinh Hoan Corporation,2026-04-29,https://www.vinhhoan.com/,,company,2026-09-24,Company self-description as largest pangasius producer; collagen peptides and gelatin from pangasius; 2026 value-added seafood products.
EXP-50,The Asset. Vinh Hoan strikes insect protein deal with Entobel. 23 Feb 2024. https://www.theasset.com/article-esg/50986/vinh-hoan-strikes-insect-protein-deal-with-entobel,Vinh Hoan strikes insect protein deal with Entobel,The Asset,2024-02-23,https://www.theasset.com/article-esg/50986/vinh-hoan-strikes-insect-protein-deal-with-entobel,,press,2026-09-24,"Partly paywalled; offtake at least 15,000 t, 2025 to 2027, for pangasius feed. Same URL as supply study ECO-05. Cited as incumbent benchmark only."
EXP-51,"GFI APAC. Industry web page, accessed 24 Sep 2026. https://gfi-apac.org/industry/",Industry,GFI APAC,2026,https://gfi-apac.org/industry/,,advocacy,2026-09-24,Quotes a DuPont projection of 200% plant-based meat demand growth in Thailand and China 2020 to 2025; used only as a rejected claim.
