source_id,citation,title,author_or_publisher,date,url,doi,source_type,accessed,notes
FTR-11,"Thuế thành phố Cần Thơ. Công văn 2846/CTH-QLDN1 về chính sách thuế tiêu thụ đặc biệt, 20 Apr 2026, to Suntory PepsiCo Vietnam (Can Tho branch).",Công văn 2846/CTH-QLDN1 năm 2026,Can Tho City Tax Office,2026-04-20,https://thuvienphapluat.vn/cong-van/Thue-Phi-Le-Phi/Cong-van-2846-CTH-QLDN1-2026-chinh-sach-thue-tieu-thu-dac-biet-Can-Tho-704471.aspx,,gov/statistics,2026-09-25,Restates the law for a soft-drink maker; no plant milks named.
FTR-12,"General Department of Customs. Công văn 46146/CHQ-NVTHQ thực hiện Luật 66/2025/QH15, 31 Dec 2025, to regional customs offices.",Công văn 46146/CHQ-NVTHQ năm 2025,Customs of Viet Nam,2025-12-31,https://thuvienphapluat.vn/cong-van/Thue-Phi-Le-Phi/Cong-van-46146-CHQ-NVTHQ-2025-thuc-hien-Luat-66-2025-QH15-688350.aspx,,gov/statistics,2026-09-25,Restates the rates for imports; names no HS codes and no sugar test.
FTR-13,"Thư Viện Pháp Luật official-letter (Công văn) searches for ""sữa đậu nành"" and ""nước giải khát hàm lượng đường"", run 25 Sep 2026.",Công văn search results,Thư Viện Pháp Luật,2026-09-25,https://thuvienphapluat.vn/page/tim-van-ban.aspx?keyword=s%E1%BB%AFa%20%C4%91%E1%BA%ADu%20n%C3%A0nh&type=3&match=True&area=0,,database,2026-09-25,"Clean negative: no official letter found on excise treatment of soy, nut or cereal milks. Soy-milk letters found concern VAT (2012, 2017), customs classification of a soy-milk line (2016) and essential goods (2021)."
FTR-14,"Vietnam Beer Alcohol Beverage Association. Các hiệp hội góp ý Thuế TTĐB cần phù hợp để đảm bảo mục tiêu tăng trưởng kinh tế, 9 Mar 2025.",Các hiệp hội góp ý Thuế TTĐB cần phù hợp để đảm bảo mục tiêu tăng trưởng kinh tế,VBA,2025-03-09,https://vba.com.vn/cac-hiep-hoi-gop-y-thue-ttdb-can-phu-hop-de-dam-bao-muc-tieu-tang-truong-kinh-te.html,,advocacy,2026-09-25,"VCCI, VBA, VTCA and VAFIE asked not to add sugary drinks yet, or to delay to 2028 with 5% steps. No mention of plant milks (clean negative in the page read)."
FTR-15,"Vietnam Beer Alcohol Beverage Association. Báo cáo đánh giá tác động kinh tế của dự thảo thuế tiêu thụ đặc biệt đối với nước giải khát có đường, 25 Mar 2025.",Báo cáo đánh giá tác động kinh tế của dự thảo thuế TTĐB đối với nước giải khát có đường,VBA,2025-03-25,https://vba.com.vn/bao-cao-danh-gia-tac-dong-kinh-te-cua-du-thao-thue-tieu-thu-dac-biet-doi-voi-nuoc-giai-khat-co-duong.html,,advocacy,2026-09-25,Page only; report body not visible; no plant-milk mention on the page.
FTR-16,"QNS. Vinasoy product self-declarations listing pages: VNS sản phẩm công bố năm 2025, năm 2026, and Veyo sản phẩm sữa hạt.",Vinasoy sản phẩm công bố (listing pages),Quang Ngai Sugar JSC (QNS),2025 to 2026,https://www.qns.com.vn/vns-san-pham-cong-bo-nam-2025,,company,2026-09-25,Also https://www.qns.com.vn/vns-san-pham-cong-bo-nam-2026 and https://www.qns.com.vn/veyo-san-pham-sua-hat. 14 Fami and 9 Veyo declaration files listed.
FTR-17,"QNS. Bản tự công bố sản phẩm số 08NS/QNS/2025: Sữa đậu nành Fami Nguyên Chất Ít Đường, 10 Feb 2025 (with label artwork and test reports).",Bản tự công bố sản phẩm 08NS/QNS/2025,QNS (Vinasoy),2025-02-10,https://www.qns.com.vn/upload/product/1-tcb-08ns-sdn-fami-nc-it-duong-1750930457.pdf,,company,2026-09-25,"Ingredients: soybean extract 50%, water, sugar 5.8%. 30% less sugar than Fami Nguyên Chất. Declared under QCVN 6-2:2010/BYT, QCVN 8-1 and 8-2:2011/BYT, TCVN 12443:2018 and TCCS 08:2025/NS-QNS. Label per 100 ml: 50 kcal, protein 2.5 g, fat 1.4 g, carbohydrate 6.7 g, total sugar 6.5 g (low-resolution image; energy-consistent)."
FTR-18,"QNS. Bản tự công bố sản phẩm 10NS: Sữa đậu nành Fami Nguyên Chất, 2025.",Bản tự công bố sản phẩm 10NS (Fami Nguyên Chất),QNS (Vinasoy),2025,https://www.qns.com.vn/upload/product/1-tcb-10ns-sdn-fami-nguyen-chat-1782466477.pdf,,company,2026-09-25,"Ingredients: water, soybean extract 44%, sugar 8.5%. Label per 100 ml: 59 kcal, protein 2.2 g, fat 1.3 g, carbohydrate 9.4 g, total sugars 9.3 g (bilingual label, OCR). QCVN 6-2:2010/BYT; TCVN 12443:2018."
FTR-19,"QNS. Bản tự công bố sản phẩm 12NS: Sữa đậu nành Fami Canxi, 20 Feb 2025.",Bản tự công bố sản phẩm 12NS (Fami Canxi),QNS (Vinasoy),2025-02-20,https://www.qns.com.vn/upload/product/1-tcb-12ns-sdn-fami-canxi-1782466477.pdf,,company,2026-09-25,"Soybean extract 40%, sugar 8.5%. Label: 58 kcal, protein 2.0 g, carbohydrate 9.4 g per 100 ml. QCVN 6-2:2010/BYT; TCVN 12443:2018."
FTR-20,"QNS. Bản tự công bố sản phẩm số 13NS/QNS/2025: Sữa đậu nành Fami Canxi Ít Đường, 20 Feb 2025.",Bản tự công bố sản phẩm 13NS/QNS/2025,QNS (Vinasoy),2025-02-20,https://www.qns.com.vn/upload/product/1-tcb-13ns-sdn-fami-canxi-it-duong-1750930564.pdf,,company,2026-09-25,"Declared as ""Thực phẩm bổ sung"". Soybean extract 50%, sugar 5.8%, calcium 0.18%. 30% less sugar than Fami Canxi. QCVN 6-2:2010/BYT; TCVN 12443:2018. Label total sugar illegible."
FTR-21,"QNS. Bản tự công bố sản phẩm 18NS: Fami Nguyên Chất vị Đường đen, 2025.",Bản tự công bố sản phẩm 18NS (2025),QNS (Vinasoy),2025,https://www.qns.com.vn/upload/product/1-tcb-18ns-sdn-fami-nguyen-chat-vi-duong-den-1782466581.pdf,,company,2026-09-25,"Label: 62 kcal, protein 2.2 g, total sugar 9.3 g per 100 ml (OCR). Brown sugar 1.3%."
FTR-22,"QNS. Bản tự công bố sản phẩm 18NS: Fami Nguyên Chất vị Đường đen, 30 Jun 2026 re-declaration.",Bản tự công bố sản phẩm 18NS (2026),QNS (Vinasoy),2026-06-30,https://www.qns.com.vn/upload/product/1-tcb-18ns-sdn-fami-ng-vi-duong-den-1786694980.pdf,,company,2026-09-25,"Label: 62 kcal, protein 2.2 g, carbohydrate 9.5 g, total sugar 9.0 g per 100 ml (OCR). Shelf life 8 months (was 6). Same standards."
FTR-23,"QNS. Bản tự công bố sản phẩm 29: Sữa đậu nành Fami Green Soy rất ít đường, 20 Jan 2025.",Bản tự công bố sản phẩm 29 (Fami Green Soy rất ít đường),QNS (Vinasoy),2025-01-20,https://www.qns.com.vn/upload/product/1-tcb-29-sdn-fami-green-soy-rat-it-duong-1782466659.pdf,,company,2026-09-25,"Ground whole-soybean 96.2%, sugar 3.5%. Label: 43 kcal, protein 2.5 g, carbohydrate 4.1 g, total sugar 3.9 g per 100 ml (OCR)."
FTR-24,"QNS. Bản tự công bố sản phẩm 28: Sữa đậu nành Fami Green Soy không bổ sung đường, 20 Jan 2025.",Bản tự công bố sản phẩm 28 (Fami Green Soy không bổ sung đường),QNS (Vinasoy),2025-01-20,https://www.qns.com.vn/upload/product/1-tcb-28-sdn-fami-green-soy-khong-bo-sung-duong-1782466659.pdf,,company,2026-09-25,"Ground whole-soybean 99.6%, no added sugar."
FTR-25,"QNS. Bản tự công bố sản phẩm 06NS: Sữa đậu nành Fami Go vị đậu đỏ nếp cẩm, 10 Feb 2025.",Bản tự công bố sản phẩm 06NS (Fami Go),QNS (Vinasoy),2025-02-10,https://www.qns.com.vn/upload/product/1-tcb-06ns-sdn-fami-go-vi-dau-do-nep-cap-1782466147.pdf,,company,2026-09-25,"Label: 80 kcal, protein 3.2 g, carbohydrate 9.3 g, total sugar 8.5 g per 100 ml (OCR)."
FTR-26,"QNS. Bản tự công bố sản phẩm 31: Thực phẩm bổ sung Veyo Sữa hạt yến mạch, 20 Jan 2025.",Bản tự công bố sản phẩm 31 (Veyo oat),QNS (Vinasoy),2025-01-20,https://www.qns.com.vn/upload/product/1-tcb-31-veyo-sua-hat-yen-mach-1766457327.pdf,,company,2026-09-25,"Oat drink 97%, brown-rice oil, barley-malt extract; no added sugar. Label: 61 kcal, protein 1.0 g, fat 2.3 g, carbohydrate 8.9 g, total sugar 4.4 or 6.4 g (illegible). QCVN 6-2:2010/BYT; no TCVN."
FTR-27,"QNS. Bản tự công bố sản phẩm 32: Thực phẩm bổ sung Veyo Sữa hạt 5 loại cao cấp, 20 Jan 2025.",Bản tự công bố sản phẩm 32 (Veyo 5 nuts),QNS (Vinasoy),2025-01-20,https://www.qns.com.vn/upload/product/1-tcb-32-veyo-sua-hat-5-loai-cao-cap-1766457361.pdf,,company,2026-09-25,"Nut milk 97% (oat, macadamia, cashew, walnut, almond), sugar. Label: 70 kcal, protein 1.1 g, fat 3.2 g, carbohydrate 8.9 g, total sugar 6.5 or 8.5 g (illegible). QCVN 6-2:2010/BYT."
FTR-28,"QNS. Bản tự công bố sản phẩm 37NS: Veyo Sữa hạt Smarty yến mạch óc chó vị sữa, 16 Jun 2025.",Bản tự công bố sản phẩm 37NS (Veyo Smarty),QNS (Vinasoy),2025-06-16,https://www.qns.com.vn/upload/product/1-tcb-37ns-veyo-sua-hat-smarty-yen-mach-oc-cho-vi-sua-1766457473.pdf,,company,2026-09-25,"Oat-walnut milk 90%, sugar, pea protein, DHA. Label: protein 1.2 g, total sugar 7.3 g per 100 ml (OCR)."
FTR-29,"QNS. Bản tự công bố sản phẩm 33: Veyo sữa hạt lên men tự nhiên vị nguyên bản ít đường, 10 Jun 2026 re-declaration.",Bản tự công bố sản phẩm 33 (2026),QNS (Vinasoy),2026-06-10,https://www.qns.com.vn/upload/product/1-tcb-33-ns-veyo-shlmtn-vi-nguyen-ban-it-duong-1783907303.pdf,,company,2026-09-25,Fermented oat-based nut milk with pea protein; 26% less sugar than the strawberry variant; QCVN 6-2:2010/BYT. Nutrition values not legible.
FTR-30,"Oatly. Oat Drink Barista Edition 1L, UK product page.",Oat Drink Barista Edition,Oatly AB,accessed 2026-09-25,https://www.oatly.com/en-gb/products/oat-drink/oat-drink-barista-edition-1l,,company,2026-09-25,"Per 100 ml: 61 kcal, fat 3.0 g, carbohydrate 7.1 g, of which sugars 3.4 g, protein 1.1 g."
FTR-31,"Prime Minister. Quyết định 309/QĐ-TTg phê duyệt Chiến lược phát triển ngành sữa giai đoạn đến năm 2030, tầm nhìn đến năm 2045, 23 Feb 2026. Full text on Thư Viện Pháp Luật.",Quyết định 309/QĐ-TTg năm 2026,Prime Minister of Viet Nam,2026-02-23,https://thuvienphapluat.vn/van-ban/The-thao-Y-te/Quyet-dinh-309-QD-TTg-2026-phe-duyet-Chien-luoc-phat-trien-nganh-sua-giai-doan-den-2030-695655.aspx,,gov/statistics,2026-09-25,"Full text searched: no ""thực vật"", ""hạt"", ""đậu nành"", ""đường"" or ""tiêu thụ đặc biệt"". MOIT leads. School milk: ""chỉ sử dụng nguồn sữa tươi"". Fiscal tools listed: corporate income tax, import-export tax policy, land fees, VAT. 40 litres per person by 2030, about 100 by 2045."
FTR-32,"Ministry of Industry and Trade. Vietnam National Trade Repository (VNTR), tariff information and FTA schedules by HS code (search pages and api/v1/commodity/tariff), queried 25 Sep 2026 for 07133190, 11090000, 12081000, 21022010, 21022090, 21021000, 21061000, 21069019, 21069099, 22029920, 22029950, 22029990, 23040010, 23040090, 35040000.",Vietnam National Trade Repository: tariff schedules,Ministry of Industry and Trade,accessed 2026-09-25,https://vntr.moit.gov.vn/search?t=good&v=21061000&id=21061000,,database,2026-09-25,"Year-by-year rates under ACFTA, AKFTA, VKFTA, RCEP (China, ASEAN, Korea, Australia), CPTPP, EVFTA; ATIGA year data only to 2022 with final rate 0%. MFN column is out of date for lines amended in 2025 (e.g. almonds 0802.12.90 still 10%), so MFN rates were used only for lines no amendment touched."
FTR-33,"Government. Nghị định 118/2022/NĐ-CP về Biểu thuế nhập khẩu ưu đãi đặc biệt của Việt Nam để thực hiện Hiệp định Thương mại hàng hóa ASEAN, Trung Quốc giai đoạn 2022 đến 2027, 30 Dec 2022.",Nghị định 118/2022/NĐ-CP (ACFTA 2022 to 2027),Government of Viet Nam,2022-12-30,https://thuvienphapluat.vn/van-ban/Thuong-mai/Nghi-dinh-118-2022-ND-CP-Bieu-thue-nhap-khau-uu-dai-dac-biet-Viet-Nam-ASEAN-Trung-Quoc-548788.aspx,,gov/statistics,2026-09-25,"Articles read (Form E certificate of origin; ""*"" marks lines not eligible). Schedule appendix not rendered; line rates taken from FTR-32."
FTR-34,"Government. Nghị định 144/2024/NĐ-CP sửa đổi Nghị định 26/2023/NĐ-CP, 1 Nov 2024.",Nghị định 144/2024/NĐ-CP,Government of Viet Nam,2024-11-01,https://thuvienphapluat.vn/van-ban/Thue-Phi-Le-Phi/Nghi-dinh-144-2024-ND-CP-sua-doi-Nghi-dinh-26-2023-ND-CP-Bieu-thue-xuat-khau-630029.aspx,,gov/statistics,2026-09-25,"Changes MFN rates on 2304, 2404 and 8543.40.00 only; none of 1109, 1208, 2106, 2202, 3504."
FTR-35,"Government. Nghị định 108/2025/NĐ-CP sửa đổi Nghị định 26/2023/NĐ-CP, 19 May 2025.",Nghị định 108/2025/NĐ-CP,Government of Viet Nam,2025-05-19,https://thuvienphapluat.vn/van-ban/Xuat-nhap-khau/Nghi-dinh-108-2025-ND-CP-sua-doi-Nghi-dinh-26-2023-ND-CP-Bieu-thue-xuat-khau-657488.aspx,,gov/statistics,2026-09-25,Export duty on cement clinker only.
FTR-36,"Government. Nghị định 72/2026/NĐ-CP sửa đổi mức thuế suất thuế nhập khẩu ưu đãi đối với xăng dầu và nguyên liệu, 9 Mar 2026.",Nghị định 72/2026/NĐ-CP,Government of Viet Nam,2026-03-09,https://thuvienphapluat.vn/van-ban/Xuat-nhap-khau/Nghi-dinh-72-2026-ND-CP-sua-doi-muc-thue-suat-thue-nhap-khau-uu-dai-xang-dau-theo-26-2023-ND-CP-696878.aspx,,gov/statistics,2026-09-25,Chapters 27 and 29 only (fuels and feedstocks). Decrees 260/2025 and 201/2026 amend export duties only (titles via REG2-22 search).
FTR-37,"Government. Nghị định 174/2025/NĐ-CP quy định chính sách giảm thuế giá trị gia tăng theo Nghị quyết 204/2025/QH15, 30 Jun 2025.",Nghị định 174/2025/NĐ-CP,Government of Viet Nam,2025-06-30,https://thuvienphapluat.vn/van-ban/Thue-Phi-Le-Phi/Nghi-dinh-174-2025-ND-CP-chinh-sach-giam-thue-gia-tri-gia-tang-theo-Nghi-quyet-204-2025-QH15-663151.aspx,,gov/statistics,2026-09-25,8% instead of 10% from 1 Jul 2025 to 31 Dec 2026; goods subject to excise (except petrol) excluded (Appendix II). Closes the end-date question left open in COST-25.
FTR-38,"UN Comtrade public API: Viet Nam-reported imports from China (CIF) and China-reported exports to Viet Nam (FOB), HS 110900, 210610, 350400, 2023. Queried 25 Sep 2026.","Viet Nam and China mirror trade in protein ingredients, 2023",United Nations Statistics Division (UN Comtrade),2023 data; queried 2026-09-25,"https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&partnerCode=156&flowCode=M&period=2023&cmdCode=110900,210610,350400",,database,2026-09-25,"Gluten: VN CIF USD 18.41 million against CN FOB USD 17.85 million (ratio 1.03). 2106.10: USD 9.15 million against 12.63 million; 3504: USD 10.07 million against 16.31 million (Viet Nam-reported values 28 to 38% below, so classification differs). Viet Nam quantities flagged as estimated."
