record_id,caterer,region,price_tier_vnd,menu,slot,dish_vi,lead_source,other_sources,plant_protein_lead,tofu_any,plant_only_dish,textured_soy_or_mock_meat,minced_or_processed_meat,source_ids,evidence_label,confidence,demand_evidence_type,notes
UPL-C011,Viet Dai,South (Binh Duong),20000 to 30000,7-day worker menu,Tue,Cá diêu hồng sốt cà chua,fish,none,no,no,no,no,no,UPL-28,VN-direct,Medium,stated,"caterer's published sample menu dated 2023-11-03; marketing, not a served-menu record"
UPL-C012,Viet Dai,South (Binh Duong),20000 to 30000,7-day worker menu,Tue,Gà chiên mắm,chicken,none,no,no,no,no,no,UPL-28,VN-direct,Medium,stated,"caterer's published sample menu dated 2023-11-03; marketing, not a served-menu record"
UPL-C013,Viet Dai,South (Binh Duong),20000 to 30000,7-day worker menu,Wed,Cotlet sốt cà,pork,none,no,no,no,no,no,UPL-28,VN-direct,Medium,stated,"caterer's published sample menu dated 2023-11-03; marketing, not a served-menu record"
UPL-C014,Viet Dai,South (Binh Duong),20000 to 30000,7-day worker menu,Wed,Đậu hũ nhồi thịt băm,tofu,pork,yes,yes,no,no,yes,UPL-28,VN-direct,Medium,stated,"caterer's published sample menu dated 2023-11-03; marketing, not a served-menu record"
UPL-C015,Viet Dai,South (Binh Duong),20000 to 30000,7-day worker menu,Thu,Thịt bò xào giá đỗ,beef,none,no,no,no,no,no,UPL-28,VN-direct,Medium,stated,"caterer's published sample menu dated 2023-11-03; marketing, not a served-menu record"
UPL-C016,Viet Dai,South (Binh Duong),20000 to 30000,7-day worker menu,Thu,Đậu hũ sốt cà chua,tofu,none,yes,yes,yes,no,no,UPL-28,VN-direct,Medium,stated,"caterer's published sample menu dated 2023-11-03; marketing, not a served-menu record"
UPL-C017,Viet Dai,South (Binh Duong),20000 to 30000,7-day worker menu,Fri,Sườn xào chua ngọt,pork,none,no,no,no,no,no,UPL-28,VN-direct,Medium,stated,"caterer's published sample menu dated 2023-11-03; marketing, not a served-menu record"
UPL-C018,Viet Dai,South (Binh Duong),20000 to 30000,7-day worker menu,Fri,Đậu hũ luộc,tofu,none,yes,yes,yes,no,no,UPL-28,VN-direct,Medium,stated,"caterer's published sample menu dated 2023-11-03; marketing, not a served-menu record"
UPL-C019,Viet Dai,South (Binh Duong),20000 to 30000,7-day worker menu,Fri,Gà kho mắm,chicken,none,no,no,no,no,no,UPL-28,VN-direct,Medium,stated,"caterer's published sample menu dated 2023-11-03; marketing, not a served-menu record"
UPL-C020,Viet Dai,South (Binh Duong),20000 to 30000,7-day worker menu,Sat,Gà xá xíu,chicken,none,no,no,no,no,no,UPL-28,VN-direct,Medium,stated,"caterer's published sample menu dated 2023-11-03; marketing, not a served-menu record"
UPL-C021,Viet Dai,South (Binh Duong),20000 to 30000,7-day worker menu,Sat,Lòng mề xào giá đỗ,chicken,none,no,no,no,no,no,UPL-28,VN-direct,Medium,stated,"caterer's published sample menu dated 2023-11-03; marketing, not a served-menu record"
UPL-C022,Viet Dai,South (Binh Duong),20000 to 30000,7-day worker menu,Sun,Đùi gà chiên,chicken,none,no,no,no,no,no,UPL-28,VN-direct,Medium,stated,"caterer's published sample menu dated 2023-11-03; marketing, not a served-menu record"
UPL-C023,Viet Dai,South (Binh Duong),20000 to 30000,7-day worker menu,Sun,Trứng ốp la,egg,none,no,no,no,no,no,UPL-28,VN-direct,Medium,stated,"caterer's published sample menu dated 2023-11-03; marketing, not a served-menu record"
UPL-C024,Thien Phuc Hieu,"South (Dong Nai, HCMC)",17000,tier sample 17000,option,Cá chi chi chiên giòn,fish,none,no,no,no,no,yes,UPL-29,VN-direct,Medium,stated,"caterer's published sample menu dated 2025-02-15; marketing, not a served-menu record"
UPL-C025,Thien Phuc Hieu,"South (Dong Nai, HCMC)",17000,tier sample 17000,option,Thịt heo luộc,pork,none,no,no,no,no,no,UPL-29,VN-direct,Medium,stated,"caterer's published sample menu dated 2025-02-15; marketing, not a served-menu record"
UPL-C026,Thien Phuc Hieu,"South (Dong Nai, HCMC)",17000,tier sample 17000,option,Thịt bò xào lá lốt,beef,none,no,no,no,no,no,UPL-29,VN-direct,Medium,stated,"caterer's published sample menu dated 2025-02-15; marketing, not a served-menu record"
UPL-C027,Thien Phuc Hieu,"South (Dong Nai, HCMC)",17000,tier sample 17000,option,Trứng cút kho thịt,egg,pork,no,no,no,no,no,UPL-29,VN-direct,Medium,stated,"caterer's published sample menu dated 2025-02-15; marketing, not a served-menu record"
UPL-C028,Thien Phuc Hieu,"South (Dong Nai, HCMC)",18000,tier sample 18000,option,Thịt kho trứng,pork,egg,no,no,no,no,no,UPL-29,VN-direct,Medium,stated,"caterer's published sample menu dated 2025-02-15; marketing, not a served-menu record"
UPL-C029,Thien Phuc Hieu,"South (Dong Nai, HCMC)",18000,tier sample 18000,option,Thịt gà chiên hoặc kho,chicken,none,no,no,no,no,no,UPL-29,VN-direct,Medium,stated,"caterer's published sample menu dated 2025-02-15; marketing, not a served-menu record"
UPL-C030,Thien Phuc Hieu,"South (Dong Nai, HCMC)",18000,tier sample 18000,option,"Cá đồng, cá biển chiên hoặc kho",fish,none,no,no,no,no,no,UPL-29,VN-direct,Medium,stated,"caterer's published sample menu dated 2025-02-15; marketing, not a served-menu record"
UPL-C031,Thien Phuc Hieu,"South (Dong Nai, HCMC)",20000,tier sample 20000,option,Thịt kho củ cải,pork,none,no,no,no,no,no,UPL-29,VN-direct,Medium,stated,"caterer's published sample menu dated 2025-02-15; marketing, not a served-menu record"
UPL-C032,Thien Phuc Hieu,"South (Dong Nai, HCMC)",20000,tier sample 20000,option,Đậu nhồi thịt,tofu,pork,yes,yes,no,no,yes,UPL-29,VN-direct,Medium,stated,"caterer's published sample menu dated 2025-02-15; marketing, not a served-menu record"
UPL-C033,Thien Phuc Hieu,"South (Dong Nai, HCMC)",20000,tier sample 20000,option,Thịt bò xào,beef,none,no,no,no,no,no,UPL-29,VN-direct,Medium,stated,"caterer's published sample menu dated 2025-02-15; marketing, not a served-menu record"
UPL-C034,Thien Phuc Hieu,"South (Dong Nai, HCMC)",20000,tier sample 20000,option,Trứng rán cuộn hành,egg,none,no,no,no,no,no,UPL-29,VN-direct,Medium,stated,"caterer's published sample menu dated 2025-02-15; marketing, not a served-menu record"
UPL-C035,Thien Phuc Hieu,"South (Dong Nai, HCMC)",22000,tier sample 22000,option,Nem rán,pork,none,no,no,no,no,yes,UPL-29,VN-direct,Medium,stated,"caterer's published sample menu dated 2025-02-15; marketing, not a served-menu record"
UPL-C036,Thien Phuc Hieu,"South (Dong Nai, HCMC)",22000,tier sample 22000,option,Mướp đắng nhồi thịt,pork,none,no,no,no,no,yes,UPL-29,VN-direct,Medium,stated,"caterer's published sample menu dated 2025-02-15; marketing, not a served-menu record"
UPL-C037,Thien Phuc Hieu,"South (Dong Nai, HCMC)",22000,tier sample 22000,option,Khoai tây xào thịt,pork,none,no,no,no,no,no,UPL-29,VN-direct,Medium,stated,"caterer's published sample menu dated 2025-02-15; marketing, not a served-menu record"
UPL-C038,Thien Phuc Hieu,"South (Dong Nai, HCMC)",22000,tier sample 22000,option,Đậu phụ tẩm hành,tofu,none,yes,yes,yes,no,no,UPL-29,VN-direct,Medium,stated,"caterer's published sample menu dated 2025-02-15; marketing, not a served-menu record"
UPL-C039,Thien Phuc Hieu,"South (Dong Nai, HCMC)",25000,tier sample 25000,option,Sườn cốt lết rim,pork,none,no,no,no,no,no,UPL-29,VN-direct,Medium,stated,"caterer's published sample menu dated 2025-02-15; marketing, not a served-menu record"
UPL-C040,Thien Phuc Hieu,"South (Dong Nai, HCMC)",25000,tier sample 25000,option,Đậu nhồi thịt,tofu,pork,yes,yes,no,no,yes,UPL-29,VN-direct,Medium,stated,"caterer's published sample menu dated 2025-02-15; marketing, not a served-menu record"
UPL-C041,Thien Phuc Hieu,"South (Dong Nai, HCMC)",25000,tier sample 25000,option,Thịt gà kho,chicken,none,no,no,no,no,no,UPL-29,VN-direct,Medium,stated,"caterer's published sample menu dated 2025-02-15; marketing, not a served-menu record"
UPL-C042,Thien Phuc Hieu,"South (Dong Nai, HCMC)",25000,tier sample 25000,option,Cá cơm chiên,fish,none,no,no,no,no,no,UPL-29,VN-direct,Medium,stated,"caterer's published sample menu dated 2025-02-15; marketing, not a served-menu record"
UPL-C043,Thien Phuc Hieu,"South (Dong Nai, HCMC)",30000,tier sample 30000,option,Gà kho gừng,chicken,none,no,no,no,no,no,UPL-29,VN-direct,Medium,stated,"caterer's published sample menu dated 2025-02-15; marketing, not a served-menu record"
UPL-C044,Thien Phuc Hieu,"South (Dong Nai, HCMC)",30000,tier sample 30000,option,Thịt xào mắm ruốc,pork,none,no,no,no,no,yes,UPL-29,VN-direct,Medium,stated,"caterer's published sample menu dated 2025-02-15; marketing, not a served-menu record"
UPL-C045,Thien Phuc Hieu,"South (Dong Nai, HCMC)",30000,tier sample 30000,option,Cá chiên nước mắm,fish,none,no,no,no,no,no,UPL-29,VN-direct,Medium,stated,"caterer's published sample menu dated 2025-02-15; marketing, not a served-menu record"
UPL-C046,Thien Phuc Hieu,"South (Dong Nai, HCMC)",35000,tier sample 35000,option,Bò xào giá hẹ,beef,none,no,no,no,no,no,UPL-29,VN-direct,Medium,stated,"caterer's published sample menu dated 2025-02-15; marketing, not a served-menu record"
UPL-C047,Thien Phuc Hieu,"South (Dong Nai, HCMC)",35000,tier sample 35000,option,Ếch xào sả ớt,other_animal,none,no,no,no,no,no,UPL-29,VN-direct,Medium,stated,"caterer's published sample menu dated 2025-02-15; marketing, not a served-menu record"
UPL-C048,Thien Phuc Hieu,"South (Dong Nai, HCMC)",35000,tier sample 35000,option,Thịt xào măng,pork,none,no,no,no,no,no,UPL-29,VN-direct,Medium,stated,"caterer's published sample menu dated 2025-02-15; marketing, not a served-menu record"
UPL-C049,Thien Phuc Hieu,"South (Dong Nai, HCMC)",35000,tier sample 35000,option,Cá sapa chiên sốt cà,fish,none,no,no,no,no,no,UPL-29,VN-direct,Medium,stated,"caterer's published sample menu dated 2025-02-15; marketing, not a served-menu record"
UPL-C050,Thien Phuc Hieu,"South (Dong Nai, HCMC)",40000,tier sample 40000,option,Thịt kho tàu,pork,none,no,no,no,no,no,UPL-29,VN-direct,Medium,stated,"caterer's published sample menu dated 2025-02-15; marketing, not a served-menu record"
UPL-C051,Thien Phuc Hieu,"South (Dong Nai, HCMC)",40000,tier sample 40000,option,Ba chỉ nướng,pork,none,no,no,no,no,no,UPL-29,VN-direct,Medium,stated,"caterer's published sample menu dated 2025-02-15; marketing, not a served-menu record"
UPL-C052,Thien Phuc Hieu,"South (Dong Nai, HCMC)",40000,tier sample 40000,option,Bò sốt tiêu đen,beef,none,no,no,no,no,no,UPL-29,VN-direct,Medium,stated,"caterer's published sample menu dated 2025-02-15; marketing, not a served-menu record"
UPL-C053,Thien Phuc Hieu,"South (Dong Nai, HCMC)",40000,tier sample 40000,option,Bò xào bông cải,beef,none,no,no,no,no,no,UPL-29,VN-direct,Medium,stated,"caterer's published sample menu dated 2025-02-15; marketing, not a served-menu record"
UPL-C054,Thien Phuc Hieu,"South (Dong Nai, HCMC)",50000,tier sample 50000,option,Cánh gà chiên nước mắm,chicken,none,no,no,no,no,no,UPL-29,VN-direct,Medium,stated,"caterer's published sample menu dated 2025-02-15; marketing, not a served-menu record"
UPL-C055,Thien Phuc Hieu,"South (Dong Nai, HCMC)",50000,tier sample 50000,option,Thịt kho tiêu,pork,none,no,no,no,no,no,UPL-29,VN-direct,Medium,stated,"caterer's published sample menu dated 2025-02-15; marketing, not a served-menu record"
UPL-C056,Thien Phuc Hieu,"South (Dong Nai, HCMC)",50000,tier sample 50000,option,Bò sốt tiêu đen,beef,none,no,no,no,no,no,UPL-29,VN-direct,Medium,stated,"caterer's published sample menu dated 2025-02-15; marketing, not a served-menu record"
UPL-C057,Thien Phuc Hieu,"South (Dong Nai, HCMC)",50000,tier sample 50000,option,Bò xào bông cải,beef,none,no,no,no,no,no,UPL-29,VN-direct,Medium,stated,"caterer's published sample menu dated 2025-02-15; marketing, not a served-menu record"
UPL-C058,Thien Phuc Hieu,"South (Dong Nai, HCMC)",25000,7-day page sample,option,Cá hú kho cà,fish,none,no,no,no,no,no,UPL-29,VN-direct,Medium,stated,"caterer's published sample menu dated 2025-02-16; marketing, not a served-menu record"
UPL-C059,Thien Phuc Hieu,"South (Dong Nai, HCMC)",25000,7-day page sample,option,Trứng sốt tứ xuyên,egg,none,no,no,no,no,no,UPL-29,VN-direct,Medium,stated,"caterer's published sample menu dated 2025-02-16; marketing, not a served-menu record"
UPL-C060,Thien Phuc Hieu,"South (Dong Nai, HCMC)",25000,7-day page sample,option,Gà nấu la ru,chicken,none,no,no,no,no,no,UPL-29,VN-direct,Medium,stated,"caterer's published sample menu dated 2025-02-16; marketing, not a served-menu record"
UPL-C061,Thien Phuc Hieu,"South (Dong Nai, HCMC)",25000,7-day page sample,option,Cá mó chiên sả,fish,none,no,no,no,no,no,UPL-29,VN-direct,Medium,stated,"caterer's published sample menu dated 2025-02-16; marketing, not a served-menu record"
UPL-C062,Phu My Gold,"South (Ba Ria, Phu My)",30000,week 1 lunch,main or second,Cotlet ram mặn,pork,none,no,no,no,no,no,UPL-30,VN-direct,Medium,stated,"caterer's published sample menu dated 2023-03-14; marketing, not a served-menu record"
UPL-C063,Phu My Gold,"South (Ba Ria, Phu My)",30000,week 1 lunch,main or second,Gà ram lá chanh,chicken,none,no,no,no,no,no,UPL-30,VN-direct,Medium,stated,"caterer's published sample menu dated 2023-03-14; marketing, not a served-menu record"
UPL-C064,Phu My Gold,"South (Ba Ria, Phu My)",30000,week 1 lunch,main or second,Cá basa kho thơm,fish,none,no,no,no,no,no,UPL-30,VN-direct,Medium,stated,"caterer's published sample menu dated 2023-03-14; marketing, not a served-menu record"
UPL-C065,Phu My Gold,"South (Ba Ria, Phu My)",30000,week 1 lunch,main or second,Vịt kho gừng,duck,none,no,no,no,no,no,UPL-30,VN-direct,Medium,stated,"caterer's published sample menu dated 2023-03-14; marketing, not a served-menu record"
UPL-C066,Phu My Gold,"South (Ba Ria, Phu My)",30000,week 1 lunch,main or second,Ba rọi ram sả ớt,pork,none,no,no,no,no,no,UPL-30,VN-direct,Medium,stated,"caterer's published sample menu dated 2023-03-14; marketing, not a served-menu record"
UPL-C067,Phu My Gold,"South (Ba Ria, Phu My)",30000,week 1 lunch,main or second,Cá điêu hồng chưng tương,fish,none,no,no,no,no,no,UPL-30,VN-direct,Medium,stated,"caterer's published sample menu dated 2023-03-14; marketing, not a served-menu record"
UPL-C068,Phu My Gold,"South (Ba Ria, Phu My)",30000,week 1 lunch,main or second,Thịt kho trứng,pork,egg,no,no,no,no,no,UPL-30,VN-direct,Medium,stated,"caterer's published sample menu dated 2023-03-14; marketing, not a served-menu record"
UPL-C069,Phu My Gold,"South (Ba Ria, Phu My)",30000,week 1 lunch,main or second,Đậu hủ tứ xuyên,tofu,pork,yes,yes,no,no,no,UPL-30,VN-direct,Medium,stated,"caterer's published sample menu dated 2023-03-14; marketing, not a served-menu record"
UPL-C070,Phu My Gold,"South (Ba Ria, Phu My)",30000,week 1 lunch,main or second,Cá bạc má chiên giòn,fish,none,no,no,no,no,yes,UPL-30,VN-direct,Medium,stated,"caterer's published sample menu dated 2023-03-14; marketing, not a served-menu record"
UPL-C071,Phu My Gold,"South (Ba Ria, Phu My)",30000,week 1 lunch,main or second,Đậu hủ sốt thịt,tofu,pork,yes,yes,no,no,yes,UPL-30,VN-direct,Medium,stated,"caterer's published sample menu dated 2023-03-14; marketing, not a served-menu record"
UPL-C072,Phu My Gold,"South (Ba Ria, Phu My)",30000,week 1 lunch,main or second,Xúc xích ram hành,pork,none,no,no,no,no,yes,UPL-30,VN-direct,Medium,stated,"caterer's published sample menu dated 2023-03-14; marketing, not a served-menu record"
UPL-C073,Phu My Gold,"South (Ba Ria, Phu My)",30000,week 1 lunch,main or second,Cá lưỡi mèo chiên,fish,none,no,no,no,no,no,UPL-30,VN-direct,Medium,stated,"caterer's published sample menu dated 2023-03-14; marketing, not a served-menu record"
UPL-C074,Phu My Gold,"South (Ba Ria, Phu My)",30000,week 1 lunch,main or second,Trứng cút sốt thịt,egg,pork,no,no,no,no,yes,UPL-30,VN-direct,Medium,stated,"caterer's published sample menu dated 2023-03-14; marketing, not a served-menu record"
UPL-C075,Phu My Gold,"South (Ba Ria, Phu My)",30000,week 1 lunch,main or second,Cá lưỡi mèo chiên sả,fish,none,no,no,no,no,no,UPL-30,VN-direct,Medium,stated,"caterer's published sample menu dated 2023-03-14; marketing, not a served-menu record"
UPL-C076,Phu My Gold,"South (Ba Ria, Phu My)",30000,week 1 afternoon,main or second,Cá sapa kho thơm,fish,none,no,no,no,no,no,UPL-30,VN-direct,Medium,stated,"caterer's published sample menu dated 2023-03-14; marketing, not a served-menu record"
UPL-C077,Phu My Gold,"South (Ba Ria, Phu My)",30000,week 1 afternoon,main or second,Giò heo giả cầy,pork,none,no,no,no,no,yes,UPL-30,VN-direct,Medium,stated,"caterer's published sample menu dated 2023-03-14; marketing, not a served-menu record"
UPL-C078,Phu My Gold,"South (Ba Ria, Phu My)",30000,week 1 afternoon,main or second,Gà kho sả ớt,chicken,none,no,no,no,no,no,UPL-30,VN-direct,Medium,stated,"caterer's published sample menu dated 2023-03-14; marketing, not a served-menu record"
UPL-C079,Phu My Gold,"South (Ba Ria, Phu My)",30000,week 1 afternoon,main or second,Cá sapa kho cà,fish,none,no,no,no,no,no,UPL-30,VN-direct,Medium,stated,"caterer's published sample menu dated 2023-03-14; marketing, not a served-menu record"
UPL-C080,Phu My Gold,"South (Ba Ria, Phu My)",30000,week 1 afternoon,main or second,Gà chiên nước mắm,chicken,none,no,no,no,no,no,UPL-30,VN-direct,Medium,stated,"caterer's published sample menu dated 2023-03-14; marketing, not a served-menu record"
UPL-C081,Phu My Gold,"South (Ba Ria, Phu My)",30000,week 1 afternoon,main or second,Sườn non ram me,pork,none,no,no,no,no,no,UPL-30,VN-direct,Medium,stated,"caterer's published sample menu dated 2023-03-14; marketing, not a served-menu record"
UPL-C082,Phu My Gold,"South (Ba Ria, Phu My)",30000,week 1 afternoon,main or second,Cá lóc kho tiêu,fish,none,no,no,no,no,no,UPL-30,VN-direct,Medium,stated,"caterer's published sample menu dated 2023-03-14; marketing, not a served-menu record"
UPL-C083,Phu My Gold,"South (Ba Ria, Phu My)",30000,week 1 afternoon,main or second,Chả lụa xào đậu que,pork,none,no,no,no,no,yes,UPL-30,VN-direct,Medium,stated,"caterer's published sample menu dated 2023-03-14; marketing, not a served-menu record"
UPL-C084,Phu My Gold,"South (Ba Ria, Phu My)",30000,week 1 afternoon,main or second,Trứng luộc,egg,none,no,no,no,no,no,UPL-30,VN-direct,Medium,stated,"caterer's published sample menu dated 2023-03-14; marketing, not a served-menu record"
UPL-C085,Phu My Gold,"South (Ba Ria, Phu My)",30000,week 1 afternoon,main or second,Tim heo cháy tỏi,pork,none,no,no,no,no,no,UPL-30,VN-direct,Medium,stated,"caterer's published sample menu dated 2023-03-14; marketing, not a served-menu record"
UPL-C086,Phu My Gold,"South (Ba Ria, Phu My)",30000,week 1 afternoon,main or second,Chả lụa kho tiêu,pork,none,no,no,no,no,yes,UPL-30,VN-direct,Medium,stated,"caterer's published sample menu dated 2023-03-14; marketing, not a served-menu record"
UPL-C087,Phu My Gold,"South (Ba Ria, Phu My)",30000,week 1 afternoon,main or second,Thịt xào cải chua,pork,none,no,no,no,no,no,UPL-30,VN-direct,Medium,stated,"caterer's published sample menu dated 2023-03-14; marketing, not a served-menu record"
UPL-C088,Phu My Gold,"South (Ba Ria, Phu My)",30000,week 1 afternoon,main or second,Chả cá ram hành,fish,none,no,no,no,no,no,UPL-30,VN-direct,Medium,stated,"caterer's published sample menu dated 2023-03-14; marketing, not a served-menu record"
UPL-C089,Phu My Gold,"South (Ba Ria, Phu My)",30000,week 1 afternoon,main or second,Trứng luộc,egg,none,no,no,no,no,no,UPL-30,VN-direct,Medium,stated,"caterer's published sample menu dated 2023-03-14; marketing, not a served-menu record"
UPL-C090,Phu My Gold,"South (Ba Ria, Phu My)",30000,week 2 lunch,main or second,Gà kho sả ớt,chicken,none,no,no,no,no,no,UPL-30,VN-direct,Medium,stated,"caterer's published sample menu dated 2023-03-14; marketing, not a served-menu record"
UPL-C091,Phu My Gold,"South (Ba Ria, Phu My)",30000,week 2 lunch,main or second,Thịt ram hành,pork,none,no,no,no,no,no,UPL-30,VN-direct,Medium,stated,"caterer's published sample menu dated 2023-03-14; marketing, not a served-menu record"
UPL-C092,Phu My Gold,"South (Ba Ria, Phu My)",30000,week 2 lunch,main or second,Cá ngừ kho thơm,fish,none,no,no,no,no,no,UPL-30,VN-direct,Medium,stated,"caterer's published sample menu dated 2023-03-14; marketing, not a served-menu record"
UPL-C093,Phu My Gold,"South (Ba Ria, Phu My)",30000,week 2 lunch,main or second,Tôm cháy tỏi,seafood,none,no,no,no,no,no,UPL-30,VN-direct,Medium,stated,"caterer's published sample menu dated 2023-03-14; marketing, not a served-menu record"
UPL-C094,Phu My Gold,"South (Ba Ria, Phu My)",30000,week 2 lunch,main or second,Thịt kho trứng,pork,egg,no,no,no,no,no,UPL-30,VN-direct,Medium,stated,"caterer's published sample menu dated 2023-03-14; marketing, not a served-menu record"
UPL-C095,Phu My Gold,"South (Ba Ria, Phu My)",30000,week 2 lunch,main or second,Cá trê kho gừng,fish,none,no,no,no,no,no,UPL-30,VN-direct,Medium,stated,"caterer's published sample menu dated 2023-03-14; marketing, not a served-menu record"
UPL-C096,Phu My Gold,"South (Ba Ria, Phu My)",30000,week 2 lunch,main or second,Thịt kho tiêu,pork,none,no,no,no,no,no,UPL-30,VN-direct,Medium,stated,"caterer's published sample menu dated 2023-03-14; marketing, not a served-menu record"
UPL-C097,Phu My Gold,"South (Ba Ria, Phu My)",30000,week 2 lunch,main or second,Cá lưỡi chiên sả,fish,none,no,no,no,no,no,UPL-30,VN-direct,Medium,stated,"caterer's published sample menu dated 2023-03-14; marketing, not a served-menu record"
UPL-C098,Phu My Gold,"South (Ba Ria, Phu My)",30000,week 2 lunch,main or second,Đậu hủ nhồi thịt,tofu,pork,yes,yes,no,no,yes,UPL-30,VN-direct,Medium,stated,"caterer's published sample menu dated 2023-03-14; marketing, not a served-menu record"
UPL-C099,Phu My Gold,"South (Ba Ria, Phu My)",30000,week 2 lunch,main or second,Trứng chưng mắm linh,egg,fish,no,no,no,no,no,UPL-30,VN-direct,Medium,stated,"caterer's published sample menu dated 2023-03-14; marketing, not a served-menu record"
UPL-C100,Phu My Gold,"South (Ba Ria, Phu My)",30000,week 2 lunch,main or second,Tim heo xào chua ngọt,pork,none,no,no,no,no,no,UPL-30,VN-direct,Medium,stated,"caterer's published sample menu dated 2023-03-14; marketing, not a served-menu record"
UPL-C101,Phu My Gold,"South (Ba Ria, Phu My)",30000,week 2 lunch,main or second,Cá hường chiên,fish,none,no,no,no,no,no,UPL-30,VN-direct,Medium,stated,"caterer's published sample menu dated 2023-03-14; marketing, not a served-menu record"
UPL-C102,Phu My Gold,"South (Ba Ria, Phu My)",30000,week 2 lunch,main or second,Thịt xào cải chua,pork,none,no,no,no,no,no,UPL-30,VN-direct,Medium,stated,"caterer's published sample menu dated 2023-03-14; marketing, not a served-menu record"
UPL-C103,Phu My Gold,"South (Ba Ria, Phu My)",30000,week 2 lunch,main or second,Trứng luộc,egg,none,no,no,no,no,no,UPL-30,VN-direct,Medium,stated,"caterer's published sample menu dated 2023-03-14; marketing, not a served-menu record"
UPL-C104,Phu My Gold,"South (Ba Ria, Phu My)",30000,week 2 afternoon,main or second,Cá lóc kho tộ,fish,none,no,no,no,no,no,UPL-30,VN-direct,Medium,stated,"caterer's published sample menu dated 2023-03-14; marketing, not a served-menu record"
UPL-C105,Phu My Gold,"South (Ba Ria, Phu My)",30000,week 2 afternoon,main or second,Sườn non hầm bắp Mỹ,pork,none,no,no,no,no,no,UPL-30,VN-direct,Medium,stated,"caterer's published sample menu dated 2023-03-14; marketing, not a served-menu record"
UPL-C106,Phu My Gold,"South (Ba Ria, Phu My)",30000,week 2 afternoon,main or second,Bò xào rau muống,beef,none,no,no,no,no,no,UPL-30,VN-direct,Medium,stated,"caterer's published sample menu dated 2023-03-14; marketing, not a served-menu record"
UPL-C107,Phu My Gold,"South (Ba Ria, Phu My)",30000,week 2 afternoon,main or second,Cá sapa kho cà,fish,none,no,no,no,no,no,UPL-30,VN-direct,Medium,stated,"caterer's published sample menu dated 2023-03-14; marketing, not a served-menu record"
UPL-C108,Phu My Gold,"South (Ba Ria, Phu My)",30000,week 2 afternoon,main or second,Gà chiên nước mắm,chicken,none,no,no,no,no,no,UPL-30,VN-direct,Medium,stated,"caterer's published sample menu dated 2023-03-14; marketing, not a served-menu record"
UPL-C109,Phu My Gold,"South (Ba Ria, Phu My)",30000,week 2 afternoon,main or second,Tôm rim Thái,seafood,none,no,no,no,no,no,UPL-30,VN-direct,Medium,stated,"caterer's published sample menu dated 2023-03-14; marketing, not a served-menu record"
