series,measure,basis,calendar,period,index_mean,index_min,index_max,n_years,years,source_ids,evidence_label,confidence,demand_evidence_type,notes
"China exports to Viet Nam, HS 2106.10",net weight,"China-reported, FOB",Gregorian month,11,0.84,0.43,1.39,6,2019 to 2024,BRD-05; BRD-07,VN-direct,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Viet Nam, HS 2106.10",net weight,"China-reported, FOB",Gregorian month,12,1.52,0.76,3.5,6,2019 to 2024,BRD-05; BRD-07,VN-direct,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Viet Nam, HS 2106.10",net weight,"China-reported, FOB",months from Tet month,-3,1.06,0.43,1.39,5,2019 to 2024,BRD-05; BRD-07,VN-direct,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Viet Nam, HS 2106.10",net weight,"China-reported, FOB",months from Tet month,-2,1.38,0.43,3.5,5,2019 to 2024,BRD-05; BRD-07,VN-direct,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Viet Nam, HS 2106.10",net weight,"China-reported, FOB",months from Tet month,-1,1.16,0.63,2.16,6,2019 to 2024,BRD-05; BRD-07,VN-direct,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Viet Nam, HS 2106.10",net weight,"China-reported, FOB",months from Tet month,0,0.38,0.16,0.7,6,2019 to 2024,BRD-05; BRD-07,VN-direct,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Viet Nam, HS 2106.10",net weight,"China-reported, FOB",months from Tet month,1,0.76,0.44,1.25,6,2019 to 2024,BRD-05; BRD-07,VN-direct,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Viet Nam, HS 2106.10",net weight,"China-reported, FOB",months from Vu Lan month,-3,1.11,0.76,1.6,6,2019 to 2024,BRD-05; BRD-07,VN-direct,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Viet Nam, HS 2106.10",net weight,"China-reported, FOB",months from Vu Lan month,-2,1.32,0.74,2.26,6,2019 to 2024,BRD-05; BRD-07,VN-direct,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Viet Nam, HS 2106.10",net weight,"China-reported, FOB",months from Vu Lan month,-1,1.34,0.62,2.03,6,2019 to 2024,BRD-05; BRD-07,VN-direct,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Viet Nam, HS 2106.10",net weight,"China-reported, FOB",months from Vu Lan month,0,1.03,0.48,2.12,6,2019 to 2024,BRD-05; BRD-07,VN-direct,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Viet Nam, HS 2106.10",net weight,"China-reported, FOB",months from Vu Lan month,1,0.96,0.46,1.46,6,2019 to 2024,BRD-05; BRD-07,VN-direct,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to World, HS 2106.10",net weight,"China-reported, FOB",Gregorian month,1,1.01,0.85,1.23,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to World, HS 2106.10",net weight,"China-reported, FOB",Gregorian month,2,0.76,0.6,0.95,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to World, HS 2106.10",net weight,"China-reported, FOB",Gregorian month,3,1.01,0.88,1.16,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to World, HS 2106.10",net weight,"China-reported, FOB",Gregorian month,4,1.02,0.85,1.4,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to World, HS 2106.10",net weight,"China-reported, FOB",Gregorian month,5,1.12,0.92,1.25,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to World, HS 2106.10",net weight,"China-reported, FOB",Gregorian month,6,1.08,0.91,1.28,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to World, HS 2106.10",net weight,"China-reported, FOB",Gregorian month,7,1.03,0.89,1.14,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to World, HS 2106.10",net weight,"China-reported, FOB",Gregorian month,8,1.02,0.88,1.23,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to World, HS 2106.10",net weight,"China-reported, FOB",Gregorian month,9,0.95,0.72,1.09,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to World, HS 2106.10",net weight,"China-reported, FOB",Gregorian month,10,0.93,0.71,1.27,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to World, HS 2106.10",net weight,"China-reported, FOB",Gregorian month,11,1.05,0.86,1.25,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to World, HS 2106.10",net weight,"China-reported, FOB",Gregorian month,12,1.02,0.84,1.16,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to World, HS 2106.10",net weight,"China-reported, FOB",months from Tet month,-3,1.04,0.71,1.25,5,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to World, HS 2106.10",net weight,"China-reported, FOB",months from Tet month,-2,0.9,0.84,1.0,5,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to World, HS 2106.10",net weight,"China-reported, FOB",months from Tet month,-1,1.1,0.95,1.23,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to World, HS 2106.10",net weight,"China-reported, FOB",months from Tet month,0,0.81,0.6,0.95,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to World, HS 2106.10",net weight,"China-reported, FOB",months from Tet month,1,0.9,0.62,1.16,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to World, HS 2106.10",net weight,"China-reported, FOB",months from Vu Lan month,-3,1.1,0.92,1.25,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to World, HS 2106.10",net weight,"China-reported, FOB",months from Vu Lan month,-2,1.1,0.91,1.28,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to World, HS 2106.10",net weight,"China-reported, FOB",months from Vu Lan month,-1,0.98,0.88,1.11,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to World, HS 2106.10",net weight,"China-reported, FOB",months from Vu Lan month,0,1.02,0.91,1.23,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to World, HS 2106.10",net weight,"China-reported, FOB",months from Vu Lan month,1,0.95,0.72,1.09,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Thailand, HS 2106.10",net weight,"China-reported, FOB",Gregorian month,1,1.16,0.66,1.57,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Thailand, HS 2106.10",net weight,"China-reported, FOB",Gregorian month,2,0.51,0.31,0.89,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Thailand, HS 2106.10",net weight,"China-reported, FOB",Gregorian month,3,0.92,0.67,1.37,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Thailand, HS 2106.10",net weight,"China-reported, FOB",Gregorian month,4,0.98,0.71,1.54,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Thailand, HS 2106.10",net weight,"China-reported, FOB",Gregorian month,5,0.99,0.78,1.14,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Thailand, HS 2106.10",net weight,"China-reported, FOB",Gregorian month,6,1.0,0.45,1.72,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Thailand, HS 2106.10",net weight,"China-reported, FOB",Gregorian month,7,1.19,0.73,1.96,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Thailand, HS 2106.10",net weight,"China-reported, FOB",Gregorian month,8,0.94,0.7,1.29,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Thailand, HS 2106.10",net weight,"China-reported, FOB",Gregorian month,9,1.0,0.74,1.39,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Thailand, HS 2106.10",net weight,"China-reported, FOB",Gregorian month,10,0.91,0.51,1.61,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Thailand, HS 2106.10",net weight,"China-reported, FOB",Gregorian month,11,1.15,0.59,1.45,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Thailand, HS 2106.10",net weight,"China-reported, FOB",Gregorian month,12,1.25,0.7,2.26,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Thailand, HS 2106.10",net weight,"China-reported, FOB",months from Tet month,-3,1.12,0.51,1.61,5,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Thailand, HS 2106.10",net weight,"China-reported, FOB",months from Tet month,-2,1.19,0.59,2.26,5,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Thailand, HS 2106.10",net weight,"China-reported, FOB",months from Tet month,-1,1.1,0.66,1.82,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Thailand, HS 2106.10",net weight,"China-reported, FOB",months from Tet month,0,0.86,0.4,1.57,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Thailand, HS 2106.10",net weight,"China-reported, FOB",months from Tet month,1,0.68,0.31,1.03,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Thailand, HS 2106.10",net weight,"China-reported, FOB",months from Vu Lan month,-3,1.1,0.78,1.72,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Thailand, HS 2106.10",net weight,"China-reported, FOB",months from Vu Lan month,-2,0.84,0.45,1.7,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Thailand, HS 2106.10",net weight,"China-reported, FOB",months from Vu Lan month,-1,1.21,0.73,1.96,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Thailand, HS 2106.10",net weight,"China-reported, FOB",months from Vu Lan month,0,0.91,0.7,1.29,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Thailand, HS 2106.10",net weight,"China-reported, FOB",months from Vu Lan month,1,1.0,0.73,1.39,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Viet Nam, HS 1109",net weight,"China-reported, FOB",Gregorian month,1,0.63,0.45,1.06,6,2019 to 2024,BRD-05; BRD-07,VN-direct,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Viet Nam, HS 1109",net weight,"China-reported, FOB",Gregorian month,2,0.59,0.27,0.84,6,2019 to 2024,BRD-05; BRD-07,VN-direct,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Viet Nam, HS 1109",net weight,"China-reported, FOB",Gregorian month,3,1.14,0.68,1.47,6,2019 to 2024,BRD-05; BRD-07,VN-direct,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Viet Nam, HS 1109",net weight,"China-reported, FOB",Gregorian month,4,1.35,0.91,1.62,6,2019 to 2024,BRD-05; BRD-07,VN-direct,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Viet Nam, HS 1109",net weight,"China-reported, FOB",Gregorian month,5,1.19,0.75,1.96,6,2019 to 2024,BRD-05; BRD-07,VN-direct,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Viet Nam, HS 1109",net weight,"China-reported, FOB",Gregorian month,6,1.01,0.76,1.3,6,2019 to 2024,BRD-05; BRD-07,VN-direct,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Viet Nam, HS 1109",net weight,"China-reported, FOB",Gregorian month,7,1.4,0.98,2.57,6,2019 to 2024,BRD-05; BRD-07,VN-direct,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Viet Nam, HS 1109",net weight,"China-reported, FOB",Gregorian month,8,0.9,0.58,1.15,6,2019 to 2024,BRD-05; BRD-07,VN-direct,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Viet Nam, HS 1109",net weight,"China-reported, FOB",Gregorian month,9,0.96,0.73,1.11,6,2019 to 2024,BRD-05; BRD-07,VN-direct,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Viet Nam, HS 1109",net weight,"China-reported, FOB",Gregorian month,10,0.9,0.46,1.06,6,2019 to 2024,BRD-05; BRD-07,VN-direct,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Viet Nam, HS 1109",net weight,"China-reported, FOB",Gregorian month,11,0.81,0.46,1.22,6,2019 to 2024,BRD-05; BRD-07,VN-direct,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Viet Nam, HS 1109",net weight,"China-reported, FOB",Gregorian month,12,1.11,0.64,1.64,6,2019 to 2024,BRD-05; BRD-07,VN-direct,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Viet Nam, HS 1109",net weight,"China-reported, FOB",months from Tet month,-3,0.78,0.46,1.22,5,2019 to 2024,BRD-05; BRD-07,VN-direct,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Viet Nam, HS 1109",net weight,"China-reported, FOB",months from Tet month,-2,0.89,0.65,1.49,5,2019 to 2024,BRD-05; BRD-07,VN-direct,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Viet Nam, HS 1109",net weight,"China-reported, FOB",months from Tet month,-1,0.82,0.48,1.64,6,2019 to 2024,BRD-05; BRD-07,VN-direct,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Viet Nam, HS 1109",net weight,"China-reported, FOB",months from Tet month,0,0.53,0.27,0.84,6,2019 to 2024,BRD-05; BRD-07,VN-direct,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Viet Nam, HS 1109",net weight,"China-reported, FOB",months from Tet month,1,1.0,0.68,1.47,6,2019 to 2024,BRD-05; BRD-07,VN-direct,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Viet Nam, HS 1109",net weight,"China-reported, FOB",months from Vu Lan month,-3,1.19,0.76,1.96,6,2019 to 2024,BRD-05; BRD-07,VN-direct,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Viet Nam, HS 1109",net weight,"China-reported, FOB",months from Vu Lan month,-2,1.06,0.89,1.3,6,2019 to 2024,BRD-05; BRD-07,VN-direct,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Viet Nam, HS 1109",net weight,"China-reported, FOB",months from Vu Lan month,-1,1.35,0.75,2.57,6,2019 to 2024,BRD-05; BRD-07,VN-direct,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Viet Nam, HS 1109",net weight,"China-reported, FOB",months from Vu Lan month,0,0.96,0.58,1.15,6,2019 to 2024,BRD-05; BRD-07,VN-direct,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to Viet Nam, HS 1109",net weight,"China-reported, FOB",months from Vu Lan month,1,0.95,0.73,1.06,6,2019 to 2024,BRD-05; BRD-07,VN-direct,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to World, HS 1109",net weight,"China-reported, FOB",Gregorian month,1,0.85,0.68,1.04,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to World, HS 1109",net weight,"China-reported, FOB",Gregorian month,2,0.61,0.29,0.89,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to World, HS 1109",net weight,"China-reported, FOB",Gregorian month,3,0.85,0.53,1.18,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to World, HS 1109",net weight,"China-reported, FOB",Gregorian month,4,1.06,0.61,1.6,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to World, HS 1109",net weight,"China-reported, FOB",Gregorian month,5,0.84,0.53,1.27,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to World, HS 1109",net weight,"China-reported, FOB",Gregorian month,6,1.25,1.13,1.44,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to World, HS 1109",net weight,"China-reported, FOB",Gregorian month,7,1.14,0.83,1.36,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to World, HS 1109",net weight,"China-reported, FOB",Gregorian month,8,1.04,0.55,1.22,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to World, HS 1109",net weight,"China-reported, FOB",Gregorian month,9,1.04,0.94,1.29,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to World, HS 1109",net weight,"China-reported, FOB",Gregorian month,10,1.16,0.97,1.52,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to World, HS 1109",net weight,"China-reported, FOB",Gregorian month,11,1.01,0.67,1.25,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to World, HS 1109",net weight,"China-reported, FOB",Gregorian month,12,1.15,0.5,1.79,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to World, HS 1109",net weight,"China-reported, FOB",months from Tet month,-3,1.13,1.02,1.25,5,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to World, HS 1109",net weight,"China-reported, FOB",months from Tet month,-2,1.06,0.5,1.66,5,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to World, HS 1109",net weight,"China-reported, FOB",months from Tet month,-1,0.85,0.68,1.02,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to World, HS 1109",net weight,"China-reported, FOB",months from Tet month,0,0.77,0.38,1.04,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to World, HS 1109",net weight,"China-reported, FOB",months from Tet month,1,0.66,0.29,0.93,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
"China exports to World, HS 1109",net weight,"China-reported, FOB",months from Vu Lan month,-3,0.96,0.53,1.32,6,2019 to 2024,BRD-05; BRD-07,VN-adjacent,Medium,revealed,"Index = month value divided by that year monthly mean, averaged over complete years (our calculation). 1.00 = average month."
