record_id,comparison_set,term,gloss_en,year,mean_index,months_in_year,set_average_2019_to_2026,source_ids,evidence_label,confidence,demand_evidence_type,notes
GT-011,sữa hạt | thịt thực vật | sữa yến mạch | đồ chay | thuần chay,sữa hạt,nut or seed milk,2021,38.9,12,51,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-012,sữa hạt | thịt thực vật | sữa yến mạch | đồ chay | thuần chay,thịt thực vật,plant meat,2021,4.2,12,3,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-013,sữa hạt | thịt thực vật | sữa yến mạch | đồ chay | thuần chay,sữa yến mạch,oat milk,2021,6.6,12,6,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-014,sữa hạt | thịt thực vật | sữa yến mạch | đồ chay | thuần chay,đồ chay,vegetarian food (traditional),2021,7.3,12,8,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-015,sữa hạt | thịt thực vật | sữa yến mạch | đồ chay | thuần chay,thuần chay,vegan,2021,1.4,12,3,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-016,sữa hạt | thịt thực vật | sữa yến mạch | đồ chay | thuần chay,sữa hạt,nut or seed milk,2022,44.1,12,51,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-017,sữa hạt | thịt thực vật | sữa yến mạch | đồ chay | thuần chay,thịt thực vật,plant meat,2022,5.0,12,3,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-018,sữa hạt | thịt thực vật | sữa yến mạch | đồ chay | thuần chay,sữa yến mạch,oat milk,2022,5.4,12,6,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-019,sữa hạt | thịt thực vật | sữa yến mạch | đồ chay | thuần chay,đồ chay,vegetarian food (traditional),2022,9.2,12,8,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-020,sữa hạt | thịt thực vật | sữa yến mạch | đồ chay | thuần chay,thuần chay,vegan,2022,2.8,12,3,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-021,sữa hạt | thịt thực vật | sữa yến mạch | đồ chay | thuần chay,sữa hạt,nut or seed milk,2023,82.3,12,51,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-022,sữa hạt | thịt thực vật | sữa yến mạch | đồ chay | thuần chay,thịt thực vật,plant meat,2023,2.7,12,3,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-023,sữa hạt | thịt thực vật | sữa yến mạch | đồ chay | thuần chay,sữa yến mạch,oat milk,2023,5.2,12,6,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-024,sữa hạt | thịt thực vật | sữa yến mạch | đồ chay | thuần chay,đồ chay,vegetarian food (traditional),2023,9.9,12,8,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-025,sữa hạt | thịt thực vật | sữa yến mạch | đồ chay | thuần chay,thuần chay,vegan,2023,4.7,12,3,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-026,sữa hạt | thịt thực vật | sữa yến mạch | đồ chay | thuần chay,sữa hạt,nut or seed milk,2024,59.3,12,51,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-027,sữa hạt | thịt thực vật | sữa yến mạch | đồ chay | thuần chay,thịt thực vật,plant meat,2024,2.2,12,3,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-028,sữa hạt | thịt thực vật | sữa yến mạch | đồ chay | thuần chay,sữa yến mạch,oat milk,2024,4.8,12,6,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-029,sữa hạt | thịt thực vật | sữa yến mạch | đồ chay | thuần chay,đồ chay,vegetarian food (traditional),2024,8.6,12,8,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-030,sữa hạt | thịt thực vật | sữa yến mạch | đồ chay | thuần chay,thuần chay,vegan,2024,6.5,12,3,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-031,sữa hạt | thịt thực vật | sữa yến mạch | đồ chay | thuần chay,sữa hạt,nut or seed milk,2025,63.0,12,51,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-032,sữa hạt | thịt thực vật | sữa yến mạch | đồ chay | thuần chay,thịt thực vật,plant meat,2025,2.0,12,3,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-033,sữa hạt | thịt thực vật | sữa yến mạch | đồ chay | thuần chay,sữa yến mạch,oat milk,2025,7.0,12,6,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-034,sữa hạt | thịt thực vật | sữa yến mạch | đồ chay | thuần chay,đồ chay,vegetarian food (traditional),2025,8.2,12,8,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-035,sữa hạt | thịt thực vật | sữa yến mạch | đồ chay | thuần chay,thuần chay,vegan,2025,6.2,12,3,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-036,sữa hạt | thịt thực vật | sữa yến mạch | đồ chay | thuần chay,sữa hạt,nut or seed milk,2026,69.6,9,51,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-037,sữa hạt | thịt thực vật | sữa yến mạch | đồ chay | thuần chay,thịt thực vật,plant meat,2026,1.7,9,3,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-038,sữa hạt | thịt thực vật | sữa yến mạch | đồ chay | thuần chay,sữa yến mạch,oat milk,2026,10.7,9,6,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-039,sữa hạt | thịt thực vật | sữa yến mạch | đồ chay | thuần chay,đồ chay,vegetarian food (traditional),2026,8.4,9,8,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-040,sữa hạt | thịt thực vật | sữa yến mạch | đồ chay | thuần chay,thuần chay,vegan,2026,5.0,9,3,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-041,sữa hạt | sữa đậu nành | thịt chay | plant based | vegan,sữa hạt,nut or seed milk,2019,20.2,12,51,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-042,sữa hạt | sữa đậu nành | thịt chay | plant based | vegan,sữa đậu nành,soy milk,2019,27.3,12,28,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-043,sữa hạt | sữa đậu nành | thịt chay | plant based | vegan,thịt chay,vegetarian meat,2019,2.7,12,4,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-044,sữa hạt | sữa đậu nành | thịt chay | plant based | vegan,plant based,English term,2019,1.8,12,2,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-045,sữa hạt | sữa đậu nành | thịt chay | plant based | vegan,vegan,English term,2019,29.6,12,27,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-046,sữa hạt | sữa đậu nành | thịt chay | plant based | vegan,sữa hạt,nut or seed milk,2020,32.9,12,51,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-047,sữa hạt | sữa đậu nành | thịt chay | plant based | vegan,sữa đậu nành,soy milk,2020,30.3,12,28,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-048,sữa hạt | sữa đậu nành | thịt chay | plant based | vegan,thịt chay,vegetarian meat,2020,3.4,12,4,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-049,sữa hạt | sữa đậu nành | thịt chay | plant based | vegan,plant based,English term,2020,3.0,12,2,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-050,sữa hạt | sữa đậu nành | thịt chay | plant based | vegan,vegan,English term,2020,36.0,12,27,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-051,sữa hạt | sữa đậu nành | thịt chay | plant based | vegan,sữa hạt,nut or seed milk,2021,38.9,12,51,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-052,sữa hạt | sữa đậu nành | thịt chay | plant based | vegan,sữa đậu nành,soy milk,2021,30.3,12,28,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-053,sữa hạt | sữa đậu nành | thịt chay | plant based | vegan,thịt chay,vegetarian meat,2021,3.8,12,4,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-054,sữa hạt | sữa đậu nành | thịt chay | plant based | vegan,plant based,English term,2021,1.9,12,2,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-055,sữa hạt | sữa đậu nành | thịt chay | plant based | vegan,vegan,English term,2021,26.9,12,27,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-056,sữa hạt | sữa đậu nành | thịt chay | plant based | vegan,sữa hạt,nut or seed milk,2022,44.1,12,51,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-057,sữa hạt | sữa đậu nành | thịt chay | plant based | vegan,sữa đậu nành,soy milk,2022,28.2,12,28,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-058,sữa hạt | sữa đậu nành | thịt chay | plant based | vegan,thịt chay,vegetarian meat,2022,3.6,12,4,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-059,sữa hạt | sữa đậu nành | thịt chay | plant based | vegan,plant based,English term,2022,1.0,12,2,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-060,sữa hạt | sữa đậu nành | thịt chay | plant based | vegan,vegan,English term,2022,15.8,12,27,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-061,sữa hạt | sữa đậu nành | thịt chay | plant based | vegan,sữa hạt,nut or seed milk,2023,82.3,12,51,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-062,sữa hạt | sữa đậu nành | thịt chay | plant based | vegan,sữa đậu nành,soy milk,2023,32.1,12,28,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-063,sữa hạt | sữa đậu nành | thịt chay | plant based | vegan,thịt chay,vegetarian meat,2023,4.5,12,4,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-064,sữa hạt | sữa đậu nành | thịt chay | plant based | vegan,plant based,English term,2023,1.4,12,2,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-065,sữa hạt | sữa đậu nành | thịt chay | plant based | vegan,vegan,English term,2023,20.0,12,27,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-066,sữa hạt | sữa đậu nành | thịt chay | plant based | vegan,sữa hạt,nut or seed milk,2024,59.3,12,51,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-067,sữa hạt | sữa đậu nành | thịt chay | plant based | vegan,sữa đậu nành,soy milk,2024,27.9,12,28,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-068,sữa hạt | sữa đậu nành | thịt chay | plant based | vegan,thịt chay,vegetarian meat,2024,3.9,12,4,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-069,sữa hạt | sữa đậu nành | thịt chay | plant based | vegan,plant based,English term,2024,1.8,12,2,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-070,sữa hạt | sữa đậu nành | thịt chay | plant based | vegan,vegan,English term,2024,29.3,12,27,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-071,sữa hạt | sữa đậu nành | thịt chay | plant based | vegan,sữa hạt,nut or seed milk,2025,63.0,12,51,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-072,sữa hạt | sữa đậu nành | thịt chay | plant based | vegan,sữa đậu nành,soy milk,2025,24.5,12,28,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-073,sữa hạt | sữa đậu nành | thịt chay | plant based | vegan,thịt chay,vegetarian meat,2025,3.6,12,4,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-074,sữa hạt | sữa đậu nành | thịt chay | plant based | vegan,plant based,English term,2025,1.9,12,2,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-075,sữa hạt | sữa đậu nành | thịt chay | plant based | vegan,vegan,English term,2025,24.2,12,27,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-076,sữa hạt | sữa đậu nành | thịt chay | plant based | vegan,sữa hạt,nut or seed milk,2026,69.6,9,51,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-077,sữa hạt | sữa đậu nành | thịt chay | plant based | vegan,sữa đậu nành,soy milk,2026,26.4,9,28,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-078,sữa hạt | sữa đậu nành | thịt chay | plant based | vegan,thịt chay,vegetarian meat,2026,3.8,9,4,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-079,sữa hạt | sữa đậu nành | thịt chay | plant based | vegan,plant based,English term,2026,7.7,9,2,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-080,sữa hạt | sữa đậu nành | thịt chay | plant based | vegan,vegan,English term,2026,34.7,9,27,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-081,sữa hạt | ăn chay | chay | đậu hũ | nấm,sữa hạt,nut or seed milk,2019,3.2,12,8,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-082,sữa hạt | ăn chay | chay | đậu hũ | nấm,ăn chay,eat vegetarian,2019,4.6,12,6,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-083,sữa hạt | ăn chay | chay | đậu hũ | nấm,chay,"vegetarian, meatless",2019,78.3,12,61,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-084,sữa hạt | ăn chay | chay | đậu hũ | nấm,đậu hũ,tofu,2019,2.3,12,4,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-085,sữa hạt | ăn chay | chay | đậu hũ | nấm,nấm,mushroom,2019,40.0,12,48,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-086,sữa hạt | ăn chay | chay | đậu hũ | nấm,sữa hạt,nut or seed milk,2020,5.2,12,8,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-087,sữa hạt | ăn chay | chay | đậu hũ | nấm,ăn chay,eat vegetarian,2020,5.2,12,6,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-088,sữa hạt | ăn chay | chay | đậu hũ | nấm,chay,"vegetarian, meatless",2020,66.8,12,61,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-089,sữa hạt | ăn chay | chay | đậu hũ | nấm,đậu hũ,tofu,2020,3.9,12,4,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-090,sữa hạt | ăn chay | chay | đậu hũ | nấm,nấm,mushroom,2020,46.1,12,48,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-091,sữa hạt | ăn chay | chay | đậu hũ | nấm,sữa hạt,nut or seed milk,2021,6.1,12,8,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-092,sữa hạt | ăn chay | chay | đậu hũ | nấm,ăn chay,eat vegetarian,2021,5.2,12,6,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-093,sữa hạt | ăn chay | chay | đậu hũ | nấm,chay,"vegetarian, meatless",2021,56.2,12,61,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-094,sữa hạt | ăn chay | chay | đậu hũ | nấm,đậu hũ,tofu,2021,4.5,12,4,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-095,sữa hạt | ăn chay | chay | đậu hũ | nấm,nấm,mushroom,2021,45.1,12,48,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-096,sữa hạt | ăn chay | chay | đậu hũ | nấm,sữa hạt,nut or seed milk,2022,6.9,12,8,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-097,sữa hạt | ăn chay | chay | đậu hũ | nấm,ăn chay,eat vegetarian,2022,6.0,12,6,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-098,sữa hạt | ăn chay | chay | đậu hũ | nấm,chay,"vegetarian, meatless",2022,54.2,12,61,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-099,sữa hạt | ăn chay | chay | đậu hũ | nấm,đậu hũ,tofu,2022,3.8,12,4,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-100,sữa hạt | ăn chay | chay | đậu hũ | nấm,nấm,mushroom,2022,48.7,12,48,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-101,sữa hạt | ăn chay | chay | đậu hũ | nấm,sữa hạt,nut or seed milk,2023,12.8,12,8,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-102,sữa hạt | ăn chay | chay | đậu hũ | nấm,ăn chay,eat vegetarian,2023,7.4,12,6,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-103,sữa hạt | ăn chay | chay | đậu hũ | nấm,chay,"vegetarian, meatless",2023,60.5,12,61,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-104,sữa hạt | ăn chay | chay | đậu hũ | nấm,đậu hũ,tofu,2023,4.0,12,4,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-105,sữa hạt | ăn chay | chay | đậu hũ | nấm,nấm,mushroom,2023,52.4,12,48,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-106,sữa hạt | ăn chay | chay | đậu hũ | nấm,sữa hạt,nut or seed milk,2024,9.2,12,8,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-107,sữa hạt | ăn chay | chay | đậu hũ | nấm,ăn chay,eat vegetarian,2024,6.8,12,6,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-108,sữa hạt | ăn chay | chay | đậu hũ | nấm,chay,"vegetarian, meatless",2024,59.7,12,61,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-109,sữa hạt | ăn chay | chay | đậu hũ | nấm,đậu hũ,tofu,2024,3.1,12,4,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-110,sữa hạt | ăn chay | chay | đậu hũ | nấm,nấm,mushroom,2024,53.8,12,48,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-111,sữa hạt | ăn chay | chay | đậu hũ | nấm,sữa hạt,nut or seed milk,2025,9.7,12,8,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
GT-112,sữa hạt | ăn chay | chay | đậu hũ | nấm,ăn chay,eat vegetarian,2025,6.4,12,6,CON-37,VN-direct,Medium,revealed,Relative index within this comparison set only (0 to 100 = peak month of any term in the set). 2026 covers January to September; September partial.
