source_id,citation,title,author_or_publisher,date,url,doi,source_type,accessed,notes
AIS-11,Big Idea Ventures. Home page. Accessed 25 Sep 2026.,Big Idea Ventures home page,Big Idea Ventures,2026,https://bigideaventures.com/,,company,2026-09-25,"Accelerator USD 200,000 (125,000 cash, 75,000 in kind); follow-on up to USD 2.5 to 3.5 million; cohorts January and July in New York, Paris and Singapore; latest dated item December 2025; no Vietnam mention."
AIS-12,AgFunderNews. Better Bite Ventures navigates evolving alt protein landscape (video interview). 15 Nov 2023.,Better Bite Ventures navigates evolving alt protein landscape,AgFunderNews,2023-11-15,https://agfundernews.com/%F0%9F%8E%A5better-bite-ventures-on-alt-protein-funding-investors-are-looking-for-companies-with-stronger-fundamentals,,press,2026-09-25,Michal Klar: 'investors are looking for companies with stronger fundamentals'; longer rounds and diligence; APAC only 10 to 12% of global alt-protein investment.
AIS-13,"AgFunderNews. Asia became the 'world's factory' for manufacturing. It'll do the same for alt-protein, says Better Bite VC. 24 Feb 2022.","Asia became the world's factory for manufacturing. It'll do the same for alt-protein, says Better Bite VC",AgFunderNews,2022-02-24,https://agfundernews.com/asia-became-the-worlds-factory-for-manufacturing-itll-do-the-same-for-alt-protein-says-better-bite-vc,,press,2026-09-25,Better Bite avoids locally focused brands without regional scalability; seeks venture-scale market size. Pre-2024.
AIS-14,Openspace. Openspace continues to invest in agritech with Nutrition Technologies. 19 Sep 2022.,Openspace continues to invest in agritech with Nutrition Technologies,Openspace Ventures,2022-09-19,https://www.openspacecapital.com/insights/openspace-continues-to-invest-in-agritech-with-nutrition-technologies,,company,2026-09-25,"Hian Goh quote on price competitiveness; Nutrition Technologies (insect feed, Johor) sells across Asia including Vietnam. Insect is a benchmark only in this package."
AIS-15,"VPCA. Vietnam Innovation & Private Capital Report 2026 (Do Ventures, NIC and VPCA). 2026.",Vietnam Innovation & Private Capital Report 2026,Vietnam Private Capital Agency (VPCA) with Do Ventures and NIC,2026,https://www.vpca.vn/insights/vietnam-innovation-private-capital-report-2026,,market-research,2026-09-25,Private capital USD 4.5 billion across 149 deals in 2025; VC USD 509 million; quote on 'clearer unit economics'. No food or protein mention on the page. Package CAP-21 is the PDF.
AIS-16,VIR. VinaCapital Ventures invests in South Korea's INNOHAS. 2 Jul 2024.,VinaCapital Ventures invests in South Korea's INNOHAS,Vietnam Investment Review,2024-07-02,https://vir.com.vn/vinacapital-ventures-invests-in-south-koreas-innohas-112353.html,,press,2026-09-25,"INNOHAS: OEM and private-label maker plus own brand; claims 90% revenue growth in 2023 and profitability since 2021 (company claims); plans products for Vietnam and Southeast Asia with local production. Quote from Hoang Duc Trung, VinaCapital partner."
AIS-17,Doanh nhan va Phap luat. VinaCapital tham gia van hanh Quy Dau tu mao hiem TP. HCM (VinaCapital to operate the Ho Chi Minh City venture fund). 20 Apr 2026.,VinaCapital tham gia van hanh Quy Dau tu mao hiem TP. HCM,Doanh nhan va Phap luat (doanhnhan.congly.vn),2026-04-20,https://doanhnhan.congly.vn/vinacapital-tham-gia-van-hanh-quy-dau-tu-mao-hiem-tp-hcm.html,,press,2026-09-25,"VinaCapital is founding shareholder and operating unit of HCM VIF; Hoang Duc Trung appointed CEO; focus on Series A and B in core technology, digital transformation and green solutions; biotech among 2035 sectors. Vietnamese; translated through a fetch summary."
AIS-18,"Thanh Nien. Quy dau tu mao hiem TP.HCM tiep nhan 50 de xuat, giai ngan tu quy 4/2026 (HCMC venture fund receives 50 proposals, disburses from Q4 2026). 25 Aug 2026.","Quy dau tu mao hiem TP.HCM tiep nhan 50 de xuat, giai ngan tu quy 4/2026",Thanh Nien,2026-08-25,https://thanhnien.vn/quy-dau-tu-mao-hiem-tphcm-tiep-nhan-50-de-xuat-giai-ngan-tu-quy-4-2026-185260825155348206.htm,,press,2026-09-25,"VND 500 billion; about 50 proposals; 1 to 2 investments planned in Q4 2026; priority sectors AI, semiconductors, biotechnology, renewable energy, automation. Vietnamese; translated through a fetch summary."
AIS-19,Mekong Capital. Home page and Entobel investment page. Accessed 25 Sep 2026.,Mekong Capital home page,Mekong Capital,2026,https://www.mekongcapital.com/,,company,2026-09-25,"'primarily a growth capital firm specializing in large minority investments'; sectors consumer, education, healthcare, biotechnology, agricultural technology; Entobel USD 25 million (2022), Vinh Hoan named as customer (https://www.mekongcapital.com/our-investment/entobel-2/)."
AIS-20,IFC. Sustainable insect-based protein: IFC invests in ProNuvo to boost the circular economy in Latin America and the Caribbean. 19 Jun 2024.,Sustainable insect-based protein: IFC invests in ProNuvo,International Finance Corporation,2024-06-19,https://www.ifc.org/en/pressroom/2024/sustainable-insect-based-protein-ifc-invests-in-pronuvo-to-boost-the-circular-economy-in-latin-america-and-the-caribbean,,intergovernmental,2026-09-25,"Rationale: USD 11 billion aquafeed and pet-food opportunity, lower footprint, circularity. No Asia mention. Used as IFC's most recent alt-protein rationale found."
AIS-21,The Fish Site. Insect meal: can the sector still deliver on its 2030 promise? 18 Dec 2025.,Insect meal: can the sector still deliver on its 2030 promise?,The Fish Site,2025-12-18,https://thefishsite.com/articles/insect-meal-can-the-sector-still-deliver-on-its-2030-promise,,press,2026-09-25,"Failures (Ynsect, Agronutris restructuring, Enorm, Inseco); BioMar: insects 'must outperform vegetable proteins' in cost, performance and sustainability; capex overruns. Benchmark only."
AIS-22,ADB Ventures. Home page. Accessed 25 Sep 2026.,ADB Ventures home page,Asian Development Bank (ADB Ventures),2026,https://ventures.adb.org/,,intergovernmental,2026-09-25,"Six sectors incl. Sustainable Agriculture and Food; portfolio targets: 80% strong climate impact, 75% strong female participation, 100% crowd in capital. 2025 to 2026 news: energy and fintech only."
AIS-23,SeafoodSource. Thai Union unveils plan to double earnings by 2030. 13 Nov 2024.,Thai Union unveils plan to double earnings by 2030,SeafoodSource,2024-11-13,https://www.seafoodsource.com/news/business-finance/thai-union-pushes-ambitious-plan-to-double-earnings-by-2030,,press,2026-09-25,"Strategy 2030 pillars: revitalise core; next wave (pet care, frozen, culinary, ingredients); exploring new frontiers ('new aquaculture ecosystems or alternative proteins'). No Vietnam mention."
AIS-24,Charoen Pokphand Foods. CP Foods taps into future trends with food tech solutions. 21 Jul 2022.,CP Foods taps into future trends with food tech solutions,Charoen Pokphand Foods (CPF),2022-07-21,https://www.cpfworldwide.com/en/media-center/sustainability-taps-into-future-trends-with-food-tech-solutions,,company,2026-09-25,Meat Zero plant-based brand; Future Meat partnership for hybrid cultured meat in Asia. Pre-2024; mandate only.
AIS-25,"Kamereo. Product listings for Meat Zero chay products (Heo Xay Chay Meat Zero 1kg; Heo Quay Chay Meat Zero 200g; plus minced 220 g and 1 kg, roast 1 kg, chay bologna 90 g and 500 g). Accessed 25 Sep 2026.",Heo Xay Chay Meat Zero 1kg,Kamereo,2026,https://kamereo.vn/products/heo-xay-chay-meat-zero-1kg-S425,,company,2026-09-25,"Page metadata only (rendered by script): 1 kg minced at VND 244,000; 200 g roast at VND 35,000 (https://kamereo.vn/products/heo-quay-chay-meat-zero-200g-S422). Stock status, listing date and protein content not visible. Low confidence."
AIS-26,Kamereo. About Kamereo. Accessed 25 Sep 2026.,"Supplier for restaurant, cafe",Kamereo,2026,https://kamereo.vn/about-kamereo,,company,2026-09-25,"B2B food supplier to '4,000+ restaurants, cafes, bars, hotels, supermarkets'; 2,000+ products; Ho Chi Minh City, Binh Duong, Vung Tau, Phan Thiet, Hanoi (company claims)."
AIS-27,Asia Business Daily. CJ CheilJedang partners with Vietnam's top retail network to target consumers with 'CJ Zone'. 27 Apr 2026.,CJ CheilJedang Partners with Vietnam's Top Retail Network,The Asia Business Daily,2026-04-27,https://www.asiae.co.kr/en/article/2026042709045989083,,press,2026-09-25,"Partnership with Bach Hoa Xanh (2,700+ stores); bibigo to become a 'national brand' in Vietnam; CJ Vietnam sales about sevenfold since 2016 (end year as reported, probably 2024 or 2025); no plant-based mention."
AIS-28,PR Newswire. TiNDLE Foods pivots business model to focus on private label products. 20 Nov 2025.,TiNDLE Foods Pivots Business Model to Focus on Private Label Products,TiNDLE Foods via PR Newswire,2025-11-20,https://www.prnewswire.com/news-releases/tindle-foods-pivots-business-model-to-focus-on-private-label-products-302622120.html,,company,2026-09-25,Private label only from 2026; divest US operations; focus Europe; 'The plant-based category has become increasingly price-driven' (Timo Recker).
AIS-29,"AgFunderNews. From record Series A to market reset: where TiNDLE Foods, and plant-based meat, go next. 16 Jul 2025.",From record Series A to market reset: where TiNDLE Foods and plant-based meat go next,AgFunderNews,2025-07-16,https://agfundernews.com/from-record-series-a-to-market-reset-where-tindle-foods-and-plant-based-meat-go-next,,press,2026-09-25,Quotes: 'no real underlying consumer demand to shift away from meat' (Andre Menezes); 'we're still 50% more expensive' (Timo Recker). HQ and R&D in Singapore; sells in US and Europe. Title punctuation simplified.
AIS-30,Protein Production Technology International. Green Rebel Foods secured US$12.5 million as Indonesia's first plant-based meat startup scaled regionally. 6 Feb 2026.,Green Rebel Foods secured US$12.5 million,Protein Production Technology International (PPTI),2026-02-06,https://www.proteinproductiontechnology.com/post/green-rebel-foods-secured-us-12-5-million-as-indonesias-first-plant-based-meat-startup-scaled-regionally,,press,2026-09-25,"USD 12.5 million (Rp 209.8 billion); foodservice partners Starbucks, IKEA, Domino's; regional dishes; no Vietnam operations reported. Disagrees with AIS-31 on amount."
AIS-31,DealStreetAsia. Indonesia's Green Rebel Foods bags $10.5m from existing backers. 21 Jan 2026.,Indonesia's Green Rebel Foods bags $10.5m from existing backers,DealStreetAsia,2026-01-21,https://www.dealstreetasia.com/stories/green-rebel-foods-funding-469744,,press,2026-09-25,"Headline and metadata only (paywall). Amount differs from AIS-30 (USD 12.5 million); both recorded, not averaged."
AIS-32,AgFunder. Portfolio: Green Rebel. Accessed 25 Sep 2026.,Green Rebel (portfolio page),AgFunder,2026,https://agfunder.com/portfolio/green-butcher-foods/,,company,2026-09-25,"Confirms AgFunder as an investor; 'clean-label, locally inspired meat alternatives' for Southeast Asia; co-investors Unovis, GROW, Teja Ventures."
AIS-33,Growthwell Foods. About Us. Accessed 25 Sep 2026.,About Us: Growthwell Foods,Growthwell Foods,2026,https://growthwellfoods.com/about-us/,,company,2026-09-25,"'plant-based nutrition for Asian palates'; Johor plant (Growth Well Industry, 1989) and Singapore R&D and production; own brands incl. traditional vegetarian brands; B2B supply to chefs and F&B makers; markets Singapore, Malaysia, Australia, Indonesia; no Vietnam."
AIS-34,Protein Production Technology International. Singapore cell-cultivated seafood firm Avant Proteins winds up local operations. Feb 2026.,Singapore cell-cultivated seafood firm Avant Proteins winds up local operations,Protein Production Technology International (PPTI),2026-02,https://www.proteinproductiontechnology.com/post/singapore-cell-cultivated-seafood-firm-avant-proteins-winds-up-local-operations,,press,2026-09-25,"Voluntary winding-up declared 26 Jan 2026 citing liabilities; Hong Kong parent still registered on 10 Feb; Zellulin skincare ingredient; LinkedIn quote 'As the cultivated meat industry has evolved, so have we'. No Vinh Hoan mention."
AIS-35,"PetfoodIndustry. Umami Bioworks, Friends & Family Pet Food launch cultivated seafood for pets. 3 Sep 2025.","Umami Bioworks, Friends & Family Pet Food launch cultivated seafood for pets",PetfoodIndustry,2025-09-03,https://www.petfoodindustry.com/news-newsletters/pet-food-news/news/15754490/umami-bioworks-friends-family-pet-food-launch-cultivated-seafood-for-pets,,press,2026-09-25,"Cultivated seafood pet food, Singapore manufacturing; EU registration for pet food. Pet food as first market."
AIS-36,SeafoodSource. Umami Bioworks launches marine-based skincare partnership; Bayou Best Foods expands in US. 23 Jan 2026.,Umami Bioworks launches marine-based skincare partnership,SeafoodSource,2026-01-23,https://www.seafoodsource.com/news/plant-based/umami-bioworks-launches-marine-based-skincare-partnership-bayou-best-foods-expands-in-us,,press,2026-09-25,"Partnership (announced end 2025) with Nippon Barrier Free (Tokyo) for marine cell-based ingredients in skincare and supplements, Japan and 18 other countries."
AIS-37,Green Queen. Australia's Vow appoints new CEO amid expansion beyond cultivated meat. 23 Jun 2026.,Australia's Vow Appoints New CEO Amid Expansion Beyond Cultivated Meat,Green Queen,2026-06-23,https://www.greenqueen.com.hk/vow-australia-ceo-layoffs-lab-grown-cultivated-meat-startup-cultured-quail/,,press,2026-09-25,"Same article as package NOV-16. 'we shifted from in-house food production to co-manufacturing'; layoffs 2024, 2025 (30%) and May 2026; new verticals and contract manufacturing."
AIS-38,"Asia Ingredients Group (ACC). ACC and Angel Yeast introduce Yeast Protein, a sustainable protein solution for the food industry. 26 May 2025.",ACC and Angel Yeast introduce Yeast Protein,Asia Chemical Corporation (Asia Ingredients Group),2025-05-26,https://asiagroup-vn.com/en/featured-news/acc-and-angel-yeast-introduce-yeast-protein-a-sustainable-protein-solution-for-the-food-industry/,,company,2026-09-25,"Seminar 23 May 2025 for Vietnamese food and nutrition makers; applications bakery, beverages, dairy, plant-based foods; sampling; planned 'Innovation Days' at customer sites. No buyers, prices or volumes."
AIS-39,"Women Entrepreneurs Finance Initiative (We-Fi). Pioneering sustainable agri-tech and plant-based proteins from Vietnam. 15 Dec 2025, updated 5 Jan 2026.",Pioneering Sustainable Agri-Tech and Plant-Based Proteins from Vietnam,We-Fi,2025-12-15,https://we-fi.org/adb-women-entrepreneurs-emmay-vietnam/,,advocacy,2026-09-25,"Emmay: shiitake mycoprotein foods 'using AI-enhanced fermentation' (company description); 30+ products; 1.5 to 2 t a month; exports about 10% of revenue (UK, Australia, India, Netherlands) since Q3 2023. Same URL as package ECO-13, which dated it c.2024."
AIS-40,Bao Cong Thuong. Startup: Thich ung de ton tai (Startups: adapt to survive). 21 Feb 2022.,Startup: Thich ung de ton tai,Bao Cong Thuong (MOIT newspaper),2022-02-21,https://congthuong.vn/startup-thich-ung-de-ton-tai-172301.html,,press,2026-09-25,"Emmay (Nam Tuoi Cuoi): about 230 points of sale, 7 distributors; 80% of revenue from wholesale distribution and supermarkets; about 1 million units sold; sought at least USD 1.5 million via ThinkZone; CEO: plant-based meat 'costs 50 to 70% more' than meat. Vietnamese; translated through a fetch summary."
AIS-41,Dien dan Doanh nghiep. Startup 'thit thuc vat' duoc dau tu 4 ty cho 49% co phan (Plant-meat startup gets VND 4 billion for 49%). 18 Jun 2021.,Startup thit thuc vat duoc dau tu 4 ty cho 49% co phan,Dien dan Doanh nghiep,2021-06-18,https://diendandoanhnghiep.vn/startup-thit-thuc-vat-duoc-dau-tu-4-ty-cho-49-co-phan-10035667.html,,press,2026-09-25,VMEAT (Cay De): F&B 70% of revenue; founders also run a chay noodle restaurant chain; over 90% of raw materials imported; VND 4 billion for 49% from two Shark Tank investors; target VND 60 billion a year (untraceable market size not used). Same event as package BUY-38.
AIS-42,Kashew Cheese. Wholesale plant-based cheese: partner with Kashew Cheese Vietnam. Accessed 25 Sep 2026.,Wholesale,Kashew Cheese,2026,https://kashewcheese.com/pages/wholesale,,company,2026-09-25,"Wholesale to restaurants, hotels, cafes, wine bars, health-food shops, specialty grocers, caterers across Vietnam; no export mentioned; undated."
AIS-43,Ong Tempeh. Gioi thieu (About). Accessed 25 Sep 2026.,Gioi thieu: Ong Tempeh,Ong Tempeh,2026,https://ongtempeh.com/gioi-thieu/,,company,2026-09-25,"Founded 2023, rebranded 2024; factory in Ho Chi Minh City; Hanoi branch opened September 2025; B2B customers named: Sheraton, Vindo restaurant, iVegan; e-commerce on Lazada and Shopee. Vietnamese; translated through a fetch summary."
AIS-44,"Sayson, I. Philippines' top noodle maker downsizes loss-making alternative meats business. Forbes, 25 Nov 2024.",Philippines' Top Noodle Maker Downsizes Loss-Making Alternative Meats Business,Forbes,2024-11-25,https://www.forbes.com/sites/iansayson/2024/11/25/philippines-top-noodle-maker-downsizes-loss-making-alternative-meats-business/,,press,2026-09-25,"Monde Nissin (Quorn): plant closures, halted a fifth fermentation plant over 50% built; running 2.5 of 4 plants; CFO: 'It's a declining market ... we built all the capacity'."
AIS-45,AgFunderNews. Beyond Meat to lay off 6% of its workforce and suspend operations in China. 26 Feb 2025.,Beyond Meat to lay off 6% of its workforce and suspend operations in China,AgFunderNews,2025-02-26,https://agfundernews.com/beyond-meat-to-lay-off-6-of-its-workforce-and-suspend-operations-in-china,,press,2026-09-25,China operations suspended by end of Q2 2025 to 'reduce operational expenses'; about 20 staff; USD 22 million registered capital plus USD 20 million advanced.
AIS-46,"AgFunderNews. Singapore-based startup Meatiply raises $3.75m to expand cultivated meat, functional ingredients platform. 6 Dec 2023.",Singapore-based startup Meatiply raises $3.75m,AgFunderNews,2023-12-06,https://agfundernews.com/singapore-based-startup-meatiply-raises-3-75m-to-expand-cultivated-meat-functional-ingredients-platform,,press,2026-09-25,"Investors AgFunder, Wavemaker, SEEDS Capital; B2B co-development with food manufacturers rather than own brand; markets Singapore then Korea, Japan, China. 2025 to 2026 status not verified."
AIS-47,"AgFunderNews. Funding dip for alt protein fermentation signals shift from promise to proof, say GFI. Apr 2026.",Funding dip for alt protein fermentation signals shift from promise to proof,AgFunderNews,2026-04,https://agfundernews.com/funding-dip-for-alt-protein-fermentation-signals-shift-from-promise-to-proof-say-gfi,,press,2026-09-25,"Fermentation funding USD 632 million (2024) to USD 357 million (2025); investors want commercial validation, unit economics, offtake; 'more realism and conservatism' (21st Bio)."
AIS-48,Manila Bulletin. Monde Nissin profits dip in 2025 but show signs of recovery. 26 Mar 2026.,Monde Nissin profits dip in 2025 but show signs of recovery,Manila Bulletin,2026-03-26,https://mb.com.ph/2026/03/26/monde-nissin-profits-dip-in-2025-but-show-signs-of-recovery,,press,2026-09-25,Meat-alternative (Quorn) revenue fell 2.9% at constant currency in 2025; modest reversal of prior impairment; 'signs of stabilization'.
