source_id,citation,title,author_or_publisher,date,url,doi,source_type,accessed,notes
AIB-11,"Masan Group. Masan MEATLife: As the Operating Platform Matures, a New Growth Cycle Emerges. 3 Feb 2026.","Masan MEATLife: As the Operating Platform Matures, a New Growth Cycle Emerges",Masan Group,2026-02-03,https://www.masangroup.com/news/main-news/Masan-MEATLife-As-the-Operating-Platform-Matures-a-New-Growth-Cycle-Emerges.html,,company,2026-09-25,'Modern consumer protein platform'; innovation products about 31% of category revenue (18% in 2024); about 61% of protein category in WinCommerce. No plant-based mention.
AIB-12,Masan Group. Đại Kết Nối cho chu kỳ tăng trưởng mới (Masan AGM 2026: The Great Connectivity). 24 Apr 2026.,"Masan AGM 2026: The Great Connectivity, Unlocking a New Growth Cycle",Masan Group,2026-04-24,https://www.masangroup.com/vi/news/marketnews/Masan-AGM-2026-The-Great-Connectivity-Unlocking-A-New-Growth-Cycle.html,,company,2026-09-25,"2026 targets by subsidiary; WinCommerce about 6,100 stores end 2026, 13,000 by 2030, 25 to 50 Mega House Brands; MML branded meat about 2% share, move to marinated and processed meat. No plant, chay or alternative protein mention."
AIB-13,CafeF. ĐHĐCĐ Masan 2026: CEO Danny Le cho rằng cổ phiếu MSN đang bị định giá thấp hơn 60% giá trị thực. 24 Apr 2026.,ĐHĐCĐ Masan 2026,CafeF,2026-04-24,https://cafef.vn/dhdcd-masan-2026-but-pha-voi-muc-tieu-doanh-thu-gan-100000-ty-dong-wincommerce-buoc-vao-chu-ky-hai-qua-188260424100012902.chn,,press,2026-09-25,"Confirms WinCommerce 13,000 stores and VND 120,000 billion revenue by 2030; at least 1,500 openings a year; MML shift to processed and marinated meat; meat market USD 15 billion."
AIB-14,VISSAN. VISSAN tổ chức Đại hội đồng cổ đông thường niên 2026. 23 Apr 2026.,VISSAN tổ chức Đại hội đồng cổ đông thường niên 2026,VISSAN,2026-04-23,https://www.vissan.com.vn/tin-tuc/hoat-dong-truyen-thong/vissan-to-chuc-dai-hoi-dong-co-dong-thuong-nien-2026.html,,company,2026-09-25,"2026 plan: revenue VND 3,270 billion; processed food 20,350 t; pork 7,730 t; beef 538 t; relocation and pig-farm projects. No chay or plant mention."
AIB-15,"Doanh nhân (Báo Pháp luật TP.HCM). ĐHĐCĐ Vissan (VSN) 2026: Chấp nhận giảm biên lợi nhuận để bình ổn giá, dồn lực cho hai dự án lớn. 23 Apr 2026.",ĐHĐCĐ Vissan (VSN) 2026,Báo Pháp luật TP.HCM,2026-04-23,https://doanhnhan.baophapluat.vn/dhdcd-vissan-vsn-2026-chap-nhan-giam-bien-loi-nhuan-de-binh-on-gia-don-luc-cho-hai-du-an-lon.html,,press,2026-09-25,"Live hogs VND 71,000 to 74,000 per kg in Q1 2026; imported inputs and packaging up 10 to 40%; pig farm VND 230 billion, 32,000 head; exports at least 300 t."
AIB-16,Sài Gòn Giải Phóng. VISSAN ra mắt bộ đôi sản phẩm chay tiện lợi. 27 Aug 2026.,VISSAN ra mắt bộ đôi sản phẩm chay tiện lợi,SGGP,2026-08-27,https://www.sggp.org.vn/vissan-ra-mat-bo-doi-san-pham-chay-tien-loi-post869057.html,,press,2026-09-25,Also cited by the supply study as ECO-30. Há cảo chay 250 g and hoành thánh chay 200 g for Vu Lan; own shops and online.
AIB-17,The Investor (Korea Herald). CJ CheilJedang to expand plant-based sales to W200b by 2025. 19 Jul 2022.,CJ CheilJedang to expand plant-based sales to W200b by 2025,The Investor / Korea Herald,2022-07-19,https://www.theinvestor.co.kr/article/2916204,,press,2026-09-25,"PlanTable brand; target markets US, UK, Germany, Japan, China, Singapore and other SEA (Vietnam not named); motivated partly by animal-disease limits on meat exports."
AIB-18,Tuổi Trẻ. ACECOOK Việt Nam công bố chiến lược đổi mới. 5 Jul 2025.,ACECOOK Việt Nam công bố chiến lược đổi mới,Tuổi Trẻ,2025-07-05,https://tuoitre.vn/acecook-viet-nam-cong-bo-chien-luoc-doi-moi-20250705095057876.htm,,press,2026-09-25,Vision as comprehensive sustainable food supplier; RTE foods and snacks; calcium and B12 fortification; real meat and vegetables in instant pho and bun; biomass 54% to 80% by 2030.
AIB-19,"Charoen Pokphand Foods PCL. 56-1 One Report 2025 (English), Mar 2026.",56-1 One Report 2025,Charoen Pokphand Foods,2026-03,https://www.cpfworldwide.com/storage/annual_review/pdf_en_CPF56-1%20Onereport%20ENG_1774936655.pdf,,company,2026-09-25,"Full text searched. Meat Zero alternative protein for flexitarians; PLANT-TEC soy texturing; retort sausages in Vietnam; Dzine Food Solutions (restaurants and mobile catering, Vietnam, 100%)."
AIB-20,"Sài Gòn Food JSC. Về SGFood (About SGFood), company page.",Về SGFood,Sài Gòn Food,accessed 2026-09-25,https://sgfoods.com.vn/vi/ve-sgfood,,company,2026-09-25,"Four frozen plants; ISO 9001, HACCP, BRC, FSSC 22000; supplies Co.opmart, AEON, WinMart; exports US, Japan. No chay line listed on this page."
AIB-21,Vietstock. Cholimex nói gì về kế hoạch bán 'con gà đẻ trứng vàng' Cholimex Food? Apr 2026.,Cholimex nói gì về kế hoạch bán Cholimex Food,Vietstock,2026-04,https://vietstock.vn/2026/04/cholimex-noi-gi-ve-ke-hoach-ban-con-ga-de-trung-vang-cholimex-food-737-1428183.htm,,press,2026-09-25,"Cholimex Food 2025 revenue about VND 4,050 billion, profit about VND 356 billion; 2026 targets about VND 4,500 billion and VND 390 billion; parent holds 40.72%."
AIB-22,Nestlé Việt Nam. Phát triển bền vững (sustainability page).,Nestlé Phát Triển Bền Vững,Nestlé Việt Nam,accessed 2026-09-25,https://www.nestle.com.vn/vi/phat-trien-ben-vung,,company,2026-09-25,"Emissions -50% by 2030, net zero 2050; 50% of key ingredients (incl. soybeans, meat) from regenerative farming by 2030. No plant-based commitment."
AIB-23,Food Ingredients First. Nestlé's GLP-1 strategy reframes food formulation around nutrient density. 20 Aug 2026.,Nestlé's GLP-1 strategy reframes food formulation around nutrient density,Food Ingredients First,2026-08-20,https://www.foodingredientsfirst.com/news/nestle-glp1-food-product-development.html,,press,2026-09-25,Global protein and fibre density strategy (Vital Pursuit); no plant-based or Asia mention.
AIB-24,Ajinomoto Vietnam. Dự án 'Bữa ăn học đường' giúp nâng cao chất lượng cho bữa ăn học đường tại Việt Nam. Undated company page (data to Nov 2022).,Dự án Bữa ăn học đường,Ajinomoto Vietnam,undated (data to 2022-11),https://www.ajinomoto.com.vn/vi/cau-chuyen-ve-ajinomoto-viet-nam/du-an-bua-an-hoc-duong-giup-nang-cao-chat-luong-cho-bua-an-hoc-duong-tai-viet-nam,,company,2026-09-25,"Since 2012 with MOET and National Institute of Nutrition; 62 provinces and 4,262 schools by Nov 2022; 120 menus with more than 360 dishes. Protein norms not stated."
AIB-25,CafeF. Ngành thức ăn nhẹ tại Việt Nam: Khi thương hiệu lắng nghe để phát triển. 21 Jul 2025.,Ngành thức ăn nhẹ tại Việt Nam: Khi thương hiệu lắng nghe để phát triển,CafeF,2025-07-21,https://cafef.vn/nganh-thuc-an-nhe-tai-viet-nam-khi-thuong-hieu-lang-nghe-de-phat-trien-188250719124438332.chn,,press,2026-09-25,Sponsored-style article on Mondelez Kinh Do; State of Snacking 2024 figures; no protein or plant messaging.
AIB-26,"Doanh nhân (Báo Pháp luật TP.HCM). ĐHĐCĐ Thế Giới Di Động (MWG) 2026: Mục tiêu lợi nhuận kỷ lục 9.200 tỷ, 'bạo chi' 3.000 tỷ trả cổ tức và tham vọng IPO Bách Hóa Xanh. 18 Apr 2026.",ĐHĐCĐ Thế Giới Di Động (MWG) 2026,Báo Pháp luật TP.HCM,2026-04-18,https://doanhnhan.baophapluat.vn/dhdcd-the-gioi-di-dong-mwg-2026-muc-tieu-loi-nhuan-ky-luc-9-200-ty-bao-chi-3-000-ty-tra-co-tuc-va-tham-vong-ipo-bach-hoa-xanh.html,,press,2026-09-25,BHX IPO target 2028; USD 10 billion revenue by 2030; double-digit growth in 2026. No category or supplier detail.
AIB-27,"Pháp luật và Sức khỏe (Sức khỏe & Đời sống). Công thức để Chủ tịch Nguyễn Đức Tài 'nhân bản' chuỗi Bách Hóa Xanh: Đổi từ chợ hiện đại sang siêu thị mini; tăng rau, thịt cá có thương hiệu. 24 Aug 2024.",Công thức để Chủ tịch Nguyễn Đức Tài nhân bản chuỗi Bách Hóa Xanh,Sức khỏe & Đời sống,2024-08-24,https://phapluat.suckhoedoisong.vn/cong-thuc-de-chu-tich-nguyen-duc-tai-nhan-ban-chuoi-bach-hoa-xanh-doi-tu-cho-hien-dai-sang-sieu-thi-mini-tang-rau-thit-ca-co-thuong-hieu-82442.html,,press,2026-09-25,"About 3,000 SKUs, 40% fresh; more branded meat and seafood; no chay mention."
AIB-28,Thanh Niên. Saigon Co.op thêm giá trị cho giỏ hàng Việt từ hàng nhãn riêng. 25 Sep 2026.,Saigon Co.op thêm giá trị cho giỏ hàng Việt từ hàng nhãn riêng,Thanh Niên,2026-09-25,https://thanhnien.vn/saigon-coop-them-gia-tri-cho-gio-hang-viet-tu-hang-nhan-rieng-185260925090630912.htm,,press,2026-09-25,"More than 2,500 private-label products with more than 100 domestic manufacturers; 15 to 30% below comparable products; tiers Co.op Happy, Select, Finest."
AIB-29,Sài Gòn Giải Phóng. Hàng nhãn riêng Co.op hút khách nhờ tối ưu chi phí. 11 Sep 2026.,Hàng nhãn riêng Co.op hút khách nhờ tối ưu chi phí,SGGP,2026-09-11,https://www.sggp.org.vn/hang-nhan-rieng-coop-hut-khach-nho-toi-uu-chi-phi-post871077.html,,press,2026-09-25,6 in 10 member shoppers buy a private-label item per visit; about 20% cheaper; retailer selects manufacturers and sets standards.
AIB-30,"Co.op Online. Há cảo chay Co.op Select 415g, product page.",Há cảo chay Co.op Select 415g,Saigon Co.op (Co.op Online),accessed 2026-09-25,https://cooponline.vn/ha-cao-chay-coop-select-415g--s250100755,,company,2026-09-25,"VND 46,500; wheat protein (đạm lúa mì), vegetables 37% incl. onion and garlic, edamame. Protein per 100 g not shown."
AIB-31,Inside Retail Asia. Central Retail bets big on Vietnam with 30 new stores planned. 6 Mar 2026.,Central Retail bets big on Vietnam with 30 new stores planned,Inside Retail Asia,2026-03-06,https://insideretail.asia/2026/03/06/central-retail-bets-big-on-vietnam-with-30-new-stores-by-2029/,,press,2026-09-25,"43 GO! hypermarkets, 16 mini go!, 9 Tops, 23 Lan Chi; 10 to 12 GO! and 23 to 25 mini go! planned; exited electronics."
AIB-32,AEON Vietnam. Topvalu (private brands) page.,"Topvalu, AEON Vietnam Corporate",AEON Vietnam,accessed 2026-09-25,https://corp.aeon.com.vn/en/private-brands/topvalu/,,company,2026-09-25,Private brand managed 'according to strict Japanese standards'; GREEN EYE organic line; no plant-based or welfare statement.
AIB-33,VietnamPlus. Aeon mở rộng mạnh mẽ tại Việt Nam đến năm 2030. 7 Jul 2026.,Aeon mở rộng mạnh mẽ tại Việt Nam đến năm 2030,VietnamPlus (VNA),2026-07-07,https://www.vietnamplus.vn/tap-doan-aeon-xac-dinh-viet-nam-la-thi-truong-uu-tien-hang-dau-post1122701.vnp,,press,2026-09-25,30 malls by fiscal 2030 (9 now); revenue over JPY 300 billion; Vietnam 60% of AEON's ASEAN investment.
AIB-34,"VCCI. LOTTE Mart chuyển hướng chiến lược, nhắm tới các đô thị công nghiệp Việt Nam. 22 Aug 2026.","LOTTE Mart chuyển hướng chiến lược, nhắm tới các đô thị công nghiệp Việt Nam",VCCI,2026-08-22,https://vcci.com.vn/news/lotte-mart-chuyen-huong-chien-luoc-nham-toi-cac-do-thi-cong-nghiep-viet-nam,,press,2026-09-25,17 stores; Tay Ninh and Bac Giang openings Jul and Aug 2026; targets factory workers; Yorihada Kitchen in 7 stores with about 400 items; fresh about 90% of new floor space.
AIB-35,"Saigon Times, republished by Tuổi Trẻ. Suất ăn công nghiệp: Thị trường 'nhạy cảm' tại Việt Nam. 3 Dec 2024.",Suất ăn công nghiệp: Thị trường nhạy cảm tại Việt Nam,Saigon Times / Tuổi Trẻ,2024-12-03,https://tuoitre.vn/saigontimes/suat-an-cong-nghiep-thi-truong-nhay-cam-tai-viet-nam-1061010527.htm,,press,2026-09-25,"Also cited by the supply study as CHN-41. Named caterers and meals a day (Viet Nam EOC 120,000; Hoang Kim 50,000; Vinastory 38,000; Global Catering 15,000; Dussmann; Tan Long and Nikkotrust JV); VND 29,000 common price; commissions."
AIB-36,"Haseca. Haseca, công ty suất ăn công nghiệp hàng đầu tại Việt Nam với hơn 200.000 suất ăn mỗi ngày. 20 Feb 2025.",Haseca: công ty suất ăn công nghiệp hàng đầu tại Việt Nam với hơn 200.000 suất ăn mỗi ngày (title punctuation normalised),Haseca,2025-02-20,https://haseca.com/blog/haseca-cong-ty-suat-an-cong-nghiep-hang-dau-tai-viet-nam-voi-hon-200000-suat-an-moi-ngay/,,company,2026-09-25,"Company claim: 200,000+ meals a day; 90+ multinational clients; 120+ kitchens; 2,300+ staff; five tiers VND 18,000 to 45,000; ISO 22000:2018, RBA, 5S."
AIB-37,Haseca. Suất ăn công nghiệp cho nhà máy cần lưu ý gì? Undated blog.,Suất ăn công nghiệp cho nhà máy cần lưu ý gì?,Haseca,undated,https://haseca.com/blog/suat-an-cong-nghiep-cho-nha-may-can-luu-y-gi/,,company,2026-09-25,"Menu and safety practices; chay meals as a personalisation option; price range quoted here (VND 30,000 to 60,000) differs from AIB-36."
AIB-38,Sodexo USA. Sustainable Eating for People and Planet (corporate responsibility page).,Sustainable Eating for People and Planet,Sodexo (US),accessed 2026-09-25,https://us.sodexo.com/corporate-responsibility/impact-on-environment/sustainable-eating,,company,2026-09-25,'33% of our planned menu offerings plant-based' by 2025; geographic scope not stated. Vietnam presence not confirmed: vn.sodexo.com redirected to sg.sodexo.com on 2026-09-25.
AIB-39,Bộ Y tế (Ministry of Health). Quyết định số 3958/QĐ-BYT ngày 25/12/2025 ban hành Hướng dẫn dinh dưỡng đối với bữa ăn học đường. PDF hosted by the National Institute of Nutrition.,Quyết định ban hành Hướng dẫn dinh dưỡng đối với bữa ăn học đường,"Ministry of Health, Viet Nam",2025-12-25,https://viendinhduong.vn/storage/app/uploads/public/2026/05/26/q_3958qbyt_huong_dan_dinh_duong_bua_an_hoc_uong.pdf,,gov/statistics,2026-09-25,"Full text searched. Protein 13 to 20% of energy; lunch 30 to 40% of daily energy; animal protein at least 4 to 5 days a week alternating with plant protein (beans, tofu) at least twice a week; no animal share; energy needs e.g. 1,570 (boys) and 1,460 (girls) kcal a day at age 6 to 7."
AIB-40,"USDA Foreign Agricultural Service. Food Processing Ingredients Annual, Hanoi, Vietnam, report VM2026-0004. Apr 2026.",Food Processing Ingredients Annual (Vietnam),USDA FAS,2026-04,https://apps.fas.usda.gov/newgainapi/api/Report/DownloadReportByFileName?fileName=Food+Processing+Ingredients+Annual_Hanoi_Vietnam_VM2026-0004.pdf,,gov/statistics,2026-09-25,"Tree-nut imports USD 3.9 billion in 2025 (+40%), partly for plant milk among younger consumers; food-safety scandals at processors in 2025 push shoppers to supermarkets; Decree 46/2026 suspended."
AIB-41,"Báo Chính phủ. Tăng cường bảo đảm an toàn, chất lượng bữa ăn bán trú trong các cơ sở giáo dục (Công điện 64/CĐ-TTg). 13 Sep 2026.",Công điện 64/CĐ-TTg về bữa ăn bán trú,Government of Viet Nam (Báo Chính phủ),2026-09-13,https://baochinhphu.vn/tang-cuong-bao-dam-an-toan-chat-luong-bua-an-ban-tru-trong-cac-co-so-giao-duc-10226091312502155.htm,,gov/statistics,2026-09-25,Also cited by the supply study as CHN-30. 'không lựa chọn đơn vị cung cấp thực phẩm chỉ dựa trên tiêu chí giá thấp'; origin control; MOET to issue meal rules and traceability data systems.
AIB-42,Giáo dục Việt Nam. Sở GD&ĐT TPHCM: Cơ sở giáo dục phải công khai hàng ngày thông tin liên quan suất ăn của học sinh. 18 Sep 2026.,Sở GD&ĐT TPHCM: Cơ sở giáo dục phải công khai hàng ngày thông tin liên quan suất ăn của học sinh,Giáo dục Việt Nam (giaoduc.net.vn),2026-09-18,https://giaoduc.net.vn/so-gddt-tphcm-co-so-giao-duc-phai-cong-khai-hang-ngay-thong-tin-lien-quan-suat-an-cua-hoc-sinh-post262837.gd,,press,2026-09-25,"Reports Document 9632/SGDĐT-HSSV: daily disclosure of caterer, ingredients, purchase invoices, menus and tray photos; no supplier beyond capacity."
AIB-43,Sở Công Thương Quảng Bình. Giải pháp nâng cao chất lượng bữa ăn ca của người lao động theo Kết luận số 03/KL-TLĐ của Tổng Liên đoàn Lao động Việt Nam.,Giải pháp nâng cao chất lượng bữa ăn ca theo Kết luận 03,Quang Binh Department of Industry and Trade,page undated; Conclusion dated 2022-01-18,https://sct.quangbinh.gov.vn/chi-tiet-tin/-/view-article/1/1515639363665/1696301909805,,gov/statistics,2026-09-25,"VGCL Conclusion 03 (18 Jan 2022): minimum shift meal VND 20,000 (self-organised) or 25,000 (hired caterer) in regions I and II; VND 18,000 or 22,000 in regions III and IV; four food groups incl. protein; origin and sample retention."
AIB-44,"Bệnh viện Bệnh Nhiệt đới (Hospital for Tropical Diseases, HCMC). Mời báo giá dự toán gói thầu Cung cấp suất ăn qua miệng cho người bệnh năm 2025. 25 Mar 2025.",Cung cấp suất ăn qua miệng cho người bệnh năm 2025,Hospital for Tropical Diseases,2025-03-25,https://bvbnd.vn/benh-vien-benh-nhiet-doi-moi-quy-nha-cung-cap-co-quan-tam-tham-gia-bao-gia-cho-du-toan-goi-thau-cung-cap-suat-an-qua-mieng-cho-nguoi-benh-nam-2025/,,gov/statistics,2026-09-25,"Public hospital request for quotations. About 81,842 rice meals and 20,461 porridge meals a year; 1,800 kcal and 60 g protein a day; meat or fish at least 60 g per meal or tofu at least 120 g as full replacement for animal protein. Read via fetch (verbatim quotes); direct download failed."
AIB-45,"Pháp luật Quân sự. Thông tư số 96/2025/TT-BQP quy định tiêu chuẩn, định lượng ăn và mức tiền ăn cơ bản bộ binh. Aug 2025.",Thông tư số 96/2025/TT-BQP,Pháp luật Quân sự,2025-08,https://www.phapluatquansu.vn/2025/08/thong-tu-so-962025tt-bqp-quy-inh-tieu.html,,other,2026-09-25,"Legal news site summarising a Ministry of Defence circular (issued 25 Aug 2025): basic infantry food allowance VND 72,000 per person per day. Ration quantities not in the summary."
